id,name,height,grid_id,zone_id
1,B00001,3.0,885,486
2,B00002,3.0,1218,692
3,B00003,3.0,1218,692
4,B00004,3.0,1218,692
5,B00005,3.0,1218,692
6,B00006,3.0,1218,692
7,B00007,3.0,1218,692
8,B00008,3.0,1218,692
9,B00009,3.0,959,536
10,B00010,3.0,885,486
11,B00011,3.0,1255,711
12,B00012,3.0,1218,692
13,B00013,3.0,1181,673
14,B00014,3.0,1181,673
15,B00015,3.0,1144,650
16,B00016,3.0,1070,602
17,B00017,3.0,1070,602
18,B00018,3.0,1218,692
19,B00019,3.0,1144,650
20,B00020,3.0,1107,625
21,B00021,3.0,1107,625
22,B00022,3.0,996,560
23,B00023,3.0,1144,650
24,B00024,3.0,1255,711
25,B00025,3.0,1218,692
26,B00026,3.0,1218,692
27,B00027,3.0,1218,692
28,B00028,3.0,1255,711
29,B00029,3.0,1255,711
30,B00030,3.0,885,486
31,B00031,3.0,1181,673
32,B00032,3.0,1107,625
33,B00033,3.0,1107,625
34,B00034,3.0,1218,692
35,B00035,3.0,1070,602
36,B00036,3.0,1181,673
37,B00037,3.0,1218,692
38,B00038,3.0,1218,692
39,B00039,3.0,1144,650
40,B00040,3.0,1255,711
41,B00041,3.0,1144,650
42,B00042,3.0,1218,692
43,B00043,3.0,1255,711
44,B00044,3.0,1181,673
45,B00045,3.0,1107,625
46,B00046,3.0,1181,673
47,B00047,3.0,1144,650
48,B00048,3.0,1070,602
49,B00049,3.0,1107,625
50,B00050,3.0,1144,650
51,B00051,3.0,1107,625
52,B00052,3.0,958,535
53,B00053,3.0,1106,624
54,B00054,3.0,884,485
55,B00055,3.0,1106,624
56,B00056,3.0,1143,649
57,B00057,3.0,1180,672
58,B00058,3.0,958,535
59,B00059,3.0,1254,710
60,B00060,3.0,1143,649
61,B00061,3.0,958,535
62,B00062,3.0,1106,624
63,B00063,3.0,1254,710
64,B00064,3.0,1106,624
65,B00065,3.0,1180,672
66,B00066,3.0,1069,601
67,B00067,3.0,1106,624
68,B00068,3.0,1106,624
69,B00069,3.0,1254,710
70,B00070,3.0,1032,580
71,B00071,3.0,884,485
72,B00072,3.0,958,535
73,B00073,3.0,1217,691
74,B00074,3.0,1106,624
75,B00075,3.0,1106,624
76,B00076,3.0,884,485
77,B00077,3.0,921,512
78,B00078,3.0,1180,672
79,B00079,3.0,958,535
80,B00080,3.0,921,512
81,B00081,3.0,1143,649
82,B00082,3.0,1069,601
83,B00083,3.0,847,456
84,B00084,3.0,1143,649
85,B00085,3.0,1069,601
86,B00086,3.0,1106,624
87,B00087,3.0,847,456
88,B00088,3.0,1032,580
89,B00089,3.0,1180,672
90,B00090,3.0,1106,624
91,B00091,3.0,921,512
92,B00092,3.0,921,512
93,B00093,3.0,958,535
94,B00094,3.0,1069,601
95,B00095,3.0,1180,672
96,B00096,3.0,1069,601
97,B00097,3.0,846,455
98,B00098,3.0,1105,623
99,B00099,3.0,846,455
100,B00100,3.0,920,511
101,B00101,3.0,1068,600
102,B00102,3.0,920,511
103,B00103,3.0,1031,579
104,B00104,3.0,1105,623
105,B00105,3.0,1179,671
106,B00106,3.0,1142,648
107,B00107,3.0,846,455
108,B00108,3.0,1179,671
109,B00109,3.0,1031,579
110,B00110,3.0,1105,623
111,B00111,3.0,883,484
112,B00112,3.0,994,559
113,B00113,3.0,1179,671
114,B00114,3.0,883,484
115,B00115,3.0,809,430
116,B00116,3.0,846,455
117,B00117,3.0,1253,709
118,B00118,3.0,1142,648
119,B00119,3.0,846,455
120,B00120,3.0,1068,600
121,B00121,3.0,809,430
122,B00122,3.0,846,455
123,B00123,3.0,1068,600
124,B00124,3.0,883,484
125,B00125,3.0,1216,690
126,B00126,3.0,809,430
127,B00127,3.0,1216,690
128,B00128,3.0,1031,579
129,B00129,3.0,1216,690
130,B00130,3.0,809,430
131,B00131,3.0,1216,690
132,B00132,3.0,1216,690
133,B00133,3.0,809,430
134,B00134,3.0,1216,690
135,B00135,3.0,1179,671
136,B00136,3.0,809,430
137,B00137,3.0,1179,671
138,B00138,3.0,1179,671
139,B00139,3.0,1179,671
140,B00140,3.0,1179,671
141,B00141,3.0,809,430
142,B00142,3.0,846,455
143,B00143,3.0,1253,709
144,B00144,3.0,1179,671
145,B00145,3.0,809,430
146,B00146,3.0,809,430
147,B00147,3.0,1253,709
148,B00148,3.0,809,430
149,B00149,3.0,1142,648
150,B00150,3.0,920,511
151,B00151,3.0,1253,709
152,B00152,3.0,809,430
153,B00153,3.0,1179,671
154,B00154,3.0,1253,709
155,B00155,3.0,1216,690
156,B00156,3.0,1215,689
157,B00157,3.0,1030,578
158,B00158,3.0,1216,690
159,B00159,3.0,1141,647
160,B00160,3.0,882,483
161,B00161,3.0,1216,690
162,B00162,3.0,1215,689
163,B00163,3.0,1215,689
164,B00164,3.0,1252,708
165,B00165,3.0,1215,689
166,B00166,3.0,1067,599
167,B00167,3.0,1215,689
168,B00168,3.0,1252,708
169,B00169,3.0,1178,670
170,B00170,3.0,1178,670
171,B00171,3.0,808,429
172,B00172,3.0,808,429
173,B00173,3.0,1252,708
174,B00174,3.0,1252,708
175,B00175,3.0,1178,670
176,B00176,3.0,1215,689
177,B00177,3.0,1141,647
178,B00178,3.0,1252,708
179,B00179,3.0,1178,670
180,B00180,3.0,1178,670
181,B00181,3.0,1252,708
182,B00182,3.0,1178,670
183,B00183,3.0,1141,647
184,B00184,3.0,1141,647
185,B00185,3.0,882,483
186,B00186,3.0,1215,689
187,B00187,3.0,1215,689
188,B00188,3.0,1215,689
189,B00189,3.0,1215,689
190,B00190,3.0,1178,670
191,B00191,3.0,882,483
192,B00192,3.0,845,454
193,B00193,3.0,1178,670
194,B00194,3.0,1178,670
195,B00195,3.0,1215,689
196,B00196,3.0,1178,670
197,B00197,3.0,882,483
198,B00198,3.0,1178,670
199,B00199,3.0,1141,647
200,B00200,3.0,1252,708
201,B00201,3.0,1178,670
202,B00202,3.0,1178,670
203,B00203,3.0,1178,670
204,B00204,3.0,1178,670
205,B00205,3.0,1141,647
206,B00206,3.0,1178,670
207,B00207,3.0,1141,647
208,B00208,3.0,881,482
209,B00209,3.0,1178,670
210,B00210,3.0,1252,708
211,B00211,3.0,548,235
212,B00212,3.0,548,235
213,B00213,3.0,1177,669
214,B00214,3.0,882,483
215,B00215,3.0,955,534
216,B00216,3.0,1140,646
217,B00217,3.0,1252,708
218,B00218,3.0,881,482
219,B00219,3.0,1215,689
220,B00220,3.0,511,206
221,B00221,3.0,511,206
222,B00222,3.0,1177,669
223,B00223,3.0,881,482
224,B00224,3.0,955,534
225,B00225,3.0,1177,669
226,B00226,3.0,844,453
227,B00227,3.0,844,453
228,B00228,3.0,1214,688
229,B00229,3.0,511,206
230,B00230,3.0,1214,688
231,B00231,3.0,1251,707
232,B00232,3.0,1251,707
233,B00233,3.0,1214,688
234,B00234,3.0,807,428
235,B00235,3.0,1177,669
236,B00236,3.0,437,149
237,B00237,3.0,844,453
238,B00238,3.0,918,510
239,B00239,3.0,1214,688
240,B00240,3.0,807,428
241,B00241,3.0,1214,688
242,B00242,3.0,1177,669
243,B00243,3.0,844,453
244,B00244,3.0,1251,707
245,B00245,3.0,1251,707
246,B00246,3.0,437,149
247,B00247,3.0,1251,707
248,B00248,3.0,696,348
249,B00249,3.0,807,428
250,B00250,3.0,1214,688
251,B00251,3.0,807,428
252,B00252,3.0,1214,688
253,B00253,3.0,1214,688
254,B00254,3.0,1214,688
255,B00255,3.0,548,235
256,B00256,3.0,1251,707
257,B00257,3.0,918,510
258,B00258,3.0,1251,707
259,B00259,3.0,548,235
260,B00260,3.0,918,510
261,B00261,3.0,1251,707
262,B00262,3.0,1214,688
263,B00263,3.0,1214,688
264,B00264,3.0,918,510
265,B00265,3.0,1214,688
266,B00266,3.0,917,509
267,B00267,3.0,1214,688
268,B00268,3.0,547,234
269,B00269,3.0,1213,687
270,B00270,3.0,880,481
271,B00271,3.0,1213,687
272,B00272,3.0,1250,706
273,B00273,3.0,917,509
274,B00274,3.0,880,481
275,B00275,3.0,1213,687
276,B00276,3.0,1213,687
277,B00277,3.0,1213,687
278,B00278,3.0,1213,687
279,B00279,3.0,1213,687
280,B00280,3.0,880,481
281,B00281,3.0,1250,706
282,B00282,3.0,1250,706
283,B00283,3.0,880,481
284,B00284,3.0,917,509
285,B00285,3.0,917,509
286,B00286,3.0,1213,687
287,B00287,3.0,1213,687
288,B00288,3.0,880,481
289,B00289,3.0,954,533
290,B00290,3.0,880,481
291,B00291,3.0,658,319
292,B00292,3.0,954,533
293,B00293,3.0,954,533
294,B00294,3.0,621,292
295,B00295,3.0,991,556
296,B00296,3.0,954,533
297,B00297,3.0,954,533
298,B00298,3.0,954,533
299,B00299,3.0,991,556
300,B00300,3.0,1250,706
301,B00301,3.0,917,509
302,B00302,3.0,954,533
303,B00303,3.0,954,533
304,B00304,3.0,954,533
305,B00305,3.0,954,533
306,B00306,3.0,880,481
307,B00307,3.0,954,533
308,B00308,3.0,917,509
309,B00309,3.0,954,533
310,B00310,3.0,954,533
311,B00311,3.0,584,264
312,B00312,3.0,1213,687
313,B00313,3.0,1250,706
314,B00314,3.0,658,319
315,B00315,3.0,1250,706
316,B00316,3.0,880,481
317,B00317,3.0,1250,706
318,B00318,3.0,880,481
319,B00319,3.0,621,292
320,B00320,3.0,880,481
321,B00321,3.0,621,292
322,B00322,3.0,1324,729
323,B00323,3.0,695,347
324,B00324,3.0,1324,729
325,B00325,3.0,880,481
326,B00326,3.0,880,481
327,B00327,3.0,584,264
328,B00328,3.0,1546,806
329,B00329,3.0,880,481
330,B00330,3.0,1361,735
331,B00331,3.0,621,292
332,B00332,3.0,621,292
333,B00333,3.0,1250,706
334,B00334,3.0,917,509
335,B00335,3.0,1249,705
336,B00336,3.0,694,346
337,B00337,3.0,583,263
338,B00338,3.0,1323,728
339,B00339,3.0,620,291
340,B00340,3.0,916,508
341,B00341,3.0,1360,734
342,B00342,3.0,1212,686
343,B00343,3.0,1360,734
344,B00344,3.0,1582,815
345,B00345,3.0,990,555
346,B00346,3.0,1360,734
347,B00347,3.0,916,508
348,B00348,3.0,1286,718
349,B00349,3.0,583,263
350,B00350,3.0,1360,734
351,B00351,3.0,583,263
352,B00352,3.0,1360,734
353,B00353,3.0,1323,728
354,B00354,3.0,620,291
355,B00355,3.0,657,318
356,B00356,3.0,1249,705
357,B00357,3.0,1360,734
358,B00358,3.0,916,508
359,B00359,3.0,1249,705
360,B00360,3.0,583,263
361,B00361,3.0,1360,734
362,B00362,3.0,657,318
363,B00363,3.0,1360,734
364,B00364,3.0,879,480
365,B00365,3.0,1360,734
366,B00366,3.0,1323,728
367,B00367,3.0,583,263
368,B00368,3.0,1360,734
369,B00369,3.0,1360,734
370,B00370,3.0,1064,596
371,B00371,3.0,583,263
372,B00372,3.0,1360,734
373,B00373,3.0,583,263
374,B00374,3.0,583,263
375,B00375,3.0,1360,734
376,B00376,3.0,731,374
377,B00377,3.0,620,291
378,B00378,3.0,879,480
379,B00379,3.0,583,263
380,B00380,3.0,620,291
381,B00381,3.0,879,480
382,B00382,3.0,657,318
383,B00383,3.0,583,263
384,B00384,3.0,694,346
385,B00385,3.0,620,291
386,B00386,3.0,620,291
387,B00387,3.0,583,263
388,B00388,3.0,620,291
389,B00389,3.0,583,263
390,B00390,3.0,694,346
391,B00391,3.0,620,291
392,B00392,3.0,657,318
393,B00393,3.0,583,263
394,B00394,3.0,620,291
395,B00395,3.0,582,262
396,B00396,3.0,620,291
397,B00397,3.0,582,262
398,B00398,3.0,1248,704
399,B00399,3.0,619,290
400,B00400,3.0,1248,704
401,B00401,3.0,1248,704
402,B00402,3.0,1248,704
403,B00403,3.0,1248,704
404,B00404,3.0,730,373
405,B00405,3.0,1248,704
406,B00406,3.0,656,317
407,B00407,3.0,619,290
408,B00408,3.0,619,290
409,B00409,3.0,508,203
410,B00410,3.0,619,290
411,B00411,3.0,767,401
412,B00412,3.0,619,290
413,B00413,3.0,656,317
414,B00414,3.0,619,290
415,B00415,3.0,1322,727
416,B00416,3.0,619,290
417,B00417,3.0,582,262
418,B00418,3.0,582,262
419,B00419,3.0,582,262
420,B00420,3.0,619,290
421,B00421,3.0,508,203
422,B00422,3.0,1174,666
423,B00423,3.0,1174,666
424,B00424,3.0,656,317
425,B00425,3.0,656,317
426,B00426,3.0,619,290
427,B00427,3.0,767,401
428,B00428,3.0,1322,727
429,B00429,3.0,1322,727
430,B00430,3.0,619,290
431,B00431,3.0,656,317
432,B00432,3.0,656,317
433,B00433,3.0,619,290
434,B00434,3.0,619,290
435,B00435,3.0,619,290
436,B00436,3.0,619,290
437,B00437,3.0,1618,826
438,B00438,3.0,1322,727
439,B00439,3.0,619,290
440,B00440,3.0,1581,814
441,B00441,3.0,619,290
442,B00442,3.0,1322,727
443,B00443,3.0,730,373
444,B00444,3.0,767,401
445,B00445,3.0,656,317
446,B00446,3.0,619,290
447,B00447,3.0,1581,814
448,B00448,3.0,619,290
449,B00449,3.0,619,290
450,B00450,3.0,1322,727
451,B00451,3.0,619,290
452,B00452,3.0,1618,826
453,B00453,3.0,1618,826
454,B00454,3.0,1285,717
455,B00455,3.0,656,317
456,B00456,3.0,1322,727
457,B00457,3.0,656,317
458,B00458,3.0,619,290
459,B00459,3.0,656,317
460,B00460,3.0,619,290
461,B00461,3.0,619,290
462,B00462,3.0,656,317
463,B00463,3.0,656,317
464,B00464,3.0,619,290
465,B00465,3.0,1322,727
466,B00466,3.0,1581,814
467,B00467,3.0,619,290
468,B00468,3.0,619,290
469,B00469,3.0,1544,804
470,B00470,3.0,1618,826
471,B00471,3.0,1211,685
472,B00472,3.0,1285,717
473,B00473,3.0,841,452
474,B00474,3.0,1322,727
475,B00475,3.0,656,317
476,B00476,3.0,1433,758
477,B00477,3.0,619,290
478,B00478,3.0,619,290
479,B00479,3.0,656,317
480,B00480,3.0,619,290
481,B00481,3.0,1322,727
482,B00482,3.0,619,290
483,B00483,3.0,619,290
484,B00484,3.0,656,317
485,B00485,3.0,1322,727
486,B00486,3.0,619,290
487,B00487,3.0,619,290
488,B00488,3.0,1322,727
489,B00489,3.0,1285,717
490,B00490,3.0,1285,717
491,B00491,3.0,1285,717
492,B00492,3.0,619,290
493,B00493,3.0,656,317
494,B00494,3.0,619,290
495,B00495,3.0,619,290
496,B00496,3.0,619,290
497,B00497,3.0,1618,826
498,B00498,3.0,841,452
499,B00499,3.0,656,317
500,B00500,3.0,656,317
501,B00501,3.0,1174,666
502,B00502,3.0,1581,814
503,B00503,3.0,656,317
504,B00504,3.0,693,345
505,B00505,3.0,1618,826
506,B00506,3.0,1618,826
507,B00507,3.0,1322,727
508,B00508,3.0,656,317
509,B00509,3.0,619,290
510,B00510,3.0,1322,727
511,B00511,3.0,1544,804
512,B00512,3.0,1174,666
513,B00513,3.0,619,290
514,B00514,3.0,619,290
515,B00515,3.0,1285,717
516,B00516,3.0,1322,727
517,B00517,3.0,618,289
518,B00518,3.0,693,345
519,B00519,3.0,618,289
520,B00520,3.0,618,289
521,B00521,3.0,618,289
522,B00522,3.0,1284,716
523,B00523,3.0,619,290
524,B00524,3.0,655,316
525,B00525,3.0,1284,716
526,B00526,3.0,655,316
527,B00527,3.0,1173,665
528,B00528,3.0,1321,726
529,B00529,3.0,1543,803
530,B00530,3.0,655,316
531,B00531,3.0,618,289
532,B00532,3.0,618,289
533,B00533,3.0,655,316
534,B00534,3.0,1284,716
535,B00535,3.0,618,289
536,B00536,3.0,655,316
537,B00537,3.0,1173,665
538,B00538,3.0,1506,790
539,B00539,3.0,1248,704
540,B00540,3.0,618,289
541,B00541,3.0,1173,665
542,B00542,3.0,1210,684
543,B00543,3.0,1210,684
544,B00544,3.0,1210,684
545,B00545,3.0,1210,684
546,B00546,3.0,1284,716
547,B00547,3.0,1173,665
548,B00548,3.0,1210,684
549,B00549,3.0,1284,716
550,B00550,3.0,1173,665
551,B00551,3.0,1210,684
552,B00552,3.0,1210,684
553,B00553,3.0,618,289
554,B00554,3.0,1173,665
555,B00555,3.0,877,479
556,B00556,3.0,692,344
557,B00557,3.0,1173,665
558,B00558,3.0,1284,716
559,B00559,3.0,1321,726
560,B00560,3.0,1173,665
561,B00561,3.0,1173,665
562,B00562,3.0,1321,726
563,B00563,3.0,1173,665
564,B00564,3.0,1210,684
565,B00565,3.0,1580,813
566,B00566,3.0,618,289
567,B00567,3.0,655,316
568,B00568,3.0,1173,665
569,B00569,3.0,1173,665
570,B00570,3.0,692,344
571,B00571,3.0,1247,703
572,B00572,3.0,1173,665
573,B00573,3.0,766,400
574,B00574,3.0,1173,665
575,B00575,3.0,1173,665
576,B00576,3.0,1210,684
577,B00577,3.0,766,400
578,B00578,3.0,1173,665
579,B00579,3.0,1210,684
580,B00580,3.0,1136,642
581,B00581,3.0,1210,684
582,B00582,3.0,1025,574
583,B00583,3.0,1173,665
584,B00584,3.0,1173,665
585,B00585,3.0,692,344
586,B00586,3.0,1025,574
587,B00587,3.0,1173,665
588,B00588,3.0,1247,703
589,B00589,3.0,1173,665
590,B00590,3.0,877,479
591,B00591,3.0,1247,703
592,B00592,3.0,1173,665
593,B00593,3.0,1210,684
594,B00594,3.0,692,344
595,B00595,3.0,766,400
596,B00596,3.0,1210,684
597,B00597,3.0,1247,703
598,B00598,3.0,1173,665
599,B00599,3.0,1247,703
600,B00600,3.0,1062,594
601,B00601,3.0,1172,664
602,B00602,3.0,1135,641
603,B00603,3.0,470,175
604,B00604,3.0,1173,665
605,B00605,3.0,1802,837
606,B00606,3.0,1172,664
607,B00607,3.0,1209,683
608,B00608,3.0,1616,825
609,B00609,3.0,1801,836
610,B00610,3.0,469,174
611,B00611,3.0,691,343
612,B00612,3.0,469,174
613,B00613,3.0,691,343
614,B00614,3.0,1172,664
615,B00615,3.0,1136,642
616,B00616,3.0,1209,683
617,B00617,3.0,1136,642
618,B00618,3.0,1209,683
619,B00619,3.0,1246,702
620,B00620,3.0,765,399
621,B00621,3.0,469,174
622,B00622,3.0,1172,664
623,B00623,3.0,1098,617
624,B00624,3.0,1246,702
625,B00625,3.0,1246,702
626,B00626,3.0,728,372
627,B00627,3.0,1209,683
628,B00628,3.0,1172,664
629,B00629,3.0,1209,683
630,B00630,3.0,654,315
631,B00631,3.0,1172,664
632,B00632,3.0,1209,683
633,B00633,3.0,1801,836
634,B00634,3.0,1801,836
635,B00635,3.0,1172,664
636,B00636,3.0,1209,683
637,B00637,3.0,765,399
638,B00638,3.0,432,144
639,B00639,3.0,469,174
640,B00640,3.0,1135,641
641,B00641,3.0,691,343
642,B00642,3.0,1801,836
643,B00643,3.0,1801,836
644,B00644,3.0,469,174
645,B00645,3.0,802,425
646,B00646,3.0,1801,836
647,B00647,3.0,1135,641
648,B00648,3.0,1172,664
649,B00649,3.0,543,230
650,B00650,3.0,1172,664
651,B00651,3.0,1135,641
652,B00652,3.0,1209,683
653,B00653,3.0,432,144
654,B00654,3.0,1209,683
655,B00655,3.0,1209,683
656,B00656,3.0,1320,725
657,B00657,3.0,1209,683
658,B00658,3.0,1098,617
659,B00659,3.0,1135,641
660,B00660,3.0,1209,683
661,B00661,3.0,802,425
662,B00662,3.0,432,144
663,B00663,3.0,432,144
664,B00664,3.0,1098,617
665,B00665,3.0,1098,617
666,B00666,3.0,432,144
667,B00667,3.0,1135,641
668,B00668,3.0,432,144
669,B00669,3.0,1097,616
670,B00670,3.0,1763,834
671,B00671,3.0,1097,616
672,B00672,3.0,1763,834
673,B00673,3.0,1134,640
674,B00674,3.0,1356,733
675,B00675,3.0,727,371
676,B00676,3.0,765,399
677,B00677,3.0,1134,640
678,B00678,3.0,1097,616
679,B00679,3.0,949,532
680,B00680,3.0,1319,724
681,B00681,3.0,468,173
682,B00682,3.0,1134,640
683,B00683,3.0,431,143
684,B00684,3.0,1134,640
685,B00685,3.0,1615,824
686,B00686,3.0,1615,824
687,B00687,3.0,1060,593
688,B00688,3.0,505,200
689,B00689,3.0,1319,724
690,B00690,3.0,801,424
691,B00691,3.0,431,143
692,B00692,3.0,1060,593
693,B00693,3.0,801,424
694,B00694,3.0,764,398
695,B00695,3.0,1208,682
696,B00696,3.0,1393,743
697,B00697,3.0,1208,682
698,B00698,3.0,801,424
699,B00699,3.0,1319,724
700,B00700,3.0,1208,682
701,B00701,3.0,1393,743
702,B00702,3.0,764,398
703,B00703,3.0,1208,682
704,B00704,3.0,1171,663
705,B00705,3.0,1208,682
706,B00706,3.0,653,314
707,B00707,3.0,1208,682
708,B00708,3.0,1208,682
709,B00709,3.0,1208,682
710,B00710,3.0,1208,682
711,B00711,3.0,1208,682
712,B00712,3.0,1393,743
713,B00713,3.0,1208,682
714,B00714,3.0,1245,701
715,B00715,3.0,875,478
716,B00716,3.0,1171,663
717,B00717,3.0,1319,724
718,B00718,3.0,1763,834
719,B00719,3.0,1208,682
720,B00720,3.0,1319,724
721,B00721,3.0,1208,682
722,B00722,3.0,1171,663
723,B00723,3.0,468,173
724,B00724,3.0,1615,824
725,B00725,3.0,1319,724
726,B00726,3.0,875,478
727,B00727,3.0,1097,616
728,B00728,3.0,875,478
729,B00729,3.0,1615,824
730,B00730,3.0,468,173
731,B00731,3.0,838,451
732,B00732,3.0,1208,682
733,B00733,3.0,1134,640
734,B00734,3.0,1171,663
735,B00735,3.0,1208,682
736,B00736,3.0,1208,682
737,B00737,3.0,1171,663
738,B00738,3.0,1171,663
739,B00739,3.0,1207,681
740,B00740,3.0,1208,682
741,B00741,3.0,1170,662
742,B00742,3.0,1170,662
743,B00743,3.0,1207,681
744,B00744,3.0,1096,615
745,B00745,3.0,1170,662
746,B00746,3.0,1318,723
747,B00747,3.0,1762,833
748,B00748,3.0,1059,592
749,B00749,3.0,1245,701
750,B00750,3.0,837,450
751,B00751,3.0,1170,662
752,B00752,3.0,1096,615
753,B00753,3.0,837,450
754,B00754,3.0,1207,681
755,B00755,3.0,467,172
756,B00756,3.0,1170,662
757,B00757,3.0,1059,592
758,B00758,3.0,1170,662
759,B00759,3.0,1207,681
760,B00760,3.0,1170,662
761,B00761,3.0,1614,823
762,B00762,3.0,1318,723
763,B00763,3.0,1207,681
764,B00764,3.0,800,423
765,B00765,3.0,1170,662
766,B00766,3.0,1207,681
767,B00767,3.0,1207,681
768,B00768,3.0,1170,662
769,B00769,3.0,1170,662
770,B00770,3.0,1170,662
771,B00771,3.0,1170,662
772,B00772,3.0,1318,723
773,B00773,3.0,1096,615
774,B00774,3.0,1318,723
775,B00775,3.0,1244,700
776,B00776,3.0,800,423
777,B00777,3.0,1318,723
778,B00778,3.0,1170,662
779,B00779,3.0,763,397
780,B00780,3.0,1170,662
781,B00781,3.0,1318,723
782,B00782,3.0,1429,754
783,B00783,3.0,1466,771
784,B00784,3.0,1318,723
785,B00785,3.0,1133,639
786,B00786,3.0,1318,723
787,B00787,3.0,1207,681
788,B00788,3.0,1725,832
789,B00789,3.0,1170,662
790,B00790,3.0,1096,615
791,B00791,3.0,1725,832
792,B00792,3.0,911,507
793,B00793,3.0,1503,787
794,B00794,3.0,1725,832
795,B00795,3.0,1318,723
796,B00796,3.0,1725,832
797,B00797,3.0,1170,662
798,B00798,3.0,1429,754
799,B00799,3.0,1317,722
800,B00800,3.0,1503,787
801,B00801,3.0,1133,639
802,B00802,3.0,1244,700
803,B00803,3.0,651,312
804,B00804,3.0,1724,831
805,B00805,3.0,1503,787
806,B00806,3.0,1502,786
807,B00807,3.0,1466,771
808,B00808,3.0,1724,831
809,B00809,3.0,1724,831
810,B00810,3.0,1724,831
811,B00811,3.0,1724,831
812,B00812,3.0,1724,831
813,B00813,3.0,1724,831
814,B00814,3.0,1354,732
815,B00815,3.0,1428,753
816,B00816,3.0,1428,753
817,B00817,3.0,577,257
818,B00818,3.0,910,506
819,B00819,3.0,1354,732
820,B00820,3.0,1465,770
821,B00821,3.0,1465,770
822,B00822,3.0,577,257
823,B00823,3.0,1354,732
824,B00824,3.0,1317,722
825,B00825,3.0,1132,638
826,B00826,3.0,1391,741
827,B00827,3.0,1354,732
828,B00828,3.0,1354,732
829,B00829,3.0,1465,770
830,B00830,3.0,1132,638
831,B00831,3.0,1428,753
832,B00832,3.0,1354,732
833,B00833,3.0,1354,732
834,B00834,3.0,1613,822
835,B00835,3.0,688,340
836,B00836,3.0,1465,770
837,B00837,3.0,1613,822
838,B00838,3.0,947,531
839,B00839,3.0,1428,753
840,B00840,3.0,1317,722
841,B00841,3.0,1465,770
842,B00842,3.0,910,506
843,B00843,3.0,1354,732
844,B00844,3.0,1465,770
845,B00845,3.0,1428,753
846,B00846,3.0,1354,732
847,B00847,3.0,1613,822
848,B00848,3.0,984,554
849,B00849,3.0,947,531
850,B00850,3.0,1169,661
851,B00851,3.0,1206,680
852,B00852,3.0,984,554
853,B00853,3.0,947,531
854,B00854,3.0,1206,680
855,B00855,3.0,873,477
856,B00856,3.0,1354,732
857,B00857,3.0,1465,770
858,B00858,3.0,873,477
859,B00859,3.0,1465,770
860,B00860,3.0,466,171
861,B00861,3.0,1428,753
862,B00862,3.0,1391,741
863,B00863,3.0,1465,770
864,B00864,3.0,1465,770
865,B00865,3.0,465,170
866,B00866,3.0,1428,753
867,B00867,3.0,1206,680
868,B00868,3.0,465,170
869,B00869,3.0,1168,660
870,B00870,3.0,1464,769
871,B00871,3.0,1465,770
872,B00872,3.0,465,170
873,B00873,3.0,1612,821
874,B00874,3.0,1390,740
875,B00875,3.0,1612,821
876,B00876,3.0,1612,821
877,B00877,3.0,1612,821
878,B00878,3.0,1612,821
879,B00879,3.0,1612,821
880,B00880,3.0,1612,821
881,B00881,3.0,1242,699
882,B00882,3.0,1390,740
883,B00883,3.0,1612,821
884,B00884,3.0,1612,821
885,B00885,3.0,1427,752
886,B00886,3.0,1316,721
887,B00887,3.0,1316,721
888,B00888,3.0,798,421
889,B00889,3.0,1427,752
890,B00890,3.0,1464,769
891,B00891,3.0,1390,740
892,B00892,3.0,1168,660
893,B00893,3.0,983,553
894,B00894,3.0,1464,769
895,B00895,3.0,1131,637
896,B00896,3.0,983,553
897,B00897,3.0,946,530
898,B00898,3.0,982,552
899,B00899,3.0,982,552
900,B00900,3.0,982,552
901,B00901,3.0,1463,768
902,B00902,3.0,1463,768
903,B00903,3.0,945,529
904,B00904,3.0,1611,820
905,B00905,3.0,982,552
906,B00906,3.0,982,552
907,B00907,3.0,1130,636
908,B00908,3.0,982,552
909,B00909,3.0,982,552
910,B00910,3.0,1611,820
911,B00911,3.0,723,367
912,B00912,3.0,982,552
913,B00913,3.0,982,552
914,B00914,3.0,1167,659
915,B00915,3.0,982,552
916,B00916,3.0,1611,820
917,B00917,3.0,1611,820
918,B00918,3.0,1611,820
919,B00919,3.0,1611,820
920,B00920,3.0,1130,636
921,B00921,3.0,1611,820
922,B00922,3.0,1463,768
923,B00923,3.0,1463,768
924,B00924,3.0,908,505
925,B00925,3.0,1463,768
926,B00926,3.0,1574,812
927,B00927,3.0,1500,784
928,B00928,3.0,760,394
929,B00929,3.0,1611,820
930,B00930,3.0,1463,768
931,B00931,3.0,1463,768
932,B00932,3.0,1500,784
933,B00933,3.0,1463,768
934,B00934,3.0,1463,768
935,B00935,3.0,1574,812
936,B00936,3.0,1574,812
937,B00937,3.0,1500,784
938,B00938,3.0,686,338
939,B00939,3.0,1204,679
940,B00940,3.0,1463,768
941,B00941,3.0,1500,784
942,B00942,3.0,1204,679
943,B00943,3.0,1611,820
944,B00944,3.0,760,394
945,B00945,3.0,1241,698
946,B00946,3.0,686,338
947,B00947,3.0,1611,820
948,B00948,3.0,1500,784
949,B00949,3.0,1204,679
950,B00950,3.0,1462,767
951,B00951,3.0,1463,768
952,B00952,3.0,1203,678
953,B00953,3.0,1499,783
954,B00954,3.0,907,504
955,B00955,3.0,1203,678
