id,name,height,grid_id,zone_id
3613,B03613,6.0,763,397
3614,B03614,6.0,689,341
3615,B03615,6.0,615,286
3616,B03616,6.0,504,199
3617,B03617,6.0,504,199
3618,B03618,6.0,763,397
3619,B03619,6.0,689,341
3620,B03620,6.0,578,258
3621,B03621,6.0,652,313
3622,B03622,6.0,615,286
3623,B03623,6.0,689,341
3624,B03624,6.0,689,341
3625,B03625,6.0,763,397
3626,B03626,6.0,615,286
3627,B03627,6.0,725,369
3628,B03628,6.0,689,341
3629,B03629,6.0,689,341
3630,B03630,6.0,762,396
3631,B03631,6.0,466,171
3632,B03632,6.0,541,228
3633,B03633,6.0,762,396
3634,B03634,6.0,726,370
3635,B03635,6.0,614,285
