id,name,use_type
9551,B09551,MULTI_RES
9552,B09552,MULTI_RES
9553,B09553,MULTI_RES
9554,B09554,MULTI_RES
9555,B09555,MULTI_RES
9556,B09556,RESTAURANT
9557,B09557,MULTI_RES
9558,B09558,MULTI_RES
9559,B09559,MULTI_RES
9560,B09560,OFFICE
9561,B09561,MULTI_RES
9562,B09562,INDUSTRIAL
9563,B09563,OFFICE
9564,B09564,MULTI_RES
9565,B09565,MULTI_RES
9566,B09566,MULTI_RES
9567,B09567,MULTI_RES
9568,B09568,RETAIL
9569,B09569,OFFICE
9570,B09570,MULTI_RES
9571,B09571,MULTI_RES
9572,B09572,SCHOOL
9573,B09573,MULTI_RES
9574,B09574,MULTI_RES
9575,B09575,OFFICE
9576,B09576,MULTI_RES
9577,B09577,MULTI_RES
9578,B09578,MULTI_RES
9579,B09579,MULTI_RES
9580,B09580,MULTI_RES
9581,B09581,MULTI_RES
9582,B09582,MULTI_RES
9583,B09583,MULTI_RES
9584,B09584,OFFICE
9585,B09585,INDUSTRIAL
9586,B09586,RETAIL
9587,B09587,SCHOOL
9588,B09588,INDUSTRIAL
9589,B09589,MULTI_RES
9590,B09590,RETAIL
9591,B09591,INDUSTRIAL
9592,B09592,OFFICE
9593,B09593,MULTI_RES
9594,B09594,OFFICE
9595,B09595,RETAIL
9596,B09596,MULTI_RES
9597,B09597,MULTI_RES
9598,B09598,MULTI_RES
9599,B09599,MULTI_RES
9600,B09600,MULTI_RES
9601,B09601,OFFICE
9602,B09602,MULTI_RES
9603,B09603,INDUSTRIAL
9604,B09604,OFFICE
9605,B09605,OFFICE
9606,B09606,INDUSTRIAL
9607,B09607,MULTI_RES
9608,B09608,MULTI_RES
9609,B09609,OFFICE
9610,B09610,RETAIL
9611,B09611,MULTI_RES
9612,B09612,MULTI_RES
9613,B09613,OFFICE
9614,B09614,MULTI_RES
9615,B09615,MULTI_RES
9616,B09616,MULTI_RES
9617,B09617,OFFICE
9618,B09618,MULTI_RES
9619,B09619,MULTI_RES
9620,B09620,RETAIL
9621,B09621,MULTI_RES
9622,B09622,RETAIL
9623,B09623,MULTI_RES
9624,B09624,INDUSTRIAL
9625,B09625,MULTI_RES
9626,B09626,MULTI_RES
9627,B09627,MULTI_RES
9628,B09628,MULTI_RES
9629,B09629,RETAIL
9630,B09630,MULTI_RES
9631,B09631,MULTI_RES
9632,B09632,MULTI_RES
9633,B09633,OFFICE
9634,B09634,MULTI_RES
9635,B09635,OFFICE
9636,B09636,OFFICE
9637,B09637,INDUSTRIAL
9638,B09638,MULTI_RES
9639,B09639,MULTI_RES
9640,B09640,MULTI_RES
9641,B09641,MULTI_RES
9642,B09642,MULTI_RES
9643,B09643,MULTI_RES
9644,B09644,MULTI_RES
9645,B09645,RETAIL
9646,B09646,OFFICE
9647,B09647,MULTI_RES
9648,B09648,OFFICE
9649,B09649,MULTI_RES
9650,B09650,RETAIL
9651,B09651,MULTI_RES
9652,B09652,MULTI_RES
9653,B09653,INDUSTRIAL
9654,B09654,MULTI_RES
9655,B09655,RETAIL
9656,B09656,MULTI_RES
9657,B09657,OFFICE
9658,B09658,MULTI_RES
9659,B09659,MULTI_RES
9660,B09660,MULTI_RES
9661,B09661,OFFICE
9662,B09662,MULTI_RES
9663,B09663,MULTI_RES
9664,B09664,MULTI_RES
9665,B09665,MULTI_RES
9666,B09666,MULTI_RES
9667,B09667,MULTI_RES
9668,B09668,MULTI_RES
9669,B09669,MULTI_RES
9670,B09670,OFFICE
9671,B09671,RETAIL
9672,B09672,SCHOOL
9673,B09673,MULTI_RES
9674,B09674,MULTI_RES
9675,B09675,OFFICE
9676,B09676,OFFICE
9677,B09677,MULTI_RES
9678,B09678,MULTI_RES
9679,B09679,MULTI_RES
9680,B09680,MULTI_RES
9681,B09681,MULTI_RES
9682,B09682,RETAIL
9683,B09683,MULTI_RES
9684,B09684,OFFICE
9685,B09685,MULTI_RES
9686,B09686,MULTI_RES
9687,B09687,MULTI_RES
9688,B09688,RETAIL
9689,B09689,MULTI_RES
9690,B09690,INDUSTRIAL
9691,B09691,MULTI_RES
9692,B09692,MULTI_RES
9693,B09693,MULTI_RES
9694,B09694,RETAIL
9695,B09695,OFFICE
9696,B09696,OFFICE
9697,B09697,MULTI_RES
9698,B09698,MULTI_RES
9699,B09699,MULTI_RES
9700,B09700,MULTI_RES
9701,B09701,OFFICE
9702,B09702,MULTI_RES
9703,B09703,MULTI_RES
9704,B09704,MULTI_RES
9705,B09705,MULTI_RES
9706,B09706,MULTI_RES
9707,B09707,OFFICE
9708,B09708,MULTI_RES
9709,B09709,OFFICE
9710,B09710,MULTI_RES
9711,B09711,MULTI_RES
9712,B09712,MULTI_RES
9713,B09713,RETAIL
9714,B09714,OFFICE
9715,B09715,OFFICE
9716,B09716,RETAIL
9717,B09717,MULTI_RES
9718,B09718,MULTI_RES
9719,B09719,OFFICE
9720,B09720,MULTI_RES
9721,B09721,MULTI_RES
9722,B09722,MULTI_RES
9723,B09723,RETAIL
9724,B09724,MULTI_RES
9725,B09725,SCHOOL
9726,B09726,MULTI_RES
9727,B09727,MULTI_RES
9728,B09728,MULTI_RES
9729,B09729,RETAIL
9730,B09730,MULTI_RES
9731,B09731,OFFICE
9732,B09732,MULTI_RES
9733,B09733,MULTI_RES
9734,B09734,MULTI_RES
9735,B09735,MULTI_RES
9736,B09736,INDUSTRIAL
9737,B09737,MULTI_RES
9738,B09738,MULTI_RES
9739,B09739,MULTI_RES
9740,B09740,MULTI_RES
9741,B09741,OFFICE
9742,B09742,MULTI_RES
9743,B09743,INDUSTRIAL
9744,B09744,MULTI_RES
9745,B09745,RESTAURANT
9746,B09746,MULTI_RES
9747,B09747,MULTI_RES
9748,B09748,MULTI_RES
9749,B09749,OFFICE
9750,B09750,MULTI_RES
9751,B09751,MULTI_RES
9752,B09752,RETAIL
9753,B09753,OFFICE
9754,B09754,OFFICE
9755,B09755,MULTI_RES
9756,B09756,OFFICE
9757,B09757,INDUSTRIAL
9758,B09758,MULTI_RES
9759,B09759,INDUSTRIAL
9760,B09760,INDUSTRIAL
9761,B09761,OFFICE
9762,B09762,MULTI_RES
9763,B09763,MULTI_RES
9764,B09764,SCHOOL
9765,B09765,MULTI_RES
9766,B09766,MULTI_RES
9767,B09767,MULTI_RES
9768,B09768,MULTI_RES
9769,B09769,OFFICE
9770,B09770,RESTAURANT
9771,B09771,OFFICE
9772,B09772,MULTI_RES
9773,B09773,MULTI_RES
9774,B09774,RETAIL
9775,B09775,MULTI_RES
9776,B09776,MULTI_RES
9777,B09777,MULTI_RES
9778,B09778,MULTI_RES
9779,B09779,RETAIL
9780,B09780,MULTI_RES
9781,B09781,MULTI_RES
9782,B09782,MULTI_RES
9783,B09783,OFFICE
9784,B09784,MULTI_RES
9785,B09785,MULTI_RES
9786,B09786,RETAIL
9787,B09787,MULTI_RES
9788,B09788,MULTI_RES
9789,B09789,OFFICE
9790,B09790,SCHOOL
9791,B09791,MULTI_RES
9792,B09792,OFFICE
9793,B09793,MULTI_RES
9794,B09794,OFFICE
9795,B09795,MULTI_RES
9796,B09796,MULTI_RES
9797,B09797,MULTI_RES
9798,B09798,RETAIL
9799,B09799,MULTI_RES
9800,B09800,MULTI_RES
9801,B09801,MULTI_RES
9802,B09802,MULTI_RES
9803,B09803,OFFICE
9804,B09804,OFFICE
9805,B09805,MULTI_RES
9806,B09806,MULTI_RES
9807,B09807,INDUSTRIAL
9808,B09808,MULTI_RES
9809,B09809,INDUSTRIAL
9810,B09810,MULTI_RES
9811,B09811,MULTI_RES
9812,B09812,MULTI_RES
9813,B09813,MULTI_RES
9814,B09814,INDUSTRIAL
9815,B09815,RESTAURANT
9816,B09816,MULTI_RES
9817,B09817,MULTI_RES
9818,B09818,MULTI_RES
9819,B09819,RETAIL
9820,B09820,MULTI_RES
9821,B09821,OFFICE
9822,B09822,MULTI_RES
9823,B09823,OFFICE
9824,B09824,OFFICE
9825,B09825,MULTI_RES
9826,B09826,MULTI_RES
9827,B09827,OFFICE
9828,B09828,MULTI_RES
9829,B09829,RETAIL
9830,B09830,MULTI_RES
9831,B09831,INDUSTRIAL
9832,B09832,MULTI_RES
9833,B09833,MULTI_RES
9834,B09834,MULTI_RES
9835,B09835,MULTI_RES
9836,B09836,INDUSTRIAL
9837,B09837,RESTAURANT
9838,B09838,RETAIL
9839,B09839,MULTI_RES
9840,B09840,MULTI_RES
9841,B09841,OFFICE
9842,B09842,INDUSTRIAL
9843,B09843,MULTI_RES
9844,B09844,MULTI_RES
9845,B09845,SCHOOL
9846,B09846,MULTI_RES
9847,B09847,MULTI_RES
9848,B09848,FOODSTORE
9849,B09849,MULTI_RES
9850,B09850,SCHOOL
9851,B09851,RETAIL
9852,B09852,OFFICE
9853,B09853,MULTI_RES
9854,B09854,MULTI_RES
9855,B09855,MULTI_RES
9856,B09856,RETAIL
9857,B09857,MULTI_RES
9858,B09858,MULTI_RES
9859,B09859,INDUSTRIAL
9860,B09860,OFFICE
9861,B09861,MULTI_RES
9862,B09862,FOODSTORE
9863,B09863,OFFICE
9864,B09864,MULTI_RES
9865,B09865,MULTI_RES
9866,B09866,INDUSTRIAL
9867,B09867,MULTI_RES
9868,B09868,MULTI_RES
9869,B09869,OFFICE
9870,B09870,OFFICE
9871,B09871,OFFICE
9872,B09872,MULTI_RES
9873,B09873,MULTI_RES
9874,B09874,MULTI_RES
9875,B09875,OFFICE
9876,B09876,MULTI_RES
9877,B09877,MULTI_RES
9878,B09878,MULTI_RES
9879,B09879,INDUSTRIAL
9880,B09880,RESTAURANT
9881,B09881,MULTI_RES
9882,B09882,MULTI_RES
9883,B09883,MULTI_RES
9884,B09884,MULTI_RES
9885,B09885,MULTI_RES
9886,B09886,MULTI_RES
9887,B09887,MULTI_RES
9888,B09888,MULTI_RES
9889,B09889,MULTI_RES
9890,B09890,MULTI_RES
9891,B09891,OFFICE
9892,B09892,RESTAURANT
9893,B09893,INDUSTRIAL
9894,B09894,MULTI_RES
9895,B09895,MULTI_RES
9896,B09896,RETAIL
9897,B09897,INDUSTRIAL
9898,B09898,MULTI_RES
9899,B09899,RESTAURANT
9900,B09900,RETAIL
9901,B09901,MULTI_RES
9902,B09902,OFFICE
9903,B09903,MULTI_RES
9904,B09904,OFFICE
9905,B09905,RESTAURANT
9906,B09906,OFFICE
9907,B09907,OFFICE
9908,B09908,MULTI_RES
9909,B09909,MULTI_RES
9910,B09910,MULTI_RES
9911,B09911,RETAIL
9912,B09912,MULTI_RES
9913,B09913,MULTI_RES
9914,B09914,OFFICE
9915,B09915,MULTI_RES
9916,B09916,RETAIL
9917,B09917,MULTI_RES
9918,B09918,MULTI_RES
9919,B09919,MULTI_RES
9920,B09920,MULTI_RES
9921,B09921,MULTI_RES
9922,B09922,MULTI_RES
9923,B09923,MULTI_RES
9924,B09924,MULTI_RES
9925,B09925,MULTI_RES
9926,B09926,MULTI_RES
9927,B09927,MULTI_RES
9928,B09928,OFFICE
9929,B09929,SCHOOL
9930,B09930,MULTI_RES
9931,B09931,MULTI_RES
9932,B09932,MULTI_RES
9933,B09933,MULTI_RES
9934,B09934,MULTI_RES
9935,B09935,MULTI_RES
9936,B09936,MULTI_RES
9937,B09937,OFFICE
9938,B09938,MULTI_RES
9939,B09939,MULTI_RES
9940,B09940,RETAIL
9941,B09941,FOODSTORE
9942,B09942,OFFICE
9943,B09943,MULTI_RES
9944,B09944,INDUSTRIAL
9945,B09945,RESTAURANT
9946,B09946,MULTI_RES
9947,B09947,MULTI_RES
9948,B09948,OFFICE
9949,B09949,RETAIL
9950,B09950,OFFICE
9951,B09951,MULTI_RES
9952,B09952,MULTI_RES
9953,B09953,MULTI_RES
9954,B09954,MULTI_RES
9955,B09955,INDUSTRIAL
9956,B09956,MULTI_RES
9957,B09957,MULTI_RES
9958,B09958,MULTI_RES
9959,B09959,MULTI_RES
9960,B09960,MULTI_RES
9961,B09961,MULTI_RES
9962,B09962,MULTI_RES
9963,B09963,OFFICE
9964,B09964,MULTI_RES
9965,B09965,MULTI_RES
9966,B09966,MULTI_RES
9967,B09967,INDUSTRIAL
9968,B09968,MULTI_RES
9969,B09969,RESTAURANT
9970,B09970,MULTI_RES
9971,B09971,OFFICE
9972,B09972,MULTI_RES
9973,B09973,MULTI_RES
9974,B09974,OFFICE
9975,B09975,MULTI_RES
9976,B09976,MULTI_RES
9977,B09977,MULTI_RES
9978,B09978,MULTI_RES
9979,B09979,MULTI_RES
9980,B09980,MULTI_RES
9981,B09981,MULTI_RES
9982,B09982,OFFICE
9983,B09983,MULTI_RES
9984,B09984,MULTI_RES
9985,B09985,MULTI_RES
9986,B09986,INDUSTRIAL
9987,B09987,MULTI_RES
9988,B09988,MULTI_RES
9989,B09989,RETAIL
9990,B09990,MULTI_RES
9991,B09991,HOSPITAL
9992,B09992,MULTI_RES
9993,B09993,MULTI_RES
9994,B09994,OFFICE
9995,B09995,MULTI_RES
9996,B09996,OFFICE
9997,B09997,MULTI_RES
9998,B09998,RETAIL
9999,B09999,MULTI_RES
10000,B10000,OFFICE
10001,B10001,INDUSTRIAL
10002,B10002,INDUSTRIAL
10003,B10003,RESTAURANT
10004,B10004,MULTI_RES
10005,B10005,MULTI_RES
10006,B10006,MULTI_RES
10007,B10007,MULTI_RES
10008,B10008,MULTI_RES
10009,B10009,RETAIL
10010,B10010,MULTI_RES
10011,B10011,MULTI_RES
10012,B10012,INDUSTRIAL
10013,B10013,MULTI_RES
10014,B10014,RESTAURANT
10015,B10015,FOODSTORE
10016,B10016,MULTI_RES
10017,B10017,RETAIL
10018,B10018,MULTI_RES
10019,B10019,OFFICE
10020,B10020,MULTI_RES
10021,B10021,MULTI_RES
10022,B10022,MULTI_RES
10023,B10023,OFFICE
10024,B10024,MULTI_RES
10025,B10025,MULTI_RES
10026,B10026,MULTI_RES
10027,B10027,SCHOOL
10028,B10028,MULTI_RES
10029,B10029,RESTAURANT
10030,B10030,RETAIL
10031,B10031,MULTI_RES
10032,B10032,RESTAURANT
10033,B10033,MULTI_RES
10034,B10034,MULTI_RES
10035,B10035,INDUSTRIAL
10036,B10036,MULTI_RES
10037,B10037,MULTI_RES
10038,B10038,RESTAURANT
10039,B10039,MULTI_RES
10040,B10040,OFFICE
10041,B10041,MULTI_RES
10042,B10042,MULTI_RES
10043,B10043,MULTI_RES
10044,B10044,MULTI_RES
10045,B10045,MULTI_RES
10046,B10046,MULTI_RES
10047,B10047,OFFICE
10048,B10048,MULTI_RES
10049,B10049,MULTI_RES
10050,B10050,OFFICE
10051,B10051,INDUSTRIAL
10052,B10052,OFFICE
10053,B10053,MULTI_RES
10054,B10054,MULTI_RES
10055,B10055,RESTAURANT
10056,B10056,SINGLE_RES
10057,B10057,MULTI_RES
10058,B10058,MULTI_RES
10059,B10059,RESTAURANT
10060,B10060,MULTI_RES
10061,B10061,MULTI_RES
10062,B10062,MULTI_RES
10063,B10063,MULTI_RES
10064,B10064,OFFICE
10065,B10065,MULTI_RES
10066,B10066,MULTI_RES
10067,B10067,MULTI_RES
10068,B10068,MULTI_RES
10069,B10069,MULTI_RES
10070,B10070,OFFICE
10071,B10071,MULTI_RES
10072,B10072,OFFICE
10073,B10073,MULTI_RES
10074,B10074,MULTI_RES
10075,B10075,MULTI_RES
10076,B10076,INDUSTRIAL
10077,B10077,RETAIL
10078,B10078,MULTI_RES
10079,B10079,MULTI_RES
10080,B10080,MULTI_RES
10081,B10081,MULTI_RES
10082,B10082,MULTI_RES
10083,B10083,MULTI_RES
10084,B10084,MULTI_RES
10085,B10085,OFFICE
10086,B10086,SCHOOL
10087,B10087,MULTI_RES
10088,B10088,MULTI_RES
10089,B10089,MULTI_RES
10090,B10090,MULTI_RES
10091,B10091,RESTAURANT
10092,B10092,MULTI_RES
10093,B10093,INDUSTRIAL
10094,B10094,MULTI_RES
10095,B10095,MULTI_RES
10096,B10096,FOODSTORE
10097,B10097,MULTI_RES
10098,B10098,OFFICE
10099,B10099,MULTI_RES
10100,B10100,MULTI_RES
10101,B10101,RESTAURANT
10102,B10102,MULTI_RES
10103,B10103,MULTI_RES
10104,B10104,FOODSTORE
10105,B10105,MULTI_RES
10106,B10106,MULTI_RES
10107,B10107,MULTI_RES
10108,B10108,MULTI_RES
10109,B10109,MULTI_RES
10110,B10110,MULTI_RES
10111,B10111,MULTI_RES
10112,B10112,MULTI_RES
10113,B10113,OFFICE
10114,B10114,MULTI_RES
10115,B10115,OFFICE
10116,B10116,MULTI_RES
10117,B10117,MULTI_RES
10118,B10118,RESTAURANT
10119,B10119,MULTI_RES
10120,B10120,MULTI_RES
10121,B10121,MULTI_RES
10122,B10122,MULTI_RES
10123,B10123,RESTAURANT
10124,B10124,MULTI_RES
10125,B10125,MULTI_RES
10126,B10126,MULTI_RES
10127,B10127,OFFICE
10128,B10128,OFFICE
10129,B10129,MULTI_RES
10130,B10130,MULTI_RES
10131,B10131,MULTI_RES
10132,B10132,MULTI_RES
10133,B10133,MULTI_RES
10134,B10134,MULTI_RES
10135,B10135,MULTI_RES
10136,B10136,MULTI_RES
10137,B10137,FOODSTORE
10138,B10138,MULTI_RES
10139,B10139,MULTI_RES
10140,B10140,OFFICE
10141,B10141,MULTI_RES
10142,B10142,MULTI_RES
10143,B10143,SCHOOL
10144,B10144,MULTI_RES
10145,B10145,OFFICE
10146,B10146,MULTI_RES
10147,B10147,OFFICE
10148,B10148,RESTAURANT
10149,B10149,MULTI_RES
10150,B10150,MULTI_RES
10151,B10151,SINGLE_RES
10152,B10152,RESTAURANT
10153,B10153,MULTI_RES
10154,B10154,MULTI_RES
10155,B10155,MULTI_RES
10156,B10156,MULTI_RES
10157,B10157,MULTI_RES
10158,B10158,MULTI_RES
10159,B10159,MULTI_RES
10160,B10160,MULTI_RES
10161,B10161,MULTI_RES
10162,B10162,MULTI_RES
10163,B10163,OFFICE
10164,B10164,MULTI_RES
10165,B10165,MULTI_RES
10166,B10166,MULTI_RES
10167,B10167,MULTI_RES
10168,B10168,SCHOOL
10169,B10169,RESTAURANT
10170,B10170,MULTI_RES
10171,B10171,MULTI_RES
10172,B10172,OFFICE
10173,B10173,MULTI_RES
10174,B10174,MULTI_RES
10175,B10175,MULTI_RES
10176,B10176,FOODSTORE
10177,B10177,MULTI_RES
10178,B10178,MULTI_RES
10179,B10179,MULTI_RES
10180,B10180,MULTI_RES
10181,B10181,MULTI_RES
10182,B10182,MULTI_RES
10183,B10183,MULTI_RES
10184,B10184,MULTI_RES
10185,B10185,MULTI_RES
10186,B10186,MULTI_RES
10187,B10187,MULTI_RES
10188,B10188,MULTI_RES
10189,B10189,MULTI_RES
10190,B10190,MULTI_RES
10191,B10191,MULTI_RES
10192,B10192,SCHOOL
10193,B10193,RESTAURANT
10194,B10194,INDUSTRIAL
10195,B10195,OFFICE
10196,B10196,MULTI_RES
10197,B10197,MULTI_RES
10198,B10198,MULTI_RES
10199,B10199,MULTI_RES
10200,B10200,OFFICE
10201,B10201,MULTI_RES
10202,B10202,MULTI_RES
10203,B10203,MULTI_RES
10204,B10204,MULTI_RES
10205,B10205,MULTI_RES
10206,B10206,MULTI_RES
10207,B10207,MULTI_RES
10208,B10208,MULTI_RES
10209,B10209,OFFICE
10210,B10210,MULTI_RES
10211,B10211,MULTI_RES
10212,B10212,MULTI_RES
10213,B10213,RESTAURANT
10214,B10214,MULTI_RES
10215,B10215,MULTI_RES
10216,B10216,RETAIL
10217,B10217,OFFICE
10218,B10218,MULTI_RES
10219,B10219,SINGLE_RES
10220,B10220,MULTI_RES
10221,B10221,MULTI_RES
10222,B10222,OFFICE
10223,B10223,MULTI_RES
10224,B10224,SINGLE_RES
10225,B10225,MULTI_RES
10226,B10226,MULTI_RES
10227,B10227,HOSPITAL
10228,B10228,SCHOOL
10229,B10229,MULTI_RES
10230,B10230,MULTI_RES
10231,B10231,SINGLE_RES
10232,B10232,MULTI_RES
10233,B10233,SCHOOL
10234,B10234,MULTI_RES
10235,B10235,SINGLE_RES
10236,B10236,OFFICE
10237,B10237,SCHOOL
10238,B10238,MULTI_RES
10239,B10239,MULTI_RES
10240,B10240,MULTI_RES
10241,B10241,SCHOOL
10242,B10242,RESTAURANT
10243,B10243,OFFICE
10244,B10244,MULTI_RES
10245,B10245,OFFICE
10246,B10246,MULTI_RES
10247,B10247,MULTI_RES
10248,B10248,MULTI_RES
10249,B10249,FOODSTORE
10250,B10250,MULTI_RES
10251,B10251,MULTI_RES
10252,B10252,MULTI_RES
10253,B10253,MULTI_RES
10254,B10254,MULTI_RES
10255,B10255,MULTI_RES
10256,B10256,MULTI_RES
10257,B10257,MULTI_RES
10258,B10258,OFFICE
10259,B10259,MULTI_RES
10260,B10260,MULTI_RES
10261,B10261,RESTAURANT
10262,B10262,MULTI_RES
10263,B10263,MULTI_RES
10264,B10264,MULTI_RES
10265,B10265,MULTI_RES
10266,B10266,SCHOOL
10267,B10267,MULTI_RES
10268,B10268,SCHOOL
10269,B10269,MULTI_RES
10270,B10270,MULTI_RES
10271,B10271,MULTI_RES
10272,B10272,MULTI_RES
10273,B10273,MULTI_RES
10274,B10274,MULTI_RES
10275,B10275,MULTI_RES
10276,B10276,MULTI_RES
10277,B10277,OFFICE
10278,B10278,OFFICE
10279,B10279,MULTI_RES
10280,B10280,MULTI_RES
10281,B10281,RESTAURANT
10282,B10282,MULTI_RES
10283,B10283,MULTI_RES
10284,B10284,MULTI_RES
10285,B10285,MULTI_RES
10286,B10286,MULTI_RES
10287,B10287,MULTI_RES
10288,B10288,MULTI_RES
10289,B10289,MULTI_RES
10290,B10290,OFFICE
10291,B10291,MULTI_RES
10292,B10292,MULTI_RES
10293,B10293,RESTAURANT
10294,B10294,MULTI_RES
10295,B10295,OFFICE
10296,B10296,OFFICE
10297,B10297,INDUSTRIAL
10298,B10298,INDUSTRIAL
10299,B10299,MULTI_RES
10300,B10300,MULTI_RES
10301,B10301,MULTI_RES
10302,B10302,MULTI_RES
10303,B10303,MULTI_RES
10304,B10304,MULTI_RES
10305,B10305,MULTI_RES
10306,B10306,SCHOOL
10307,B10307,MULTI_RES
10308,B10308,MULTI_RES
10309,B10309,MULTI_RES
10310,B10310,SCHOOL
10311,B10311,OFFICE
10312,B10312,SINGLE_RES
10313,B10313,MULTI_RES
10314,B10314,OFFICE
10315,B10315,MULTI_RES
10316,B10316,MULTI_RES
10317,B10317,RESTAURANT
10318,B10318,MULTI_RES
10319,B10319,MULTI_RES
10320,B10320,MULTI_RES
10321,B10321,MULTI_RES
10322,B10322,MULTI_RES
10323,B10323,MULTI_RES
10324,B10324,MULTI_RES
10325,B10325,INDUSTRIAL
10326,B10326,SCHOOL
10327,B10327,MULTI_RES
10328,B10328,RESTAURANT
10329,B10329,MULTI_RES
10330,B10330,MULTI_RES
10331,B10331,MULTI_RES
10332,B10332,MULTI_RES
10333,B10333,RETAIL
10334,B10334,MULTI_RES
10335,B10335,MULTI_RES
10336,B10336,MULTI_RES
10337,B10337,MULTI_RES
10338,B10338,OFFICE
10339,B10339,MULTI_RES
10340,B10340,MULTI_RES
10341,B10341,MULTI_RES
10342,B10342,RESTAURANT
10343,B10343,INDUSTRIAL
10344,B10344,MULTI_RES
10345,B10345,MULTI_RES
10346,B10346,MULTI_RES
10347,B10347,MULTI_RES
10348,B10348,MULTI_RES
10349,B10349,HOSPITAL
10350,B10350,MULTI_RES
10351,B10351,MULTI_RES
10352,B10352,MULTI_RES
10353,B10353,SCHOOL
10354,B10354,MULTI_RES
10355,B10355,MULTI_RES
10356,B10356,RESTAURANT
10357,B10357,MULTI_RES
10358,B10358,MULTI_RES
10359,B10359,MULTI_RES
10360,B10360,MULTI_RES
10361,B10361,MULTI_RES
10362,B10362,MULTI_RES
10363,B10363,MULTI_RES
10364,B10364,MULTI_RES
10365,B10365,SCHOOL
10366,B10366,MULTI_RES
10367,B10367,MULTI_RES
10368,B10368,MULTI_RES
10369,B10369,MULTI_RES
10370,B10370,MULTI_RES
10371,B10371,MULTI_RES
10372,B10372,MULTI_RES
10373,B10373,MULTI_RES
10374,B10374,MULTI_RES
10375,B10375,MULTI_RES
10376,B10376,SCHOOL
10377,B10377,MULTI_RES
10378,B10378,OFFICE
10379,B10379,RETAIL
10380,B10380,SCHOOL
10381,B10381,MULTI_RES
10382,B10382,MULTI_RES
10383,B10383,MULTI_RES
10384,B10384,MULTI_RES
10385,B10385,MULTI_RES
10386,B10386,MULTI_RES
10387,B10387,MULTI_RES
10388,B10388,MULTI_RES
10389,B10389,MULTI_RES
10390,B10390,MULTI_RES
10391,B10391,MULTI_RES
10392,B10392,MULTI_RES
10393,B10393,MULTI_RES
10394,B10394,SCHOOL
10395,B10395,RESTAURANT
10396,B10396,MULTI_RES
10397,B10397,MULTI_RES
10398,B10398,MULTI_RES
10399,B10399,MULTI_RES
10400,B10400,MULTI_RES
10401,B10401,MULTI_RES
10402,B10402,MULTI_RES
10403,B10403,MULTI_RES
10404,B10404,MULTI_RES
10405,B10405,MULTI_RES
10406,B10406,MULTI_RES
10407,B10407,MULTI_RES
10408,B10408,MULTI_RES
10409,B10409,SCHOOL
10410,B10410,RETAIL
10411,B10411,RETAIL
10412,B10412,INDUSTRIAL
10413,B10413,RESTAURANT
10414,B10414,MULTI_RES
10415,B10415,MULTI_RES
10416,B10416,MULTI_RES
10417,B10417,MULTI_RES
10418,B10418,MULTI_RES
10419,B10419,SERVERROOM
10420,B10420,MULTI_RES
10421,B10421,MULTI_RES
10422,B10422,MULTI_RES
10423,B10423,MULTI_RES
10424,B10424,SCHOOL
10425,B10425,MULTI_RES
10426,B10426,SERVERROOM
10427,B10427,MULTI_RES
10428,B10428,MULTI_RES
10429,B10429,RESTAURANT
10430,B10430,MULTI_RES
10431,B10431,MULTI_RES
10432,B10432,MULTI_RES
10433,B10433,SCHOOL
10434,B10434,INDUSTRIAL
10435,B10435,OFFICE
10436,B10436,MULTI_RES
10437,B10437,MULTI_RES
10438,B10438,MULTI_RES
10439,B10439,MULTI_RES
10440,B10440,OFFICE
10441,B10441,MULTI_RES
10442,B10442,SCHOOL
10443,B10443,MULTI_RES
10444,B10444,MULTI_RES
10445,B10445,MULTI_RES
10446,B10446,MULTI_RES
10447,B10447,MULTI_RES
10448,B10448,MULTI_RES
10449,B10449,MULTI_RES
10450,B10450,MULTI_RES
10451,B10451,MULTI_RES
10452,B10452,MULTI_RES
10453,B10453,MULTI_RES
10454,B10454,MULTI_RES
10455,B10455,MULTI_RES
10456,B10456,RESTAURANT
10457,B10457,MULTI_RES
10458,B10458,SCHOOL
10459,B10459,MULTI_RES
10460,B10460,INDUSTRIAL
10461,B10461,MULTI_RES
10462,B10462,MULTI_RES
10463,B10463,INDUSTRIAL
10464,B10464,MULTI_RES
10465,B10465,MULTI_RES
10466,B10466,MULTI_RES
10467,B10467,MULTI_RES
10468,B10468,MULTI_RES
10469,B10469,MULTI_RES
10470,B10470,SERVERROOM
10471,B10471,SCHOOL
10472,B10472,MULTI_RES
10473,B10473,RETAIL
10474,B10474,MULTI_RES
10475,B10475,MULTI_RES
10476,B10476,OFFICE
10477,B10477,MULTI_RES
10478,B10478,INDUSTRIAL
10479,B10479,MULTI_RES
10480,B10480,MULTI_RES
10481,B10481,MULTI_RES
10482,B10482,MULTI_RES
10483,B10483,MULTI_RES
10484,B10484,MULTI_RES
10485,B10485,MULTI_RES
10486,B10486,MULTI_RES
10487,B10487,MULTI_RES
10488,B10488,MULTI_RES
10489,B10489,MULTI_RES
10490,B10490,INDUSTRIAL
10491,B10491,MULTI_RES
10492,B10492,INDUSTRIAL
10493,B10493,MULTI_RES
10494,B10494,MULTI_RES
10495,B10495,GYM
10496,B10496,MULTI_RES
10497,B10497,MULTI_RES
10498,B10498,MULTI_RES
10499,B10499,MULTI_RES
10500,B10500,MULTI_RES
