id,name,use_type
2310,B02310,MULTI_RES
2311,B02311,UNIVERSITY
2312,B02312,MULTI_RES
2313,B02313,MULTI_RES
2314,B02314,MULTI_RES
2315,B02315,MULTI_RES
2316,B02316,MULTI_RES
2317,B02317,MULTI_RES
2318,B02318,MULTI_RES
2319,B02319,MULTI_RES
2320,B02320,MULTI_RES
2321,B02321,MULTI_RES
2322,B02322,SERVERROOM
2323,B02323,UNIVERSITY
2324,B02324,MULTI_RES
2325,B02325,MULTI_RES
2326,B02326,OFFICE
2327,B02327,MULTI_RES
2328,B02328,MULTI_RES
2329,B02329,MULTI_RES
2330,B02330,MULTI_RES
2331,B02331,MULTI_RES
2332,B02332,MULTI_RES
2333,B02333,MULTI_RES
2334,B02334,MULTI_RES
2335,B02335,MULTI_RES
2336,B02336,MULTI_RES
2337,B02337,MULTI_RES
2338,B02338,MULTI_RES
2339,B02339,MULTI_RES
2340,B02340,MULTI_RES
2341,B02341,MULTI_RES
2342,B02342,MULTI_RES
2343,B02343,MULTI_RES
2344,B02344,MULTI_RES
2345,B02345,MULTI_RES
2346,B02346,MULTI_RES
2347,B02347,MULTI_RES
2348,B02348,MULTI_RES
2349,B02349,MULTI_RES
2350,B02350,MULTI_RES
2351,B02351,MULTI_RES
2352,B02352,MULTI_RES
2353,B02353,MULTI_RES
2354,B02354,MULTI_RES
2355,B02355,MULTI_RES
2356,B02356,MULTI_RES
2357,B02357,MULTI_RES
2358,B02358,MULTI_RES
2359,B02359,MULTI_RES
2360,B02360,MULTI_RES
2361,B02361,MULTI_RES
2362,B02362,MULTI_RES
2363,B02363,MULTI_RES
2364,B02364,MULTI_RES
2365,B02365,SERVERROOM
2366,B02366,MULTI_RES
2367,B02367,MULTI_RES
2368,B02368,MULTI_RES
2369,B02369,OFFICE
2370,B02370,MULTI_RES
2371,B02371,MULTI_RES
2372,B02372,MULTI_RES
2373,B02373,MULTI_RES
2374,B02374,MULTI_RES
2375,B02375,MULTI_RES
2376,B02376,MULTI_RES
2377,B02377,MULTI_RES
2378,B02378,RETAIL
2379,B02379,SCHOOL
2380,B02380,MULTI_RES
2381,B02381,MULTI_RES
2382,B02382,MULTI_RES
2383,B02383,MULTI_RES
2384,B02384,MULTI_RES
2385,B02385,MULTI_RES
2386,B02386,RESTAURANT
2387,B02387,MULTI_RES
2388,B02388,MULTI_RES
2389,B02389,MULTI_RES
2390,B02390,MULTI_RES
2391,B02391,MULTI_RES
2392,B02392,MULTI_RES
2393,B02393,MULTI_RES
2394,B02394,MULTI_RES
2395,B02395,SCHOOL
2396,B02396,MULTI_RES
2397,B02397,RESTAURANT
2398,B02398,RESTAURANT
2399,B02399,MULTI_RES
2400,B02400,MULTI_RES
2401,B02401,MULTI_RES
2402,B02402,MULTI_RES
2403,B02403,MULTI_RES
2404,B02404,OFFICE
2405,B02405,SCHOOL
2406,B02406,MULTI_RES
2407,B02407,MULTI_RES
2408,B02408,MULTI_RES
2409,B02409,MULTI_RES
2410,B02410,MULTI_RES
2411,B02411,RETAIL
2412,B02412,MULTI_RES
2413,B02413,MULTI_RES
2414,B02414,MULTI_RES
2415,B02415,MULTI_RES
2416,B02416,RETAIL
2417,B02417,RESTAURANT
2418,B02418,MULTI_RES
2419,B02419,MULTI_RES
2420,B02420,MULTI_RES
2421,B02421,MULTI_RES
2422,B02422,OFFICE
2423,B02423,MULTI_RES
2424,B02424,MULTI_RES
2425,B02425,RESTAURANT
2426,B02426,MULTI_RES
2427,B02427,MULTI_RES
2428,B02428,MULTI_RES
2429,B02429,MULTI_RES
2430,B02430,INDUSTRIAL
2431,B02431,INDUSTRIAL
2432,B02432,MULTI_RES
2433,B02433,MULTI_RES
2434,B02434,MULTI_RES
2435,B02435,RETAIL
2436,B02436,MULTI_RES
2437,B02437,MULTI_RES
2438,B02438,UNIVERSITY
2439,B02439,RETAIL
2440,B02440,MULTI_RES
2441,B02441,OFFICE
2442,B02442,MULTI_RES
2443,B02443,MULTI_RES
2444,B02444,UNIVERSITY
2445,B02445,MULTI_RES
2446,B02446,MULTI_RES
2447,B02447,UNIVERSITY
2448,B02448,MULTI_RES
2449,B02449,RETAIL
2450,B02450,MULTI_RES
2451,B02451,MULTI_RES
2452,B02452,MULTI_RES
2453,B02453,RETAIL
2454,B02454,MULTI_RES
2455,B02455,MULTI_RES
2456,B02456,MULTI_RES
2457,B02457,MULTI_RES
2458,B02458,MULTI_RES
2459,B02459,UNIVERSITY
2460,B02460,OFFICE
2461,B02461,OFFICE
2462,B02462,MULTI_RES
2463,B02463,MULTI_RES
2464,B02464,MULTI_RES
2465,B02465,OFFICE
2466,B02466,MULTI_RES
2467,B02467,MULTI_RES
2468,B02468,MULTI_RES
2469,B02469,RETAIL
2470,B02470,MULTI_RES
2471,B02471,OFFICE
2472,B02472,MULTI_RES
2473,B02473,UNIVERSITY
2474,B02474,MULTI_RES
2475,B02475,MULTI_RES
2476,B02476,MULTI_RES
2477,B02477,MULTI_RES
2478,B02478,MULTI_RES
2479,B02479,MULTI_RES
2480,B02480,UNIVERSITY
2481,B02481,MULTI_RES
2482,B02482,MULTI_RES
2483,B02483,MULTI_RES
2484,B02484,MULTI_RES
2485,B02485,MULTI_RES
2486,B02486,INDUSTRIAL
2487,B02487,MULTI_RES
2488,B02488,MULTI_RES
2489,B02489,MULTI_RES
2490,B02490,OFFICE
2491,B02491,MULTI_RES
2492,B02492,MULTI_RES
2493,B02493,MULTI_RES
2494,B02494,MULTI_RES
2495,B02495,MULTI_RES
2496,B02496,MULTI_RES
2497,B02497,MULTI_RES
2498,B02498,MULTI_RES
2499,B02499,OFFICE
2500,B02500,MULTI_RES
2501,B02501,MULTI_RES
2502,B02502,MULTI_RES
2503,B02503,MULTI_RES
2504,B02504,MULTI_RES
2505,B02505,MULTI_RES
2506,B02506,MULTI_RES
2507,B02507,MULTI_RES
2508,B02508,MULTI_RES
2509,B02509,MULTI_RES
2510,B02510,MULTI_RES
2511,B02511,MULTI_RES
2512,B02512,MULTI_RES
2513,B02513,MULTI_RES
2514,B02514,MULTI_RES
2515,B02515,MULTI_RES
2516,B02516,MULTI_RES
2517,B02517,MULTI_RES
2518,B02518,MULTI_RES
2519,B02519,MULTI_RES
2520,B02520,MULTI_RES
2521,B02521,MULTI_RES
2522,B02522,MULTI_RES
2523,B02523,MULTI_RES
2524,B02524,MULTI_RES
2525,B02525,RESTAURANT
2526,B02526,MULTI_RES
2527,B02527,MULTI_RES
2528,B02528,MULTI_RES
2529,B02529,OFFICE
2530,B02530,MULTI_RES
2531,B02531,MULTI_RES
2532,B02532,MULTI_RES
2533,B02533,OFFICE
2534,B02534,MULTI_RES
2535,B02535,MULTI_RES
2536,B02536,OFFICE
2537,B02537,MULTI_RES
2538,B02538,MULTI_RES
2539,B02539,MULTI_RES
2540,B02540,MULTI_RES
2541,B02541,MULTI_RES
2542,B02542,MULTI_RES
2543,B02543,MULTI_RES
2544,B02544,MULTI_RES
2545,B02545,MULTI_RES
2546,B02546,MULTI_RES
2547,B02547,MULTI_RES
2548,B02548,MULTI_RES
2549,B02549,MULTI_RES
2550,B02550,RESTAURANT
2551,B02551,MULTI_RES
2552,B02552,MULTI_RES
2553,B02553,MULTI_RES
2554,B02554,MULTI_RES
2555,B02555,MULTI_RES
2556,B02556,MULTI_RES
2557,B02557,MULTI_RES
2558,B02558,MULTI_RES
2559,B02559,MULTI_RES
2560,B02560,MULTI_RES
2561,B02561,MULTI_RES
2562,B02562,OFFICE
2563,B02563,MULTI_RES
2564,B02564,RESTAURANT
2565,B02565,INDUSTRIAL
2566,B02566,OFFICE
2567,B02567,MULTI_RES
2568,B02568,MULTI_RES
2569,B02569,MULTI_RES
2570,B02570,MULTI_RES
2571,B02571,MULTI_RES
2572,B02572,MULTI_RES
2573,B02573,INDUSTRIAL
2574,B02574,MULTI_RES
2575,B02575,MULTI_RES
2576,B02576,MULTI_RES
2577,B02577,MULTI_RES
2578,B02578,MULTI_RES
2579,B02579,MULTI_RES
2580,B02580,MULTI_RES
2581,B02581,MULTI_RES
2582,B02582,MULTI_RES
2583,B02583,MULTI_RES
2584,B02584,MULTI_RES
2585,B02585,MULTI_RES
2586,B02586,MULTI_RES
2587,B02587,MULTI_RES
2588,B02588,MULTI_RES
2589,B02589,MULTI_RES
2590,B02590,MULTI_RES
2591,B02591,INDUSTRIAL
2592,B02592,MULTI_RES
2593,B02593,MULTI_RES
2594,B02594,MULTI_RES
2595,B02595,INDUSTRIAL
2596,B02596,MULTI_RES
2597,B02597,RETAIL
2598,B02598,OFFICE
2599,B02599,MULTI_RES
2600,B02600,MULTI_RES
2601,B02601,MULTI_RES
2602,B02602,RETAIL
2603,B02603,MULTI_RES
2604,B02604,MULTI_RES
2605,B02605,MULTI_RES
2606,B02606,MULTI_RES
2607,B02607,RETAIL
2608,B02608,SCHOOL
2609,B02609,RETAIL
2610,B02610,MULTI_RES
2611,B02611,INDUSTRIAL
2612,B02612,MULTI_RES
2613,B02613,RETAIL
2614,B02614,MULTI_RES
2615,B02615,MULTI_RES
2616,B02616,MULTI_RES
2617,B02617,RETAIL
2618,B02618,MULTI_RES
2619,B02619,MULTI_RES
2620,B02620,INDUSTRIAL
2621,B02621,SCHOOL
2622,B02622,RETAIL
2623,B02623,MULTI_RES
2624,B02624,MULTI_RES
2625,B02625,MULTI_RES
2626,B02626,MULTI_RES
2627,B02627,MULTI_RES
2628,B02628,MULTI_RES
2629,B02629,RETAIL
2630,B02630,RETAIL
2631,B02631,MULTI_RES
2632,B02632,MULTI_RES
2633,B02633,MULTI_RES
2634,B02634,RETAIL
2635,B02635,MULTI_RES
2636,B02636,INDUSTRIAL
2637,B02637,MULTI_RES
2638,B02638,RETAIL
2639,B02639,MULTI_RES
2640,B02640,MULTI_RES
2641,B02641,INDUSTRIAL
2642,B02642,MULTI_RES
2643,B02643,RETAIL
2644,B02644,MULTI_RES
2645,B02645,MULTI_RES
2646,B02646,MULTI_RES
2647,B02647,MULTI_RES
2648,B02648,MULTI_RES
2649,B02649,OFFICE
2650,B02650,MULTI_RES
2651,B02651,MULTI_RES
2652,B02652,MULTI_RES
2653,B02653,MULTI_RES
2654,B02654,MULTI_RES
2655,B02655,MULTI_RES
2656,B02656,MULTI_RES
2657,B02657,MULTI_RES
2658,B02658,MULTI_RES
2659,B02659,MULTI_RES
2660,B02660,MULTI_RES
2661,B02661,MULTI_RES
2662,B02662,MULTI_RES
2663,B02663,MULTI_RES
2664,B02664,MULTI_RES
2665,B02665,MULTI_RES
2666,B02666,MULTI_RES
2667,B02667,MULTI_RES
2668,B02668,MULTI_RES
2669,B02669,MULTI_RES
2670,B02670,MULTI_RES
2671,B02671,MULTI_RES
2672,B02672,MULTI_RES
2673,B02673,MULTI_RES
2674,B02674,MULTI_RES
2675,B02675,MULTI_RES
2676,B02676,MULTI_RES
2677,B02677,RETAIL
2678,B02678,MULTI_RES
2679,B02679,MULTI_RES
2680,B02680,MULTI_RES
2681,B02681,MULTI_RES
2682,B02682,MULTI_RES
2683,B02683,MULTI_RES
2684,B02684,MULTI_RES
2685,B02685,MULTI_RES
2686,B02686,MULTI_RES
2687,B02687,MULTI_RES
2688,B02688,MULTI_RES
2689,B02689,MULTI_RES
2690,B02690,MULTI_RES
2691,B02691,MULTI_RES
2692,B02692,INDUSTRIAL
2693,B02693,MULTI_RES
2694,B02694,MULTI_RES
2695,B02695,MULTI_RES
2696,B02696,MULTI_RES
2697,B02697,MULTI_RES
2698,B02698,MULTI_RES
2699,B02699,MULTI_RES
2700,B02700,MULTI_RES
2701,B02701,MULTI_RES
2702,B02702,INDUSTRIAL
2703,B02703,MULTI_RES
2704,B02704,MULTI_RES
2705,B02705,MULTI_RES
2706,B02706,MULTI_RES
2707,B02707,MULTI_RES
2708,B02708,OFFICE
2709,B02709,OFFICE
2710,B02710,MULTI_RES
2711,B02711,INDUSTRIAL
2712,B02712,INDUSTRIAL
2713,B02713,RETAIL
2714,B02714,MULTI_RES
2715,B02715,MULTI_RES
2716,B02716,RESTAURANT
2717,B02717,MULTI_RES
2718,B02718,RETAIL
2719,B02719,MULTI_RES
2720,B02720,INDUSTRIAL
2721,B02721,MULTI_RES
2722,B02722,INDUSTRIAL
2723,B02723,MULTI_RES
2724,B02724,LAB
2725,B02725,INDUSTRIAL
2726,B02726,MULTI_RES
2727,B02727,MULTI_RES
2728,B02728,MULTI_RES
2729,B02729,MULTI_RES
2730,B02730,MULTI_RES
2731,B02731,MULTI_RES
2732,B02732,MULTI_RES
2733,B02733,MULTI_RES
2734,B02734,OFFICE
2735,B02735,MULTI_RES
2736,B02736,OFFICE
2737,B02737,MULTI_RES
2738,B02738,MULTI_RES
2739,B02739,LIBRARY
2740,B02740,LIBRARY
2741,B02741,MULTI_RES
2742,B02742,MULTI_RES
2743,B02743,MULTI_RES
2744,B02744,MULTI_RES
2745,B02745,OFFICE
2746,B02746,MULTI_RES
2747,B02747,INDUSTRIAL
2748,B02748,MULTI_RES
2749,B02749,INDUSTRIAL
2750,B02750,MULTI_RES
2751,B02751,MULTI_RES
2752,B02752,MULTI_RES
2753,B02753,OFFICE
2754,B02754,INDUSTRIAL
2755,B02755,MULTI_RES
2756,B02756,INDUSTRIAL
2757,B02757,MULTI_RES
2758,B02758,MULTI_RES
2759,B02759,INDUSTRIAL
2760,B02760,OFFICE
2761,B02761,INDUSTRIAL
2762,B02762,MULTI_RES
2763,B02763,MULTI_RES
2764,B02764,INDUSTRIAL
2765,B02765,MULTI_RES
2766,B02766,MULTI_RES
2767,B02767,MULTI_RES
2768,B02768,MULTI_RES
2769,B02769,MULTI_RES
2770,B02770,MULTI_RES
2771,B02771,OFFICE
2772,B02772,FOODSTORE
2773,B02773,MULTI_RES
2774,B02774,MULTI_RES
2775,B02775,INDUSTRIAL
2776,B02776,MULTI_RES
2777,B02777,MULTI_RES
2778,B02778,MULTI_RES
2779,B02779,MULTI_RES
2780,B02780,SERVERROOM
2781,B02781,MULTI_RES
2782,B02782,MULTI_RES
2783,B02783,MULTI_RES
2784,B02784,MULTI_RES
2785,B02785,INDUSTRIAL
2786,B02786,MULTI_RES
2787,B02787,INDUSTRIAL
2788,B02788,MULTI_RES
2789,B02789,INDUSTRIAL
2790,B02790,MULTI_RES
2791,B02791,OFFICE
2792,B02792,OFFICE
2793,B02793,MULTI_RES
2794,B02794,MULTI_RES
2795,B02795,MULTI_RES
2796,B02796,MULTI_RES
2797,B02797,MULTI_RES
2798,B02798,MULTI_RES
2799,B02799,MULTI_RES
2800,B02800,MULTI_RES
2801,B02801,INDUSTRIAL
2802,B02802,MULTI_RES
2803,B02803,MULTI_RES
2804,B02804,MULTI_RES
2805,B02805,MULTI_RES
2806,B02806,MULTI_RES
2807,B02807,MULTI_RES
2808,B02808,MULTI_RES
2809,B02809,MULTI_RES
2810,B02810,MULTI_RES
2811,B02811,INDUSTRIAL
2812,B02812,OFFICE
2813,B02813,MULTI_RES
2814,B02814,MULTI_RES
2815,B02815,INDUSTRIAL
2816,B02816,INDUSTRIAL
2817,B02817,MULTI_RES
2818,B02818,MULTI_RES
2819,B02819,INDUSTRIAL
2820,B02820,MULTI_RES
2821,B02821,MULTI_RES
2822,B02822,INDUSTRIAL
2823,B02823,MULTI_RES
2824,B02824,MULTI_RES
2825,B02825,OFFICE
2826,B02826,MULTI_RES
2827,B02827,MULTI_RES
2828,B02828,OFFICE
2829,B02829,INDUSTRIAL
2830,B02830,MULTI_RES
2831,B02831,OFFICE
2832,B02832,MULTI_RES
2833,B02833,MULTI_RES
2834,B02834,MULTI_RES
2835,B02835,MULTI_RES
2836,B02836,MULTI_RES
2837,B02837,MULTI_RES
2838,B02838,MULTI_RES
2839,B02839,MULTI_RES
2840,B02840,MULTI_RES
2841,B02841,MULTI_RES
2842,B02842,MULTI_RES
2843,B02843,MULTI_RES
2844,B02844,MULTI_RES
2845,B02845,MULTI_RES
2846,B02846,INDUSTRIAL
2847,B02847,MULTI_RES
2848,B02848,MULTI_RES
2849,B02849,MULTI_RES
2850,B02850,MULTI_RES
2851,B02851,MULTI_RES
2852,B02852,MULTI_RES
2853,B02853,MULTI_RES
2854,B02854,MULTI_RES
2855,B02855,INDUSTRIAL
2856,B02856,MULTI_RES
2857,B02857,MULTI_RES
2858,B02858,MULTI_RES
2859,B02859,MULTI_RES
2860,B02860,MULTI_RES
2861,B02861,MULTI_RES
2862,B02862,MULTI_RES
2863,B02863,MULTI_RES
2864,B02864,MULTI_RES
2865,B02865,MULTI_RES
2866,B02866,MULTI_RES
2867,B02867,MULTI_RES
2868,B02868,MULTI_RES
2869,B02869,INDUSTRIAL
2870,B02870,MULTI_RES
2871,B02871,MULTI_RES
2872,B02872,INDUSTRIAL
2873,B02873,MULTI_RES
2874,B02874,MULTI_RES
2875,B02875,MULTI_RES
2876,B02876,MULTI_RES
2877,B02877,MULTI_RES
2878,B02878,MULTI_RES
2879,B02879,INDUSTRIAL
2880,B02880,INDUSTRIAL
2881,B02881,INDUSTRIAL
2882,B02882,MULTI_RES
2883,B02883,MULTI_RES
2884,B02884,OFFICE
2885,B02885,MULTI_RES
2886,B02886,MULTI_RES
2887,B02887,MULTI_RES
2888,B02888,MULTI_RES
2889,B02889,MULTI_RES
2890,B02890,MULTI_RES
2891,B02891,MULTI_RES
2892,B02892,INDUSTRIAL
2893,B02893,MULTI_RES
2894,B02894,MULTI_RES
2895,B02895,SERVERROOM
2896,B02896,MULTI_RES
2897,B02897,MULTI_RES
2898,B02898,MULTI_RES
2899,B02899,MULTI_RES
2900,B02900,MULTI_RES
2901,B02901,MULTI_RES
2902,B02902,MULTI_RES
2903,B02903,MULTI_RES
2904,B02904,OFFICE
2905,B02905,MULTI_RES
2906,B02906,OFFICE
2907,B02907,MULTI_RES
2908,B02908,MULTI_RES
2909,B02909,MULTI_RES
2910,B02910,MULTI_RES
2911,B02911,MULTI_RES
2912,B02912,INDUSTRIAL
2913,B02913,OFFICE
2914,B02914,MULTI_RES
2915,B02915,MULTI_RES
2916,B02916,INDUSTRIAL
2917,B02917,INDUSTRIAL
2918,B02918,INDUSTRIAL
2919,B02919,INDUSTRIAL
2920,B02920,OFFICE
2921,B02921,MULTI_RES
2922,B02922,HOTEL
2923,B02923,MULTI_RES
2924,B02924,MULTI_RES
2925,B02925,MULTI_RES
2926,B02926,INDUSTRIAL
2927,B02927,MULTI_RES
2928,B02928,INDUSTRIAL
2929,B02929,MULTI_RES
2930,B02930,MULTI_RES
2931,B02931,RESTAURANT
2932,B02932,INDUSTRIAL
2933,B02933,INDUSTRIAL
2934,B02934,MULTI_RES
2935,B02935,INDUSTRIAL
2936,B02936,INDUSTRIAL
2937,B02937,INDUSTRIAL
2938,B02938,OFFICE
2939,B02939,MULTI_RES
2940,B02940,MULTI_RES
2941,B02941,MULTI_RES
2942,B02942,OFFICE
2943,B02943,OFFICE
2944,B02944,MULTI_RES
2945,B02945,SERVERROOM
2946,B02946,MULTI_RES
2947,B02947,RESTAURANT
2948,B02948,MULTI_RES
2949,B02949,MULTI_RES
2950,B02950,MULTI_RES
2951,B02951,INDUSTRIAL
2952,B02952,MULTI_RES
2953,B02953,MULTI_RES
2954,B02954,MULTI_RES
2955,B02955,MULTI_RES
2956,B02956,MULTI_RES
2957,B02957,INDUSTRIAL
2958,B02958,INDUSTRIAL
2959,B02959,INDUSTRIAL
2960,B02960,INDUSTRIAL
2961,B02961,MULTI_RES
2962,B02962,MULTI_RES
2963,B02963,INDUSTRIAL
2964,B02964,INDUSTRIAL
2965,B02965,OFFICE
2966,B02966,INDUSTRIAL
2967,B02967,MULTI_RES
2968,B02968,MULTI_RES
2969,B02969,MULTI_RES
2970,B02970,MULTI_RES
2971,B02971,INDUSTRIAL
2972,B02972,SERVERROOM
2973,B02973,MULTI_RES
2974,B02974,MULTI_RES
2975,B02975,MULTI_RES
2976,B02976,MULTI_RES
2977,B02977,MULTI_RES
2978,B02978,MULTI_RES
2979,B02979,INDUSTRIAL
2980,B02980,MULTI_RES
2981,B02981,MULTI_RES
2982,B02982,LAB
2983,B02983,LAB
2984,B02984,OFFICE
2985,B02985,MULTI_RES
2986,B02986,MULTI_RES
2987,B02987,MULTI_RES
2988,B02988,SERVERROOM
2989,B02989,OFFICE
2990,B02990,INDUSTRIAL
2991,B02991,MULTI_RES
2992,B02992,OFFICE
2993,B02993,INDUSTRIAL
2994,B02994,INDUSTRIAL
2995,B02995,MULTI_RES
2996,B02996,INDUSTRIAL
2997,B02997,MULTI_RES
2998,B02998,MULTI_RES
2999,B02999,MULTI_RES
3000,B03000,SERVERROOM
3001,B03001,INDUSTRIAL
3002,B03002,LAB
3003,B03003,MULTI_RES
3004,B03004,MULTI_RES
3005,B03005,MULTI_RES
3006,B03006,MULTI_RES
3007,B03007,INDUSTRIAL
3008,B03008,MULTI_RES
3009,B03009,INDUSTRIAL
3010,B03010,MULTI_RES
3011,B03011,RETAIL
3012,B03012,INDUSTRIAL
3013,B03013,INDUSTRIAL
3014,B03014,OFFICE
3015,B03015,MULTI_RES
3016,B03016,MULTI_RES
3017,B03017,MULTI_RES
3018,B03018,OFFICE
3019,B03019,MULTI_RES
3020,B03020,LAB
3021,B03021,MULTI_RES
3022,B03022,INDUSTRIAL
3023,B03023,INDUSTRIAL
3024,B03024,MULTI_RES
3025,B03025,INDUSTRIAL
3026,B03026,INDUSTRIAL
3027,B03027,LAB
3028,B03028,INDUSTRIAL
3029,B03029,MULTI_RES
3030,B03030,OFFICE
3031,B03031,MULTI_RES
3032,B03032,OFFICE
3033,B03033,INDUSTRIAL
3034,B03034,INDUSTRIAL
3035,B03035,MULTI_RES
3036,B03036,MULTI_RES
3037,B03037,INDUSTRIAL
3038,B03038,MULTI_RES
3039,B03039,MULTI_RES
3040,B03040,MULTI_RES
3041,B03041,INDUSTRIAL
3042,B03042,INDUSTRIAL
3043,B03043,OFFICE
3044,B03044,INDUSTRIAL
3045,B03045,INDUSTRIAL
3046,B03046,MULTI_RES
3047,B03047,MULTI_RES
3048,B03048,OFFICE
3049,B03049,OFFICE
3050,B03050,MULTI_RES
3051,B03051,INDUSTRIAL
3052,B03052,MULTI_RES
3053,B03053,MULTI_RES
3054,B03054,MULTI_RES
3055,B03055,MULTI_RES
3056,B03056,MULTI_RES
3057,B03057,MULTI_RES
3058,B03058,OFFICE
3059,B03059,MULTI_RES
3060,B03060,OFFICE
3061,B03061,INDUSTRIAL
3062,B03062,OFFICE
3063,B03063,MULTI_RES
3064,B03064,OFFICE
3065,B03065,MULTI_RES
3066,B03066,MULTI_RES
3067,B03067,MULTI_RES
3068,B03068,MULTI_RES
3069,B03069,INDUSTRIAL
3070,B03070,MULTI_RES
3071,B03071,MULTI_RES
3072,B03072,MULTI_RES
3073,B03073,MULTI_RES
3074,B03074,INDUSTRIAL
3075,B03075,OFFICE
3076,B03076,MUSEUM
3077,B03077,OFFICE
3078,B03078,MULTI_RES
3079,B03079,SERVERROOM
3080,B03080,MUSEUM
3081,B03081,INDUSTRIAL
3082,B03082,MULTI_RES
3083,B03083,MULTI_RES
3084,B03084,INDUSTRIAL
3085,B03085,MULTI_RES
3086,B03086,INDUSTRIAL
3087,B03087,RESTAURANT
3088,B03088,INDUSTRIAL
3089,B03089,SCHOOL
3090,B03090,MULTI_RES
3091,B03091,INDUSTRIAL
3092,B03092,MULTI_RES
3093,B03093,MULTI_RES
3094,B03094,MULTI_RES
3095,B03095,MULTI_RES
3096,B03096,INDUSTRIAL
3097,B03097,MULTI_RES
3098,B03098,INDUSTRIAL
3099,B03099,SERVERROOM
3100,B03100,INDUSTRIAL
3101,B03101,MULTI_RES
3102,B03102,OFFICE
3103,B03103,INDUSTRIAL
3104,B03104,INDUSTRIAL
3105,B03105,MUSEUM
3106,B03106,INDUSTRIAL
3107,B03107,MULTI_RES
3108,B03108,RETAIL
3109,B03109,MULTI_RES
3110,B03110,SCHOOL
3111,B03111,RETAIL
3112,B03112,INDUSTRIAL
3113,B03113,INDUSTRIAL
3114,B03114,INDUSTRIAL
3115,B03115,MULTI_RES
3116,B03116,INDUSTRIAL
3117,B03117,MULTI_RES
3118,B03118,INDUSTRIAL
3119,B03119,MULTI_RES
3120,B03120,INDUSTRIAL
3121,B03121,INDUSTRIAL
3122,B03122,MULTI_RES
3123,B03123,MULTI_RES
3124,B03124,INDUSTRIAL
3125,B03125,OFFICE
3126,B03126,MUSEUM
3127,B03127,MULTI_RES
3128,B03128,MULTI_RES
3129,B03129,INDUSTRIAL
3130,B03130,MULTI_RES
3131,B03131,MULTI_RES
3132,B03132,MULTI_RES
3133,B03133,MULTI_RES
3134,B03134,INDUSTRIAL
3135,B03135,MULTI_RES
3136,B03136,INDUSTRIAL
3137,B03137,INDUSTRIAL
3138,B03138,INDUSTRIAL
3139,B03139,MULTI_RES
3140,B03140,MULTI_RES
3141,B03141,INDUSTRIAL
3142,B03142,MULTI_RES
3143,B03143,MULTI_RES
3144,B03144,INDUSTRIAL
3145,B03145,INDUSTRIAL
3146,B03146,MULTI_RES
3147,B03147,INDUSTRIAL
3148,B03148,INDUSTRIAL
3149,B03149,MULTI_RES
3150,B03150,INDUSTRIAL
3151,B03151,MULTI_RES
3152,B03152,INDUSTRIAL
3153,B03153,SERVERROOM
3154,B03154,INDUSTRIAL
3155,B03155,MULTI_RES
3156,B03156,MULTI_RES
3157,B03157,INDUSTRIAL
3158,B03158,MULTI_RES
3159,B03159,INDUSTRIAL
3160,B03160,INDUSTRIAL
3161,B03161,INDUSTRIAL
3162,B03162,INDUSTRIAL
3163,B03163,INDUSTRIAL
3164,B03164,INDUSTRIAL
3165,B03165,INDUSTRIAL
3166,B03166,INDUSTRIAL
3167,B03167,MULTI_RES
3168,B03168,MULTI_RES
3169,B03169,RETAIL
3170,B03170,RETAIL
3171,B03171,INDUSTRIAL
3172,B03172,RETAIL
3173,B03173,MULTI_RES
3174,B03174,OFFICE
3175,B03175,HOSPITAL
3176,B03176,INDUSTRIAL
3177,B03177,MULTI_RES
3178,B03178,INDUSTRIAL
3179,B03179,INDUSTRIAL
3180,B03180,MULTI_RES
3181,B03181,MULTI_RES
3182,B03182,INDUSTRIAL
3183,B03183,INDUSTRIAL
3184,B03184,RESTAURANT
3185,B03185,INDUSTRIAL
3186,B03186,MULTI_RES
3187,B03187,MULTI_RES
3188,B03188,INDUSTRIAL
3189,B03189,SCHOOL
3190,B03190,MULTI_RES
3191,B03191,INDUSTRIAL
3192,B03192,MULTI_RES
3193,B03193,OFFICE
3194,B03194,MULTI_RES
3195,B03195,MULTI_RES
3196,B03196,MULTI_RES
3197,B03197,INDUSTRIAL
3198,B03198,MULTI_RES
3199,B03199,INDUSTRIAL
3200,B03200,INDUSTRIAL
3201,B03201,INDUSTRIAL
3202,B03202,MULTI_RES
3203,B03203,INDUSTRIAL
3204,B03204,MULTI_RES
3205,B03205,MULTI_RES
3206,B03206,MULTI_RES
3207,B03207,MULTI_RES
3208,B03208,MULTI_RES
3209,B03209,MULTI_RES
3210,B03210,MULTI_RES
3211,B03211,MULTI_RES
3212,B03212,INDUSTRIAL
3213,B03213,MULTI_RES
3214,B03214,MULTI_RES
3215,B03215,MULTI_RES
3216,B03216,MULTI_RES
3217,B03217,MULTI_RES
3218,B03218,INDUSTRIAL
3219,B03219,MULTI_RES
3220,B03220,INDUSTRIAL
3221,B03221,MULTI_RES
3222,B03222,INDUSTRIAL
3223,B03223,MULTI_RES
3224,B03224,INDUSTRIAL
3225,B03225,INDUSTRIAL
3226,B03226,INDUSTRIAL
3227,B03227,INDUSTRIAL
3228,B03228,INDUSTRIAL
3229,B03229,MULTI_RES
3230,B03230,INDUSTRIAL
3231,B03231,INDUSTRIAL
3232,B03232,INDUSTRIAL
3233,B03233,MULTI_RES
3234,B03234,OFFICE
3235,B03235,MULTI_RES
