id,name,x,y
111,B00111,120.42104767131566,31.46257622786029
112,B00112,120.4352188649762,31.46243472132865
113,B00113,120.45447457729763,31.46256759643036
114,B00114,120.42076634600711,31.462891107260592
115,B00115,120.41121483397015,31.46276200470535
116,B00116,120.41338452679535,31.462709410804308
117,B00117,120.46218449543088,31.462753546393532
118,B00118,120.44892795197048,31.462914533775304
119,B00119,120.41319328719715,31.462841820309947
120,B00120,120.4409273242095,31.46298636622303
121,B00121,120.41266851871741,31.46286677872227
122,B00122,120.41455848309637,31.462944102507922
123,B00123,120.44094482861829,31.463110650759845
124,B00124,120.42047522581225,31.46314919503916
125,B00125,120.45967684543109,31.462903484680105
126,B00126,120.41003930108216,31.46303062877482
127,B00127,120.45889169569794,31.46267628979278
128,B00128,120.43683556753973,31.46330752983652
129,B00129,120.45790807893675,31.463153863642386
130,B00130,120.41147933804429,31.46319732008089
131,B00131,120.45832974123509,31.46280423752046
132,B00132,120.46053694580748,31.463491781252173
133,B00133,120.41048338035498,31.463475970168393
134,B00134,120.45795181408802,31.463500274863204
135,B00135,120.45683543675051,31.463143954089297
136,B00136,120.41170864544125,31.46348053600684
137,B00137,120.45665372620819,31.463579718726226
138,B00138,120.45607415858412,31.463515856710533
139,B00139,120.4544481438065,31.46352320148115
140,B00140,120.45535419811051,31.463619960620917
141,B00141,120.41090806094184,31.463790954872817
142,B00142,120.41345215789504,31.463538118279025
143,B00143,120.46497655014475,31.463691580186122
144,B00144,120.45398130181563,31.463613025049906
145,B00145,120.40991178530196,31.46389980493124
146,B00146,120.41057828810757,31.46414476185068
147,B00147,120.46507014729539,31.464136106721032
148,B00148,120.41112943275643,31.464327466481574
149,B00149,120.4491618434822,31.46438625903477
150,B00150,120.42316404992413,31.464413368062708
151,B00151,120.4652644087257,31.464470740254363
152,B00152,120.41171773938778,31.46450425583092
153,B00153,120.45687271047704,31.46425585959884
154,B00154,120.46307037678122,31.46460428132021
155,B00155,120.46161451680695,31.464618911544083
156,B00156,120.45821687488929,31.46478464260578
157,B00157,120.43573753284669,31.46487214180166
158,B00158,120.458999568949,31.46441900675444
159,B00159,120.44925567936285,31.4648803767184
160,B00160,120.41794122826374,31.46502777328896
161,B00161,120.46011418364084,31.464503860228845
162,B00162,120.45818741469165,31.46507493286336
163,B00163,120.45919736075928,31.4650995513652
164,B00164,120.4630877897512,31.46524798546525
165,B00165,120.4619049667461,31.465369542443113
166,B00166,120.44148373124784,31.465438126042848
167,B00167,120.46132486151309,31.465490399265757
168,B00168,120.46278296470496,31.46539662467926
169,B00169,120.45701084844572,31.465185248615228
170,B00170,120.45396113183516,31.46564371089281
171,B00171,120.41149087057248,31.465728343521782
172,B00172,120.41128063806781,31.465877579528232
173,B00173,120.46549842084126,31.46540470824483
174,B00174,120.46219210414374,31.46558918691178
175,B00175,120.45407029714579,31.465875132147563
176,B00176,120.46198299627072,31.465712089586855
177,B00177,120.45204670542809,31.466046180969748
178,B00178,120.46397168325555,31.465721321101167
179,B00179,120.45559614230035,31.46617386060172
180,B00180,120.45488156578234,31.4662761403122
181,B00181,120.46392731920423,31.466367997015116
182,B00182,120.45394080506988,31.46649546000044
183,B00183,120.45284965450833,31.46662445249741
184,B00184,120.45201968435012,31.466595135121985
185,B00185,120.41855857179908,31.466517984240532
186,B00186,120.46188790551254,31.466869013552255
187,B00187,120.4594201488722,31.467036645766942
188,B00188,120.46143661698211,31.466706248991613
189,B00189,120.46047680407764,31.467125017665932
190,B00190,120.45719586908828,31.46675066907474
191,B00191,120.41840332524686,31.467240363921505
192,B00192,120.41663944936873,31.46742484778632
193,B00193,120.45559110927204,31.467392472275982
194,B00194,120.45491525168926,31.467349654015674
195,B00195,120.46035129923055,31.46763877610264
196,B00196,120.45534284757626,31.467729207552424
197,B00197,120.41891862118946,31.467646095696498
198,B00198,120.45712774889525,31.467849246388468
199,B00199,120.45273888747593,31.467867063222425
200,B00200,120.46352133667361,31.467877451608476
201,B00201,120.45593991526587,31.468027353611465
202,B00202,120.45548178116684,31.46816435422785
203,B00203,120.45666999640761,31.468119065571226
204,B00204,120.4539923895528,31.468259056654883
205,B00205,120.44992247210838,31.46828157011187
206,B00206,120.45435540659696,31.468399060117743
207,B00207,120.45318258829994,31.46843510617933
208,B00208,120.41871730281821,31.468642331335257
209,B00209,120.45602398044451,31.468484404951433
210,B00210,120.46436723663976,31.468241605793256
211,B00211,120.37877921183299,31.46882031353171
212,B00212,120.3799969844267,31.468800070844566
213,B00213,120.45477704633325,31.468588245883335
214,B00214,120.41927342563122,31.468350665636944
215,B00215,120.42725067506966,31.468856466573698
216,B00216,120.45002808597492,31.468825607582062
217,B00217,120.46350422680247,31.468545567145704
218,B00218,120.41904283919067,31.46889593850645
219,B00219,120.45876707946431,31.46844500968194
220,B00220,120.37448780798823,31.469010824782146
221,B00221,120.37660101249742,31.46912290561192
222,B00222,120.45701729048612,31.469083830980345
223,B00223,120.42014144677779,31.468938306992882
224,B00224,120.42663933459065,31.469458930590196
225,B00225,120.45608278485606,31.469303791156914
226,B00226,120.4129691649721,31.46946561047466
227,B00227,120.41366991401877,31.469553883210658
228,B00228,120.46143249243606,31.469593159052103
229,B00229,120.37244908180568,31.469620807680123
230,B00230,120.46029489532884,31.469593716876883
231,B00231,120.46495236395837,31.469477077989684
232,B00232,120.464587675751,31.469554658655174
233,B00233,120.45951777287084,31.46989800481524
234,B00234,120.41173060954252,31.469950042141257
235,B00235,120.45469948835567,31.47016382373499
236,B00236,120.36630854403785,31.46992332413107
237,B00237,120.41363147940588,31.470194680218896
238,B00238,120.42623836809722,31.470465636341274
239,B00239,120.45794759607733,31.470076719554623
240,B00240,120.41140583484801,31.470299716647034
241,B00241,120.45932431860598,31.470352996065042
242,B00242,120.4572538733036,31.47021064757669
243,B00243,120.41316075663951,31.470624119726182
244,B00244,120.46471641070767,31.47042446428587
245,B00245,120.46414064938024,31.47072072501292
246,B00246,120.36508583365523,31.470642854739626
247,B00247,120.46377700264718,31.471041565435062
248,B00248,120.39617125083818,31.47094253555738
249,B00249,120.41003327587809,31.47116415139939
250,B00250,120.46137730053047,31.471130493508817
251,B00251,120.41047523112306,31.471017514198138
252,B00252,120.46040212885259,31.471152058705385
253,B00253,120.45927411824164,31.471471734778024
254,B00254,120.46074747488865,31.471672142676
255,B00255,120.37941612300044,31.47190259671081
256,B00256,120.46434880466286,31.4715877624224
257,B00257,120.4222548069062,31.47167003489741
258,B00258,120.46315111755729,31.471715111851395
259,B00259,120.38050278653883,31.47209097875119
260,B00260,120.42209886555949,31.47202220436832
261,B00261,120.46250199895944,31.47177768323443
262,B00262,120.45933900368458,31.47200878126402
263,B00263,120.46142418020739,31.472044287044934
264,B00264,120.42282202127721,31.47231310504109
265,B00265,120.45809777002381,31.47218061350581
266,B00266,120.42393703546635,31.472811460968778
267,B00267,120.4600222797298,31.472278852290003
268,B00268,120.38117721789527,31.472933845635335
269,B00269,120.4591100932064,31.472737713246854
270,B00270,120.42146783858637,31.473084990840196
271,B00271,120.45810452767704,31.47305844793608
272,B00272,120.46509934413247,31.473357212999378
273,B00273,120.42200028278329,31.473352280873975
274,B00274,120.42078806320849,31.473186752323194
275,B00275,120.45972793403291,31.47289029236516
276,B00276,120.4581632764703,31.4735013528314
277,B00277,120.46040241272958,31.473486223619677
278,B00278,120.46169493635652,31.473531418070614
279,B00279,120.45937866348135,31.473456464069727
280,B00280,120.42096361187915,31.473593251669612
281,B00281,120.46382044836268,31.474053245524996
282,B00282,120.46457746896118,31.47412312542193
283,B00283,120.42032893496383,31.474103742066486
284,B00284,120.42408822509248,31.47386742352021
285,B00285,120.42242120092398,31.474123368610353
286,B00286,120.46164372543899,31.474363645067456
287,B00287,120.46211693120262,31.47438073713356
288,B00288,120.42000692646931,31.474383323466665
289,B00289,120.42780754038783,31.47460753384528
290,B00290,120.42124362572193,31.47443967891562
291,B00291,120.39339577012332,31.474512768485802
292,B00292,120.42923876249169,31.47461918822166
293,B00293,120.42868644211228,31.474531152102035
294,B00294,120.38842135954896,31.47472884023647
295,B00295,120.43128701570261,31.474706107365268
296,B00296,120.42780182995551,31.474793184155562
297,B00297,120.42820774071562,31.474682825617034
298,B00298,120.42721690818131,31.474616179782448
299,B00299,120.43094351699416,31.47471652658917
300,B00300,120.46488851418253,31.47484660970208
301,B00301,120.42210845241895,31.47489103592884
302,B00302,120.427477352822,31.47498580420146
303,B00303,120.42903240618013,31.475029299822072
304,B00304,120.42847677414403,31.475122317571177
305,B00305,120.42827761655454,31.47515845478558
306,B00306,120.42042234730552,31.47503981802139
307,B00307,120.42707982894193,31.475157150760914
308,B00308,120.42343279718912,31.474716310532457
309,B00309,120.42795539672113,31.475227903921578
310,B00310,120.42745161381474,31.475373612790833
311,B00311,120.38419986951398,31.47541129289391
312,B00312,120.45809118190354,31.47527619138848
313,B00313,120.46443779280999,31.475386407596172
314,B00314,120.39451620980985,31.475595838079105
315,B00315,120.46582637258562,31.47558227858197
316,B00316,120.42147459733297,31.47543890206062
317,B00317,120.46298911575552,31.475045280024048
318,B00318,120.41979524653534,31.475725346503335
319,B00319,120.38795356558862,31.475786436024293
320,B00320,120.4190817899194,31.47584390269474
321,B00321,120.38858536268233,31.47586400210696
322,B00322,120.47382958966416,31.475636172730223
323,B00323,120.39489210166523,31.475827670024188
324,B00324,120.47274990742429,31.475602044298174
325,B00325,120.41805342772187,31.47594584055757
326,B00326,120.41942075140379,31.475939737457956
327,B00327,120.38202957452579,31.4759971428252
328,B00328,120.50090895823305,31.47587702940138
329,B00329,120.41963689949665,31.47606303429947
330,B00330,120.47787448657895,31.47595457600141
331,B00331,120.38843676734064,31.476153434167156
332,B00332,120.38893959840564,31.476146018956694
333,B00333,120.4643261090247,31.476107906276223
334,B00334,120.42536729438525,31.47595412273986
335,B00335,120.46358768046214,31.476277478776225
336,B00336,120.39570936792857,31.476273005188958
337,B00337,120.38322178958931,31.476313763140997
338,B00338,120.47340206836903,31.476302929006135
339,B00339,120.38739754047839,31.47624480811964
340,B00340,120.42462423671273,31.4764071513578
341,B00341,120.47798093729774,31.47634586481334
342,B00342,120.45981409679129,31.476381667834737
343,B00343,120.47642280549685,31.47643398004558
344,B00344,120.50475660326366,31.476368939640892
345,B00345,120.43142547687323,31.476539839851526
346,B00346,120.47744496814423,31.476440829666977
347,B00347,120.42435168346172,31.476426098795596
348,B00348,120.46691723072153,31.476557726611208
349,B00349,120.38183564533108,31.47654180602697
350,B00350,120.47811515796124,31.476514809227297
351,B00351,120.38368556016941,31.476486676222283
352,B00352,120.47693897355252,31.476606532586818
353,B00353,120.47237989764525,31.476492354931768
354,B00354,120.38990982459687,31.476766872245022
355,B00355,120.3922638472015,31.4766841009252
356,B00356,120.46648453118166,31.476647151776568
357,B00357,120.47569534415595,31.476739766185247
358,B00358,120.42487354159614,31.476698886196537
359,B00359,120.4652539240151,31.47661618979179
360,B00360,120.38162400757356,31.477006146954132
361,B00361,120.47567128701604,31.4770756846513
362,B00362,120.3934065405467,31.47722627745955
363,B00363,120.47674223022918,31.477096119294227
364,B00364,120.41940730355735,31.476723698840946
365,B00365,120.47803340937489,31.476991793644167
366,B00366,120.47443100008344,31.47688785851313
367,B00367,120.38380231378093,31.47731270435813
368,B00368,120.47565016417039,31.47741690494981
369,B00369,120.47716904850128,31.477481055284716
370,B00370,120.44127351969375,31.477679287531103
371,B00371,120.38348552908211,31.477653646485788
372,B00372,120.47565026889441,31.477639217678522
373,B00373,120.3833082162539,31.477323283488346
374,B00374,120.38529588707704,31.477750600617284
375,B00375,120.47600758677359,31.47773611978839
376,B00376,120.40228703287949,31.47786105379056
377,B00377,120.38619232476051,31.477932188094087
378,B00378,120.41959325138421,31.478592287155557
379,B00379,120.38567975515916,31.478562184319095
380,B00380,120.38742721819582,31.47859163604065
381,B00381,120.42116920085135,31.47872303455243
382,B00382,120.3944972220227,31.478694407393544
383,B00383,120.38528259280586,31.47872597218744
384,B00384,120.39756342058733,31.478855852468868
385,B00385,120.38604037487417,31.478870836322066
386,B00386,120.38646137127098,31.479006137613062
387,B00387,120.38542240972485,31.47921230330536
388,B00388,120.38595915489545,31.47920266052516
389,B00389,120.38545512570734,31.47945657544814
390,B00390,120.39690584476658,31.47959043345807
391,B00391,120.38667848189917,31.47951883317991
392,B00392,120.39279277931664,31.47974104408934
393,B00393,120.3825709365346,31.479747405935722
394,B00394,120.3860270175148,31.479789508719232
395,B00395,120.38565759237518,31.48011297778644
396,B00396,120.38689156425603,31.47992885688712
397,B00397,120.38455498839127,31.480365378430964
398,B00398,120.46432042446281,31.480336698721274
399,B00399,120.38605958476744,31.480283443314995
400,B00400,120.46280394860761,31.480271921072102
401,B00401,120.46333227659014,31.480442947278558
402,B00402,120.46385320281632,31.48053088284388
403,B00403,120.46429319648158,31.480554339136944
404,B00404,120.40334004483219,31.480486025940827
405,B00405,120.46589285696082,31.480412439644617
406,B00406,120.39072370027304,31.480883189872653
407,B00407,120.38619874661133,31.48059949792716
408,B00408,120.38766466729814,31.48117452045289
409,B00409,120.37399806810609,31.481131209543975
410,B00410,120.38653094115345,31.48121793569124
411,B00411,120.40410390550686,31.480936589208184
412,B00412,120.38700466571967,31.481396772267242
413,B00413,120.3936387075894,31.48142142347024
414,B00414,120.38837052605892,31.481170123563103
415,B00415,120.47445696611501,31.481336207074907
416,B00416,120.38865356863049,31.481537911555883
417,B00417,120.38535049418189,31.48096524579544
418,B00418,120.3854733324293,31.4811300935903
419,B00419,120.38520109181071,31.48049994213997
420,B00420,120.3864913672443,31.48158611371824
421,B00421,120.37386667290735,31.48154504085369
422,B00422,120.45375538948089,31.48158200809095
423,B00423,120.45391672753406,31.481571059969305
424,B00424,120.39305007063673,31.481604324965996
425,B00425,120.39097959846885,31.48171937066674
426,B00426,120.38659980558474,31.481733807700753
427,B00427,120.40466829169671,31.48134017461757
428,B00428,120.47177827541712,31.48172980140569
429,B00429,120.47251083876671,31.48179092076492
430,B00430,120.38665827338232,31.481906805402087
431,B00431,120.39049793692735,31.481908372280717
432,B00432,120.39193390257,31.481906955247215
433,B00433,120.38711669758024,31.481933654825337
434,B00434,120.38768866139468,31.481929536018953
435,B00435,120.38880114182622,31.48189047684504
436,B00436,120.3867589884039,31.482051914885144
437,B00437,120.50807531120695,31.48188465412226
438,B00438,120.47261313034896,31.48207069687047
439,B00439,120.38795560442621,31.482070844585287
440,B00440,120.50552150228818,31.482071046891058
441,B00441,120.38707178154264,31.482153842066094
442,B00442,120.47163263687683,31.482186702196234
443,B00443,120.401012144721,31.48143452999887
444,B00444,120.4051941015372,31.481798368346443
445,B00445,120.39372118731835,31.482328617435016
446,B00446,120.38848614747444,31.482158597515873
447,B00447,120.50333944325813,31.482195440961817
448,B00448,120.38972648951788,31.482325778918753
449,B00449,120.3872967977576,31.482318635214884
450,B00450,120.47249215689843,31.48229411591573
451,B00451,120.39025091817042,31.482432683394425
452,B00452,120.5102838512764,31.48228521157217
453,B00453,120.50977636289412,31.482347785193248
454,B00454,120.46902323133689,31.482462070914124
455,B00455,120.39076474475952,31.482360607279706
456,B00456,120.47520523029598,31.48249741952133
457,B00457,120.39277662509946,31.482577213547856
458,B00458,120.38650972736077,31.48264146126056
459,B00459,120.39037304558984,31.482632726705642
460,B00460,120.38981570975906,31.482610656279018
461,B00461,120.38696111302318,31.482621506331107
462,B00462,120.39087428662668,31.482730462620726
463,B00463,120.3904080692172,31.482793200183615
464,B00464,120.38932030770208,31.48280921322491
465,B00465,120.47262547715586,31.48276087404821
466,B00466,120.50345733751173,31.482687497368907
467,B00467,120.38661955373577,31.48285397442383
468,B00468,120.38847310026833,31.482748859682943
469,B00469,120.50228882488231,31.482766992986313
470,B00470,120.50844057357585,31.48264143530532
471,B00471,120.45779653833114,31.48281827385111
472,B00472,120.46994348425297,31.482809343203133
473,B00473,120.41688800879673,31.482996097557898
474,B00474,120.47432114355146,31.482789551495536
475,B00475,120.39114074082721,31.482958071266374
476,B00476,120.4873568764626,31.482945098099165
477,B00477,120.38892115242827,31.483008520165384
478,B00478,120.38942676108785,31.48307057781547
479,B00479,120.39249542479784,31.483124091404857
480,B00480,120.3876947579923,31.483056936718288
481,B00481,120.47265347033019,31.483056842888885
482,B00482,120.38842447207149,31.483094728755553
483,B00483,120.38720489512161,31.483074660586706
484,B00484,120.39098851358122,31.483043366696833
485,B00485,120.47522587623283,31.48318678678051
486,B00486,120.3879211521166,31.483275672502906
487,B00487,120.38982050117241,31.483231264794792
488,B00488,120.47302288669354,31.483246952617773
489,B00489,120.47013421828991,31.483237921289373
490,B00490,120.47079291519302,31.483129486778108
491,B00491,120.46892345631944,31.483122330322324
492,B00492,120.38958241849744,31.483342268862575
493,B00493,120.39054627200875,31.483427998479346
494,B00494,120.3867956105565,31.48323648300149
495,B00495,120.38770050159329,31.483408953140923
496,B00496,120.38746911213593,31.483468892900483
497,B00497,120.50966992506251,31.48332256209278
498,B00498,120.41719210170744,31.483581261373345
499,B00499,120.39186683064841,31.483497594904883
500,B00500,120.39122010528625,31.483484525884844
501,B00501,120.45609606509309,31.483499950959345
502,B00502,120.50301340228748,31.48349562671373
503,B00503,120.39144181303762,31.483655977058422
504,B00504,120.39698338968502,31.483183405076606
505,B00505,120.50848586149527,31.483308418392074
506,B00506,120.50882976630248,31.483619643370144
507,B00507,120.47289407808701,31.483708339915943
508,B00508,120.39054807054107,31.483771264915703
509,B00509,120.38994057658932,31.483796400935795
510,B00510,120.47203935861491,31.48381227181674
511,B00511,120.5017506403839,31.483606031892023
512,B00512,120.45458196032581,31.483557269946
513,B00513,120.38927591511691,31.4836264457676
514,B00514,120.38682630151003,31.48375645990984
515,B00515,120.46825691953295,31.483494549467693
516,B00516,120.4718825093881,31.483843775140944
517,B00517,120.38910979035883,31.48397984678368
518,B00518,120.39654792111018,31.483877578679827
519,B00519,120.38888375051984,31.48395091988776
520,B00520,120.38846701675152,31.484018216395775
521,B00521,120.38816608573974,31.48404420543368
522,B00522,120.4677298972449,31.48399263352807
523,B00523,120.38764317403992,31.483885103851577
524,B00524,120.39184275957675,31.484070581800253
525,B00525,120.46908997748018,31.484073164033685
526,B00526,120.39193077061506,31.484243790961607
527,B00527,120.45427509905265,31.484289163831466
528,B00528,120.47158417528294,31.484274441662816
529,B00529,120.50130018104066,31.48426266282038
530,B00530,120.39087486770411,31.484450085104807
531,B00531,120.39008704742987,31.48446302878551
532,B00532,120.38931430574779,31.484475628247203
533,B00533,120.39063044723052,31.484463360266442
534,B00534,120.4674574613146,31.484285994106493
535,B00535,120.38779863032408,31.484505606199924
536,B00536,120.39114724434151,31.484505485917357
537,B00537,120.45438405199097,31.484471923277113
538,B00538,120.49416083319056,31.4844180685089
539,B00539,120.46381809264517,31.48267709359665
540,B00540,120.38885303529503,31.48456673707127
541,B00541,120.45484927209299,31.484346547331278
542,B00542,120.45985259556612,31.48452718818571
543,B00543,120.4596844634856,31.48456474389343
544,B00544,120.46141914702174,31.48457226425042
545,B00545,120.4592675519461,31.484554942684554
546,B00546,120.46821839673082,31.484702687233355
547,B00547,120.45486304256276,31.484679284946843
548,B00548,120.45885122529347,31.484486376140527
549,B00549,120.46906333621835,31.484717970597135
550,B00550,120.45766184530959,31.484644337158507
551,B00551,120.45803115575,31.48457902021381
552,B00552,120.45824080086516,31.48461114957859
553,B00553,120.3894858844303,31.48491005375616
554,B00554,120.4571939632444,31.485060392793436
555,B00555,120.41766167778177,31.485163809497273
556,B00556,120.39542821001272,31.485011257717012
557,B00557,120.45438751179779,31.485040384312224
558,B00558,120.46813128939463,31.485027490160583
559,B00559,120.47235212903603,31.48507592510055
560,B00560,120.45460039729363,31.48531146640555
561,B00561,120.45577354035757,31.485300655523968
562,B00562,120.47185932282049,31.485274931814395
563,B00563,120.45464394211095,31.485570122218835
564,B00564,120.46081213781487,31.485410757328484
565,B00565,120.50587785554616,31.48569330936502
566,B00566,120.38925217045602,31.485974906833174
567,B00567,120.39468944016917,31.485626581991884
568,B00568,120.45564811164824,31.485906873142177
569,B00569,120.45349743663803,31.486221065471113
570,B00570,120.39655417648328,31.485716585293705
571,B00571,120.46261162826458,31.486278933967345
572,B00572,120.45400038253635,31.486437197591663
573,B00573,120.40583642574104,31.48616355947268
574,B00574,120.45378079302964,31.48624787263975
575,B00575,120.45598146876458,31.48636796584738
576,B00576,120.46145048268038,31.486448717685747
577,B00577,120.40642204775901,31.486587663457726
578,B00578,120.45620794409008,31.486503212328437
579,B00579,120.46008120135272,31.4864463280516
580,B00580,120.45231399643674,31.486526349925352
581,B00581,120.46085433748256,31.486322921591555
582,B00582,120.43862233219168,31.48682396374518
583,B00583,120.45551351547603,31.4865038903359
584,B00584,120.45501460213819,31.486437179133706
585,B00585,120.39590547648329,31.486319467587187
586,B00586,120.4393088315956,31.48668545925484
587,B00587,120.4541829154809,31.486765612610824
588,B00588,120.46269242207691,31.48681210477617
589,B00589,120.45553341810196,31.487098488521788
590,B00590,120.41821385035003,31.487260835348934
591,B00591,120.46413798013091,31.487082201077364
592,B00592,120.45748198681565,31.486984331370657
593,B00593,120.45833168209424,31.487157874203305
594,B00594,120.39796646372076,31.48714556973381
595,B00595,120.40767218105967,31.487137668996567
596,B00596,120.45962442105807,31.487504605671095
597,B00597,120.46312651724509,31.487366693813193
598,B00598,120.45624061036834,31.487262309838055
599,B00599,120.46272453680318,31.48742167543748
600,B00600,120.4401244162612,31.487660773496966
601,B00601,120.45576469113938,31.487735120774854
602,B00602,120.4527499170299,31.487723988701948
603,B00603,120.36789890255206,31.487686455465642
604,B00604,120.45435163947607,31.487434502990478
605,B00605,120.53173673930628,31.487550519944307
606,B00606,120.45734065060573,31.487843459750117
607,B00607,120.46119791662555,31.487880808070855
608,B00608,120.50814848529508,31.487838486670206
609,B00609,120.52981354658414,31.487835997545115
610,B00610,120.36904554547509,31.487912760466156
611,B00611,120.39729339029589,31.48778995617804
612,B00612,120.36784951310185,31.488125108222405
613,B00613,120.39497016087309,31.487933737960912
614,B00614,120.45670566878917,31.4880717474568
615,B00615,120.45231135760538,31.487704024593246
616,B00616,120.46025246415768,31.487937025228696
617,B00617,120.45139997015286,31.487384016372673
618,B00618,120.45773959991156,31.488074463678448
619,B00619,120.46282117422183,31.48824673169745
620,B00620,120.40586237746915,31.487768027045064
621,B00621,120.36867612932726,31.48833755423479
622,B00622,120.45569712612436,31.48820772219566
623,B00623,120.44429611174185,31.488493313925115
624,B00624,120.46288701854475,31.488449586507294
625,B00625,120.46336511670187,31.488318991737952
626,B00626,120.40054329623794,31.488346858607148
627,B00627,120.46199965036242,31.488481870991514
628,B00628,120.455885159044,31.48872499194285
629,B00629,120.46122102401064,31.48868754067103
630,B00630,120.39461883904163,31.488756876683418
631,B00631,120.45612836464065,31.48860356438408
632,B00632,120.45896207199493,31.48900033518556
633,B00633,120.53126695239484,31.48896907780985
634,B00634,120.53141280713727,31.48897358909786
635,B00635,120.45548727044164,31.489235632660602
636,B00636,120.46115173468463,31.489138527963924
