id,name,standard
10959,B10959,STANDARD1
10960,B10960,STANDARD1
10961,B10961,STANDARD1
10962,B10962,STANDARD2
10963,B10963,STANDARD2
10964,B10964,STANDARD1
10965,B10965,STANDARD2
10966,B10966,STANDARD2
10967,B10967,STANDARD2
10968,B10968,STANDARD2
10969,B10969,STANDARD1
10970,B10970,STANDARD1
10971,B10971,STANDARD2
10972,B10972,STANDARD1
10973,B10973,STANDARD2
10974,B10974,STANDARD5
10975,B10975,STANDARD2
10976,B10976,STANDARD4
10977,B10977,STANDARD5
10978,B10978,STANDARD2
10979,B10979,STANDARD1
10980,B10980,STANDARD2
10981,B10981,STANDARD2
10982,B10982,STANDARD1
10983,B10983,STANDARD2
10984,B10984,STANDARD2
10985,B10985,STANDARD5
10986,B10986,STANDARD1
10987,B10987,STANDARD5
10988,B10988,STANDARD2
10989,B10989,STANDARD4
10990,B10990,STANDARD5
10991,B10991,STANDARD2
10992,B10992,STANDARD2
10993,B10993,STANDARD2
10994,B10994,STANDARD2
10995,B10995,STANDARD2
10996,B10996,STANDARD2
10997,B10997,STANDARD5
10998,B10998,STANDARD1
10999,B10999,STANDARD5
11000,B11000,STANDARD5
11001,B11001,STANDARD1
11002,B11002,STANDARD5
11003,B11003,STANDARD2
11004,B11004,STANDARD1
11005,B11005,STANDARD2
11006,B11006,STANDARD4
11007,B11007,STANDARD2
11008,B11008,STANDARD1
11009,B11009,STANDARD5
11010,B11010,STANDARD2
11011,B11011,STANDARD4
11012,B11012,STANDARD5
11013,B11013,STANDARD2
11014,B11014,STANDARD2
11015,B11015,STANDARD2
11016,B11016,STANDARD2
11017,B11017,STANDARD5
11018,B11018,STANDARD1
11019,B11019,STANDARD2
11020,B11020,STANDARD3
11021,B11021,STANDARD1
11022,B11022,STANDARD5
11023,B11023,STANDARD4
11024,B11024,STANDARD1
11025,B11025,STANDARD1
11026,B11026,STANDARD5
11027,B11027,STANDARD2
11028,B11028,STANDARD2
11029,B11029,STANDARD2
11030,B11030,STANDARD1
11031,B11031,STANDARD1
11032,B11032,STANDARD2
11033,B11033,STANDARD1
11034,B11034,STANDARD2
11035,B11035,STANDARD2
11036,B11036,STANDARD2
11037,B11037,STANDARD1
11038,B11038,STANDARD2
11039,B11039,STANDARD2
11040,B11040,STANDARD1
11041,B11041,STANDARD4
11042,B11042,STANDARD5
11043,B11043,STANDARD2
11044,B11044,STANDARD1
11045,B11045,STANDARD3
11046,B11046,STANDARD1
11047,B11047,STANDARD1
11048,B11048,STANDARD1
11049,B11049,STANDARD2
11050,B11050,STANDARD2
11051,B11051,STANDARD1
11052,B11052,STANDARD5
11053,B11053,STANDARD2
11054,B11054,STANDARD5
11055,B11055,STANDARD1
11056,B11056,STANDARD1
11057,B11057,STANDARD3
11058,B11058,STANDARD5
11059,B11059,STANDARD2
11060,B11060,STANDARD2
11061,B11061,STANDARD1
11062,B11062,STANDARD2
11063,B11063,STANDARD2
11064,B11064,STANDARD2
11065,B11065,STANDARD5
11066,B11066,STANDARD2
11067,B11067,STANDARD1
11068,B11068,STANDARD5
11069,B11069,STANDARD1
11070,B11070,STANDARD2
11071,B11071,STANDARD4
11072,B11072,STANDARD5
11073,B11073,STANDARD1
11074,B11074,STANDARD1
11075,B11075,STANDARD2
11076,B11076,STANDARD2
11077,B11077,STANDARD2
11078,B11078,STANDARD5
11079,B11079,STANDARD2
11080,B11080,STANDARD5
11081,B11081,STANDARD2
11082,B11082,STANDARD4
11083,B11083,STANDARD5
11084,B11084,STANDARD1
11085,B11085,STANDARD2
11086,B11086,STANDARD5
11087,B11087,STANDARD1
11088,B11088,STANDARD5
11089,B11089,STANDARD2
11090,B11090,STANDARD1
11091,B11091,STANDARD1
11092,B11092,STANDARD2
11093,B11093,STANDARD2
11094,B11094,STANDARD1
11095,B11095,STANDARD1
11096,B11096,STANDARD1
11097,B11097,STANDARD5
11098,B11098,STANDARD1
11099,B11099,STANDARD5
11100,B11100,STANDARD5
11101,B11101,STANDARD2
11102,B11102,STANDARD1
11103,B11103,STANDARD5
11104,B11104,STANDARD1
11105,B11105,STANDARD1
11106,B11106,STANDARD2
11107,B11107,STANDARD2
11108,B11108,STANDARD2
11109,B11109,STANDARD1
11110,B11110,STANDARD1
11111,B11111,STANDARD2
11112,B11112,STANDARD2
11113,B11113,STANDARD1
11114,B11114,STANDARD2
11115,B11115,STANDARD2
11116,B11116,STANDARD1
11117,B11117,STANDARD5
11118,B11118,STANDARD5
11119,B11119,STANDARD5
11120,B11120,STANDARD1
11121,B11121,STANDARD1
11122,B11122,STANDARD1
11123,B11123,STANDARD1
11124,B11124,STANDARD1
11125,B11125,STANDARD1
11126,B11126,STANDARD1
11127,B11127,STANDARD2
11128,B11128,STANDARD5
11129,B11129,STANDARD2
11130,B11130,STANDARD2
11131,B11131,STANDARD2
11132,B11132,STANDARD1
11133,B11133,STANDARD1
11134,B11134,STANDARD2
11135,B11135,STANDARD1
11136,B11136,STANDARD1
11137,B11137,STANDARD1
11138,B11138,STANDARD2
11139,B11139,STANDARD2
11140,B11140,STANDARD1
11141,B11141,STANDARD1
11142,B11142,STANDARD1
11143,B11143,STANDARD2
11144,B11144,STANDARD1
11145,B11145,STANDARD5
11146,B11146,STANDARD5
11147,B11147,STANDARD2
11148,B11148,STANDARD1
11149,B11149,STANDARD5
11150,B11150,STANDARD4
11151,B11151,STANDARD1
11152,B11152,STANDARD2
11153,B11153,STANDARD1
11154,B11154,STANDARD1
11155,B11155,STANDARD1
11156,B11156,STANDARD2
11157,B11157,STANDARD1
11158,B11158,STANDARD5
11159,B11159,STANDARD2
11160,B11160,STANDARD4
11161,B11161,STANDARD5
11162,B11162,STANDARD2
11163,B11163,STANDARD1
11164,B11164,STANDARD1
11165,B11165,STANDARD2
11166,B11166,STANDARD1
11167,B11167,STANDARD2
11168,B11168,STANDARD5
11169,B11169,STANDARD1
11170,B11170,STANDARD1
11171,B11171,STANDARD2
11172,B11172,STANDARD2
11173,B11173,STANDARD5
11174,B11174,STANDARD1
11175,B11175,STANDARD2
11176,B11176,STANDARD1
11177,B11177,STANDARD2
11178,B11178,STANDARD2
11179,B11179,STANDARD5
11180,B11180,STANDARD1
11181,B11181,STANDARD1
11182,B11182,STANDARD2
11183,B11183,STANDARD5
11184,B11184,STANDARD4
11185,B11185,STANDARD5
11186,B11186,STANDARD1
11187,B11187,STANDARD2
11188,B11188,STANDARD1
11189,B11189,STANDARD5
11190,B11190,STANDARD2
11191,B11191,STANDARD3
11192,B11192,STANDARD1
11193,B11193,STANDARD2
11194,B11194,STANDARD4
11195,B11195,STANDARD5
11196,B11196,STANDARD1
11197,B11197,STANDARD5
11198,B11198,STANDARD1
11199,B11199,STANDARD4
11200,B11200,STANDARD2
11201,B11201,STANDARD1
11202,B11202,STANDARD2
11203,B11203,STANDARD5
11204,B11204,STANDARD5
11205,B11205,STANDARD1
11206,B11206,STANDARD2
11207,B11207,STANDARD1
11208,B11208,STANDARD1
11209,B11209,STANDARD1
11210,B11210,STANDARD1
11211,B11211,STANDARD2
11212,B11212,STANDARD2
11213,B11213,STANDARD2
11214,B11214,STANDARD2
11215,B11215,STANDARD2
11216,B11216,STANDARD5
11217,B11217,STANDARD1
11218,B11218,STANDARD1
11219,B11219,STANDARD2
11220,B11220,STANDARD1
11221,B11221,STANDARD2
11222,B11222,STANDARD3
11223,B11223,STANDARD1
11224,B11224,STANDARD4
11225,B11225,STANDARD1
11226,B11226,STANDARD2
11227,B11227,STANDARD5
11228,B11228,STANDARD1
11229,B11229,STANDARD5
11230,B11230,STANDARD5
11231,B11231,STANDARD2
11232,B11232,STANDARD5
11233,B11233,STANDARD3
11234,B11234,STANDARD1
11235,B11235,STANDARD3
11236,B11236,STANDARD1
11237,B11237,STANDARD5
11238,B11238,STANDARD4
11239,B11239,STANDARD2
11240,B11240,STANDARD2
11241,B11241,STANDARD5
11242,B11242,STANDARD2
11243,B11243,STANDARD1
11244,B11244,STANDARD2
11245,B11245,STANDARD2
11246,B11246,STANDARD1
11247,B11247,STANDARD1
11248,B11248,STANDARD5
11249,B11249,STANDARD1
11250,B11250,STANDARD2
11251,B11251,STANDARD1
11252,B11252,STANDARD1
11253,B11253,STANDARD2
11254,B11254,STANDARD1
11255,B11255,STANDARD3
11256,B11256,STANDARD2
11257,B11257,STANDARD2
11258,B11258,STANDARD2
11259,B11259,STANDARD1
11260,B11260,STANDARD5
11261,B11261,STANDARD5
11262,B11262,STANDARD5
11263,B11263,STANDARD1
11264,B11264,STANDARD1
11265,B11265,STANDARD2
11266,B11266,STANDARD2
11267,B11267,STANDARD1
11268,B11268,STANDARD1
11269,B11269,STANDARD1
11270,B11270,STANDARD4
11271,B11271,STANDARD5
11272,B11272,STANDARD1
11273,B11273,STANDARD1
11274,B11274,STANDARD1
11275,B11275,STANDARD2
11276,B11276,STANDARD2
11277,B11277,STANDARD5
11278,B11278,STANDARD2
11279,B11279,STANDARD1
11280,B11280,STANDARD1
11281,B11281,STANDARD4
11282,B11282,STANDARD2
11283,B11283,STANDARD1
11284,B11284,STANDARD1
11285,B11285,STANDARD1
11286,B11286,STANDARD1
11287,B11287,STANDARD2
11288,B11288,STANDARD2
11289,B11289,STANDARD2
11290,B11290,STANDARD1
11291,B11291,STANDARD1
11292,B11292,STANDARD5
11293,B11293,STANDARD1
11294,B11294,STANDARD1
11295,B11295,STANDARD1
11296,B11296,STANDARD2
11297,B11297,STANDARD1
11298,B11298,STANDARD5
11299,B11299,STANDARD1
11300,B11300,STANDARD5
11301,B11301,STANDARD4
11302,B11302,STANDARD1
11303,B11303,STANDARD1
11304,B11304,STANDARD1
11305,B11305,STANDARD5
11306,B11306,STANDARD1
11307,B11307,STANDARD4
11308,B11308,STANDARD1
11309,B11309,STANDARD2
11310,B11310,STANDARD1
11311,B11311,STANDARD1
11312,B11312,STANDARD2
11313,B11313,STANDARD4
11314,B11314,STANDARD1
11315,B11315,STANDARD1
11316,B11316,STANDARD2
11317,B11317,STANDARD1
11318,B11318,STANDARD1
11319,B11319,STANDARD1
11320,B11320,STANDARD1
11321,B11321,STANDARD1
11322,B11322,STANDARD4
11323,B11323,STANDARD1
11324,B11324,STANDARD1
11325,B11325,STANDARD1
11326,B11326,STANDARD2
11327,B11327,STANDARD1
11328,B11328,STANDARD5
11329,B11329,STANDARD5
11330,B11330,STANDARD1
11331,B11331,STANDARD1
11332,B11332,STANDARD2
11333,B11333,STANDARD2
11334,B11334,STANDARD2
11335,B11335,STANDARD1
11336,B11336,STANDARD2
11337,B11337,STANDARD1
11338,B11338,STANDARD1
11339,B11339,STANDARD1
11340,B11340,STANDARD2
11341,B11341,STANDARD2
11342,B11342,STANDARD1
11343,B11343,STANDARD2
11344,B11344,STANDARD2
11345,B11345,STANDARD1
11346,B11346,STANDARD1
11347,B11347,STANDARD1
11348,B11348,STANDARD1
11349,B11349,STANDARD4
11350,B11350,STANDARD1
11351,B11351,STANDARD1
11352,B11352,STANDARD1
11353,B11353,STANDARD2
11354,B11354,STANDARD1
11355,B11355,STANDARD2
11356,B11356,STANDARD1
11357,B11357,STANDARD2
11358,B11358,STANDARD1
11359,B11359,STANDARD2
11360,B11360,STANDARD3
11361,B11361,STANDARD1
11362,B11362,STANDARD1
11363,B11363,STANDARD1
11364,B11364,STANDARD5
11365,B11365,STANDARD2
11366,B11366,STANDARD2
11367,B11367,STANDARD1
11368,B11368,STANDARD1
11369,B11369,STANDARD1
11370,B11370,STANDARD2
11371,B11371,STANDARD1
11372,B11372,STANDARD1
11373,B11373,STANDARD5
11374,B11374,STANDARD1
11375,B11375,STANDARD2
11376,B11376,STANDARD2
11377,B11377,STANDARD1
11378,B11378,STANDARD5
11379,B11379,STANDARD1
11380,B11380,STANDARD1
11381,B11381,STANDARD1
11382,B11382,STANDARD2
11383,B11383,STANDARD1
11384,B11384,STANDARD1
11385,B11385,STANDARD5
11386,B11386,STANDARD4
11387,B11387,STANDARD2
11388,B11388,STANDARD1
11389,B11389,STANDARD2
11390,B11390,STANDARD1
11391,B11391,STANDARD5
11392,B11392,STANDARD1
11393,B11393,STANDARD3
11394,B11394,STANDARD2
11395,B11395,STANDARD1
11396,B11396,STANDARD1
11397,B11397,STANDARD1
11398,B11398,STANDARD5
11399,B11399,STANDARD2
11400,B11400,STANDARD1
11401,B11401,STANDARD1
11402,B11402,STANDARD5
11403,B11403,STANDARD5
11404,B11404,STANDARD2
11405,B11405,STANDARD1
11406,B11406,STANDARD1
11407,B11407,STANDARD2
11408,B11408,STANDARD4
11409,B11409,STANDARD2
11410,B11410,STANDARD1
11411,B11411,STANDARD2
11412,B11412,STANDARD4
11413,B11413,STANDARD2
11414,B11414,STANDARD3
11415,B11415,STANDARD4
11416,B11416,STANDARD5
11417,B11417,STANDARD1
11418,B11418,STANDARD2
11419,B11419,STANDARD1
11420,B11420,STANDARD1
11421,B11421,STANDARD1
11422,B11422,STANDARD1
11423,B11423,STANDARD3
11424,B11424,STANDARD2
11425,B11425,STANDARD5
11426,B11426,STANDARD1
11427,B11427,STANDARD2
11428,B11428,STANDARD4
11429,B11429,STANDARD1
11430,B11430,STANDARD1
11431,B11431,STANDARD1
11432,B11432,STANDARD1
11433,B11433,STANDARD1
11434,B11434,STANDARD5
11435,B11435,STANDARD2
11436,B11436,STANDARD2
11437,B11437,STANDARD1
11438,B11438,STANDARD1
11439,B11439,STANDARD1
11440,B11440,STANDARD4
11441,B11441,STANDARD1
11442,B11442,STANDARD2
11443,B11443,STANDARD2
11444,B11444,STANDARD5
11445,B11445,STANDARD5
11446,B11446,STANDARD1
11447,B11447,STANDARD2
11448,B11448,STANDARD4
11449,B11449,STANDARD5
11450,B11450,STANDARD1
11451,B11451,STANDARD2
11452,B11452,STANDARD1
11453,B11453,STANDARD1
11454,B11454,STANDARD2
11455,B11455,STANDARD1
11456,B11456,STANDARD1
11457,B11457,STANDARD5
11458,B11458,STANDARD4
11459,B11459,STANDARD2
11460,B11460,STANDARD2
11461,B11461,STANDARD1
11462,B11462,STANDARD2
11463,B11463,STANDARD4
11464,B11464,STANDARD1
11465,B11465,STANDARD4
11466,B11466,STANDARD3
11467,B11467,STANDARD5
11468,B11468,STANDARD5
11469,B11469,STANDARD1
11470,B11470,STANDARD2
11471,B11471,STANDARD5
11472,B11472,STANDARD4
11473,B11473,STANDARD5
11474,B11474,STANDARD2
11475,B11475,STANDARD1
11476,B11476,STANDARD1
11477,B11477,STANDARD1
11478,B11478,STANDARD4
11479,B11479,STANDARD1
11480,B11480,STANDARD5
11481,B11481,STANDARD2
11482,B11482,STANDARD1
11483,B11483,STANDARD1
11484,B11484,STANDARD1
11485,B11485,STANDARD1
11486,B11486,STANDARD4
11487,B11487,STANDARD4
11488,B11488,STANDARD2
11489,B11489,STANDARD2
11490,B11490,STANDARD5
11491,B11491,STANDARD1
11492,B11492,STANDARD2
11493,B11493,STANDARD2
11494,B11494,STANDARD4
11495,B11495,STANDARD2
11496,B11496,STANDARD2
11497,B11497,STANDARD1
11498,B11498,STANDARD1
11499,B11499,STANDARD1
11500,B11500,STANDARD1
11501,B11501,STANDARD1
11502,B11502,STANDARD1
11503,B11503,STANDARD3
11504,B11504,STANDARD2
11505,B11505,STANDARD1
11506,B11506,STANDARD1
11507,B11507,STANDARD1
11508,B11508,STANDARD5
11509,B11509,STANDARD1
11510,B11510,STANDARD1
11511,B11511,STANDARD2
11512,B11512,STANDARD5
11513,B11513,STANDARD5
11514,B11514,STANDARD4
11515,B11515,STANDARD4
11516,B11516,STANDARD1
11517,B11517,STANDARD4
11518,B11518,STANDARD1
11519,B11519,STANDARD2
11520,B11520,STANDARD1
11521,B11521,STANDARD1
11522,B11522,STANDARD1
11523,B11523,STANDARD5
11524,B11524,STANDARD1
11525,B11525,STANDARD2
11526,B11526,STANDARD4
11527,B11527,STANDARD1
11528,B11528,STANDARD2
11529,B11529,STANDARD5
11530,B11530,STANDARD5
11531,B11531,STANDARD1
11532,B11532,STANDARD1
11533,B11533,STANDARD2
11534,B11534,STANDARD1
11535,B11535,STANDARD2
11536,B11536,STANDARD1
11537,B11537,STANDARD4
11538,B11538,STANDARD2
11539,B11539,STANDARD2
11540,B11540,STANDARD5
11541,B11541,STANDARD2
11542,B11542,STANDARD2
11543,B11543,STANDARD5
11544,B11544,STANDARD2
11545,B11545,STANDARD1
11546,B11546,STANDARD1
11547,B11547,STANDARD1
11548,B11548,STANDARD2
11549,B11549,STANDARD1
11550,B11550,STANDARD3
11551,B11551,STANDARD2
11552,B11552,STANDARD2
11553,B11553,STANDARD1
11554,B11554,STANDARD5
11555,B11555,STANDARD1
11556,B11556,STANDARD2
11557,B11557,STANDARD2
11558,B11558,STANDARD1
11559,B11559,STANDARD2
11560,B11560,STANDARD3
11561,B11561,STANDARD1
11562,B11562,STANDARD1
11563,B11563,STANDARD2
11564,B11564,STANDARD2
11565,B11565,STANDARD2
11566,B11566,STANDARD5
11567,B11567,STANDARD1
11568,B11568,STANDARD1
11569,B11569,STANDARD1
11570,B11570,STANDARD1
11571,B11571,STANDARD2
11572,B11572,STANDARD5
11573,B11573,STANDARD5
11574,B11574,STANDARD2
11575,B11575,STANDARD1
11576,B11576,STANDARD5
11577,B11577,STANDARD1
11578,B11578,STANDARD1
11579,B11579,STANDARD4
11580,B11580,STANDARD3
11581,B11581,STANDARD2
11582,B11582,STANDARD2
11583,B11583,STANDARD1
11584,B11584,STANDARD2
11585,B11585,STANDARD2
11586,B11586,STANDARD1
11587,B11587,STANDARD1
11588,B11588,STANDARD5
11589,B11589,STANDARD5
11590,B11590,STANDARD5
11591,B11591,STANDARD3
11592,B11592,STANDARD1
11593,B11593,STANDARD1
11594,B11594,STANDARD2
11595,B11595,STANDARD2
11596,B11596,STANDARD2
11597,B11597,STANDARD2
11598,B11598,STANDARD1
11599,B11599,STANDARD2
11600,B11600,STANDARD2
11601,B11601,STANDARD4
11602,B11602,STANDARD1
11603,B11603,STANDARD3
11604,B11604,STANDARD5
11605,B11605,STANDARD4
11606,B11606,STANDARD1
11607,B11607,STANDARD1
11608,B11608,STANDARD1
11609,B11609,STANDARD1
11610,B11610,STANDARD5
11611,B11611,STANDARD2
11612,B11612,STANDARD2
11613,B11613,STANDARD1
11614,B11614,STANDARD1
11615,B11615,STANDARD2
11616,B11616,STANDARD1
11617,B11617,STANDARD2
11618,B11618,STANDARD2
11619,B11619,STANDARD1
11620,B11620,STANDARD5
11621,B11621,STANDARD2
11622,B11622,STANDARD2
11623,B11623,STANDARD2
11624,B11624,STANDARD2
11625,B11625,STANDARD1
11626,B11626,STANDARD2
11627,B11627,STANDARD1
11628,B11628,STANDARD2
11629,B11629,STANDARD1
11630,B11630,STANDARD2
11631,B11631,STANDARD2
11632,B11632,STANDARD2
11633,B11633,STANDARD2
11634,B11634,STANDARD5
11635,B11635,STANDARD1
11636,B11636,STANDARD4
11637,B11637,STANDARD2
11638,B11638,STANDARD3
11639,B11639,STANDARD2
11640,B11640,STANDARD2
11641,B11641,STANDARD1
11642,B11642,STANDARD1
11643,B11643,STANDARD2
11644,B11644,STANDARD4
11645,B11645,STANDARD1
11646,B11646,STANDARD1
11647,B11647,STANDARD1
11648,B11648,STANDARD2
11649,B11649,STANDARD1
11650,B11650,STANDARD1
11651,B11651,STANDARD2
11652,B11652,STANDARD5
11653,B11653,STANDARD1
11654,B11654,STANDARD2
11655,B11655,STANDARD2
11656,B11656,STANDARD5
11657,B11657,STANDARD2
11658,B11658,STANDARD1
11659,B11659,STANDARD1
11660,B11660,STANDARD1
11661,B11661,STANDARD1
11662,B11662,STANDARD1
11663,B11663,STANDARD2
11664,B11664,STANDARD1
11665,B11665,STANDARD1
11666,B11666,STANDARD2
11667,B11667,STANDARD2
11668,B11668,STANDARD2
11669,B11669,STANDARD2
11670,B11670,STANDARD1
11671,B11671,STANDARD5
11672,B11672,STANDARD2
11673,B11673,STANDARD2
11674,B11674,STANDARD2
11675,B11675,STANDARD2
11676,B11676,STANDARD1
11677,B11677,STANDARD4
11678,B11678,STANDARD2
11679,B11679,STANDARD2
11680,B11680,STANDARD2
11681,B11681,STANDARD2
11682,B11682,STANDARD5
11683,B11683,STANDARD1
11684,B11684,STANDARD2
11685,B11685,STANDARD5
11686,B11686,STANDARD1
11687,B11687,STANDARD2
11688,B11688,STANDARD1
11689,B11689,STANDARD1
11690,B11690,STANDARD1
11691,B11691,STANDARD2
11692,B11692,STANDARD1
11693,B11693,STANDARD4
11694,B11694,STANDARD2
11695,B11695,STANDARD4
11696,B11696,STANDARD2
11697,B11697,STANDARD1
11698,B11698,STANDARD1
11699,B11699,STANDARD1
11700,B11700,STANDARD2
11701,B11701,STANDARD1
11702,B11702,STANDARD5
11703,B11703,STANDARD2
11704,B11704,STANDARD1
11705,B11705,STANDARD1
11706,B11706,STANDARD2
11707,B11707,STANDARD1
11708,B11708,STANDARD2
11709,B11709,STANDARD2
11710,B11710,STANDARD1
11711,B11711,STANDARD1
11712,B11712,STANDARD5
11713,B11713,STANDARD1
11714,B11714,STANDARD1
11715,B11715,STANDARD1
11716,B11716,STANDARD1
11717,B11717,STANDARD1
11718,B11718,STANDARD2
11719,B11719,STANDARD1
11720,B11720,STANDARD2
11721,B11721,STANDARD2
11722,B11722,STANDARD1
11723,B11723,STANDARD2
11724,B11724,STANDARD1
11725,B11725,STANDARD2
11726,B11726,STANDARD1
11727,B11727,STANDARD2
11728,B11728,STANDARD2
11729,B11729,STANDARD2
11730,B11730,STANDARD2
11731,B11731,STANDARD2
11732,B11732,STANDARD5
11733,B11733,STANDARD2
11734,B11734,STANDARD2
11735,B11735,STANDARD2
11736,B11736,STANDARD5
11737,B11737,STANDARD1
11738,B11738,STANDARD4
11739,B11739,STANDARD2
11740,B11740,STANDARD1
11741,B11741,STANDARD5
11742,B11742,STANDARD3
11743,B11743,STANDARD1
11744,B11744,STANDARD2
11745,B11745,STANDARD2
11746,B11746,STANDARD2
11747,B11747,STANDARD1
11748,B11748,STANDARD2
11749,B11749,STANDARD4
11750,B11750,STANDARD2
11751,B11751,STANDARD2
11752,B11752,STANDARD2
11753,B11753,STANDARD1
11754,B11754,STANDARD2
11755,B11755,STANDARD1
11756,B11756,STANDARD4
11757,B11757,STANDARD4
11758,B11758,STANDARD2
11759,B11759,STANDARD1
11760,B11760,STANDARD5
11761,B11761,STANDARD1
11762,B11762,STANDARD2
11763,B11763,STANDARD2
11764,B11764,STANDARD1
11765,B11765,STANDARD4
11766,B11766,STANDARD4
11767,B11767,STANDARD1
11768,B11768,STANDARD1
11769,B11769,STANDARD1
11770,B11770,STANDARD2
11771,B11771,STANDARD1
11772,B11772,STANDARD1
11773,B11773,STANDARD5
11774,B11774,STANDARD1
11775,B11775,STANDARD4
11776,B11776,STANDARD2
11777,B11777,STANDARD1
11778,B11778,STANDARD1
11779,B11779,STANDARD1
11780,B11780,STANDARD1
11781,B11781,STANDARD1
11782,B11782,STANDARD2
11783,B11783,STANDARD5
11784,B11784,STANDARD4
11785,B11785,STANDARD1
11786,B11786,STANDARD1
11787,B11787,STANDARD1
11788,B11788,STANDARD5
11789,B11789,STANDARD3
11790,B11790,STANDARD2
11791,B11791,STANDARD1
11792,B11792,STANDARD1
11793,B11793,STANDARD2
11794,B11794,STANDARD1
11795,B11795,STANDARD1
11796,B11796,STANDARD5
11797,B11797,STANDARD5
11798,B11798,STANDARD1
11799,B11799,STANDARD2
11800,B11800,STANDARD4
11801,B11801,STANDARD5
11802,B11802,STANDARD1
11803,B11803,STANDARD4
11804,B11804,STANDARD1
11805,B11805,STANDARD2
11806,B11806,STANDARD4
11807,B11807,STANDARD1
11808,B11808,STANDARD1
11809,B11809,STANDARD4
11810,B11810,STANDARD1
11811,B11811,STANDARD4
11812,B11812,STANDARD1
11813,B11813,STANDARD5
11814,B11814,STANDARD1
11815,B11815,STANDARD5
11816,B11816,STANDARD5
11817,B11817,STANDARD1
11818,B11818,STANDARD1
11819,B11819,STANDARD2
11820,B11820,STANDARD2
11821,B11821,STANDARD2
11822,B11822,STANDARD2
11823,B11823,STANDARD4
11824,B11824,STANDARD1
11825,B11825,STANDARD2
11826,B11826,STANDARD5
11827,B11827,STANDARD2
11828,B11828,STANDARD1
11829,B11829,STANDARD1
11830,B11830,STANDARD1
11831,B11831,STANDARD2
11832,B11832,STANDARD1
11833,B11833,STANDARD1
11834,B11834,STANDARD4
11835,B11835,STANDARD2
11836,B11836,STANDARD2
11837,B11837,STANDARD1
11838,B11838,STANDARD1
11839,B11839,STANDARD5
11840,B11840,STANDARD1
11841,B11841,STANDARD2
11842,B11842,STANDARD5
11843,B11843,STANDARD1
11844,B11844,STANDARD1
11845,B11845,STANDARD1
11846,B11846,STANDARD4
11847,B11847,STANDARD2
11848,B11848,STANDARD5
11849,B11849,STANDARD1
11850,B11850,STANDARD4
11851,B11851,STANDARD1
11852,B11852,STANDARD1
11853,B11853,STANDARD1
11854,B11854,STANDARD4
11855,B11855,STANDARD1
11856,B11856,STANDARD1
11857,B11857,STANDARD2
11858,B11858,STANDARD1
11859,B11859,STANDARD5
11860,B11860,STANDARD2
11861,B11861,STANDARD1
11862,B11862,STANDARD1
11863,B11863,STANDARD2
11864,B11864,STANDARD1
11865,B11865,STANDARD5
11866,B11866,STANDARD2
11867,B11867,STANDARD2
11868,B11868,STANDARD1
11869,B11869,STANDARD2
11870,B11870,STANDARD5
11871,B11871,STANDARD5
11872,B11872,STANDARD2
11873,B11873,STANDARD5
11874,B11874,STANDARD2
11875,B11875,STANDARD1
11876,B11876,STANDARD1
11877,B11877,STANDARD4
11878,B11878,STANDARD2
11879,B11879,STANDARD5
11880,B11880,STANDARD2
11881,B11881,STANDARD2
11882,B11882,STANDARD2
11883,B11883,STANDARD5
11884,B11884,STANDARD1
11885,B11885,STANDARD1
11886,B11886,STANDARD1
11887,B11887,STANDARD1
11888,B11888,STANDARD1
11889,B11889,STANDARD1
11890,B11890,STANDARD1
11891,B11891,STANDARD5
11892,B11892,STANDARD2
11893,B11893,STANDARD2
11894,B11894,STANDARD1
11895,B11895,STANDARD1
11896,B11896,STANDARD2
11897,B11897,STANDARD1
11898,B11898,STANDARD1
11899,B11899,STANDARD1
11900,B11900,STANDARD1
11901,B11901,STANDARD1
11902,B11902,STANDARD4
11903,B11903,STANDARD2
11904,B11904,STANDARD3
11905,B11905,STANDARD1
11906,B11906,STANDARD1
11907,B11907,STANDARD1
11908,B11908,STANDARD4
11909,B11909,STANDARD4
11910,B11910,STANDARD1
11911,B11911,STANDARD1
11912,B11912,STANDARD1
11913,B11913,STANDARD2
11914,B11914,STANDARD2
11915,B11915,STANDARD2
11916,B11916,STANDARD2
11917,B11917,STANDARD1
11918,B11918,STANDARD1
11919,B11919,STANDARD1
11920,B11920,STANDARD1
11921,B11921,STANDARD4
11922,B11922,STANDARD1
11923,B11923,STANDARD2
11924,B11924,STANDARD1
11925,B11925,STANDARD1
11926,B11926,STANDARD1
11927,B11927,STANDARD1
11928,B11928,STANDARD2
11929,B11929,STANDARD1
11930,B11930,STANDARD1
11931,B11931,STANDARD1
11932,B11932,STANDARD2
11933,B11933,STANDARD2
11934,B11934,STANDARD1
11935,B11935,STANDARD2
11936,B11936,STANDARD2
11937,B11937,STANDARD3
11938,B11938,STANDARD1
11939,B11939,STANDARD1
11940,B11940,STANDARD1
11941,B11941,STANDARD2
11942,B11942,STANDARD1
11943,B11943,STANDARD5
11944,B11944,STANDARD2
11945,B11945,STANDARD2
11946,B11946,STANDARD2
11947,B11947,STANDARD1
11948,B11948,STANDARD1
11949,B11949,STANDARD2
11950,B11950,STANDARD1
11951,B11951,STANDARD4
11952,B11952,STANDARD1
11953,B11953,STANDARD1
11954,B11954,STANDARD2
11955,B11955,STANDARD2
11956,B11956,STANDARD2
11957,B11957,STANDARD2
