id,name,standard
5723,B05723,STANDARD5
5724,B05724,STANDARD1
5725,B05725,STANDARD4
5726,B05726,STANDARD1
5727,B05727,STANDARD1
5728,B05728,STANDARD1
5729,B05729,STANDARD2
5730,B05730,STANDARD4
5731,B05731,STANDARD1
5732,B05732,STANDARD1
5733,B05733,STANDARD1
5734,B05734,STANDARD5
5735,B05735,STANDARD1
5736,B05736,STANDARD5
5737,B05737,STANDARD1
5738,B05738,STANDARD1
5739,B05739,STANDARD3
5740,B05740,STANDARD1
5741,B05741,STANDARD2
5742,B05742,STANDARD3
5743,B05743,STANDARD5
5744,B05744,STANDARD1
5745,B05745,STANDARD2
5746,B05746,STANDARD5
5747,B05747,STANDARD1
5748,B05748,STANDARD2
5749,B05749,STANDARD5
5750,B05750,STANDARD2
5751,B05751,STANDARD4
5752,B05752,STANDARD5
5753,B05753,STANDARD1
5754,B05754,STANDARD4
5755,B05755,STANDARD1
5756,B05756,STANDARD1
5757,B05757,STANDARD1
5758,B05758,STANDARD1
5759,B05759,STANDARD1
5760,B05760,STANDARD1
5761,B05761,STANDARD5
5762,B05762,STANDARD1
5763,B05763,STANDARD2
5764,B05764,STANDARD5
5765,B05765,STANDARD1
5766,B05766,STANDARD1
5767,B05767,STANDARD3
5768,B05768,STANDARD5
5769,B05769,STANDARD2
5770,B05770,STANDARD2
5771,B05771,STANDARD3
5772,B05772,STANDARD1
5773,B05773,STANDARD3
5774,B05774,STANDARD1
5775,B05775,STANDARD2
5776,B05776,STANDARD5
5777,B05777,STANDARD5
5778,B05778,STANDARD2
5779,B05779,STANDARD1
5780,B05780,STANDARD1
5781,B05781,STANDARD1
5782,B05782,STANDARD1
5783,B05783,STANDARD5
5784,B05784,STANDARD1
5785,B05785,STANDARD3
5786,B05786,STANDARD1
5787,B05787,STANDARD2
5788,B05788,STANDARD5
5789,B05789,STANDARD5
5790,B05790,STANDARD5
5791,B05791,STANDARD5
5792,B05792,STANDARD5
5793,B05793,STANDARD1
5794,B05794,STANDARD1
5795,B05795,STANDARD1
5796,B05796,STANDARD4
5797,B05797,STANDARD5
5798,B05798,STANDARD1
5799,B05799,STANDARD1
5800,B05800,STANDARD2
5801,B05801,STANDARD1
5802,B05802,STANDARD1
5803,B05803,STANDARD1
5804,B05804,STANDARD1
5805,B05805,STANDARD1
5806,B05806,STANDARD5
5807,B05807,STANDARD3
5808,B05808,STANDARD1
5809,B05809,STANDARD5
5810,B05810,STANDARD2
5811,B05811,STANDARD2
5812,B05812,STANDARD5
5813,B05813,STANDARD5
5814,B05814,STANDARD2
5815,B05815,STANDARD4
5816,B05816,STANDARD1
5817,B05817,STANDARD5
5818,B05818,STANDARD1
5819,B05819,STANDARD1
5820,B05820,STANDARD2
5821,B05821,STANDARD1
5822,B05822,STANDARD5
5823,B05823,STANDARD1
5824,B05824,STANDARD4
5825,B05825,STANDARD1
5826,B05826,STANDARD1
5827,B05827,STANDARD5
5828,B05828,STANDARD1
5829,B05829,STANDARD5
5830,B05830,STANDARD5
5831,B05831,STANDARD1
5832,B05832,STANDARD1
5833,B05833,STANDARD1
5834,B05834,STANDARD4
5835,B05835,STANDARD3
5836,B05836,STANDARD5
5837,B05837,STANDARD5
5838,B05838,STANDARD5
5839,B05839,STANDARD1
5840,B05840,STANDARD4
5841,B05841,STANDARD1
5842,B05842,STANDARD5
5843,B05843,STANDARD1
5844,B05844,STANDARD1
5845,B05845,STANDARD5
5846,B05846,STANDARD5
5847,B05847,STANDARD4
5848,B05848,STANDARD5
5849,B05849,STANDARD5
5850,B05850,STANDARD2
5851,B05851,STANDARD5
5852,B05852,STANDARD4
5853,B05853,STANDARD1
5854,B05854,STANDARD2
5855,B05855,STANDARD1
5856,B05856,STANDARD5
5857,B05857,STANDARD1
5858,B05858,STANDARD4
5859,B05859,STANDARD5
5860,B05860,STANDARD1
5861,B05861,STANDARD5
5862,B05862,STANDARD5
5863,B05863,STANDARD1
5864,B05864,STANDARD5
5865,B05865,STANDARD3
5866,B05866,STANDARD1
5867,B05867,STANDARD5
5868,B05868,STANDARD2
5869,B05869,STANDARD2
5870,B05870,STANDARD4
5871,B05871,STANDARD2
5872,B05872,STANDARD3
5873,B05873,STANDARD5
5874,B05874,STANDARD4
5875,B05875,STANDARD1
5876,B05876,STANDARD1
5877,B05877,STANDARD1
5878,B05878,STANDARD3
5879,B05879,STANDARD1
5880,B05880,STANDARD5
5881,B05881,STANDARD1
5882,B05882,STANDARD4
5883,B05883,STANDARD1
5884,B05884,STANDARD4
5885,B05885,STANDARD1
5886,B05886,STANDARD1
5887,B05887,STANDARD5
5888,B05888,STANDARD1
5889,B05889,STANDARD1
5890,B05890,STANDARD1
5891,B05891,STANDARD5
5892,B05892,STANDARD5
5893,B05893,STANDARD1
5894,B05894,STANDARD2
5895,B05895,STANDARD5
5896,B05896,STANDARD2
5897,B05897,STANDARD1
5898,B05898,STANDARD4
5899,B05899,STANDARD5
5900,B05900,STANDARD1
5901,B05901,STANDARD2
5902,B05902,STANDARD5
5903,B05903,STANDARD2
5904,B05904,STANDARD1
5905,B05905,STANDARD4
5906,B05906,STANDARD4
5907,B05907,STANDARD2
5908,B05908,STANDARD2
5909,B05909,STANDARD5
5910,B05910,STANDARD1
5911,B05911,STANDARD1
5912,B05912,STANDARD5
5913,B05913,STANDARD5
5914,B05914,STANDARD3
5915,B05915,STANDARD5
5916,B05916,STANDARD5
5917,B05917,STANDARD2
5918,B05918,STANDARD3
5919,B05919,STANDARD1
5920,B05920,STANDARD1
5921,B05921,STANDARD5
5922,B05922,STANDARD5
5923,B05923,STANDARD5
5924,B05924,STANDARD1
5925,B05925,STANDARD5
5926,B05926,STANDARD5
5927,B05927,STANDARD1
5928,B05928,STANDARD1
5929,B05929,STANDARD5
5930,B05930,STANDARD5
5931,B05931,STANDARD2
5932,B05932,STANDARD5
5933,B05933,STANDARD4
5934,B05934,STANDARD1
5935,B05935,STANDARD1
5936,B05936,STANDARD2
5937,B05937,STANDARD5
5938,B05938,STANDARD2
5939,B05939,STANDARD5
5940,B05940,STANDARD1
5941,B05941,STANDARD5
5942,B05942,STANDARD4
5943,B05943,STANDARD1
5944,B05944,STANDARD2
5945,B05945,STANDARD5
5946,B05946,STANDARD4
5947,B05947,STANDARD4
5948,B05948,STANDARD1
5949,B05949,STANDARD2
5950,B05950,STANDARD1
5951,B05951,STANDARD4
5952,B05952,STANDARD1
5953,B05953,STANDARD5
5954,B05954,STANDARD5
5955,B05955,STANDARD5
5956,B05956,STANDARD5
5957,B05957,STANDARD1
5958,B05958,STANDARD4
5959,B05959,STANDARD5
5960,B05960,STANDARD1
5961,B05961,STANDARD5
5962,B05962,STANDARD1
5963,B05963,STANDARD5
5964,B05964,STANDARD1
5965,B05965,STANDARD4
5966,B05966,STANDARD4
5967,B05967,STANDARD3
5968,B05968,STANDARD1
5969,B05969,STANDARD3
5970,B05970,STANDARD2
5971,B05971,STANDARD4
5972,B05972,STANDARD2
5973,B05973,STANDARD2
5974,B05974,STANDARD1
5975,B05975,STANDARD4
5976,B05976,STANDARD5
5977,B05977,STANDARD4
5978,B05978,STANDARD5
5979,B05979,STANDARD2
5980,B05980,STANDARD5
5981,B05981,STANDARD5
5982,B05982,STANDARD1
5983,B05983,STANDARD1
5984,B05984,STANDARD1
5985,B05985,STANDARD1
5986,B05986,STANDARD4
5987,B05987,STANDARD4
5988,B05988,STANDARD4
5989,B05989,STANDARD1
5990,B05990,STANDARD5
5991,B05991,STANDARD2
5992,B05992,STANDARD3
5993,B05993,STANDARD1
5994,B05994,STANDARD4
5995,B05995,STANDARD4
5996,B05996,STANDARD4
5997,B05997,STANDARD4
5998,B05998,STANDARD5
5999,B05999,STANDARD4
6000,B06000,STANDARD2
6001,B06001,STANDARD5
6002,B06002,STANDARD5
6003,B06003,STANDARD1
6004,B06004,STANDARD4
6005,B06005,STANDARD1
6006,B06006,STANDARD1
6007,B06007,STANDARD2
6008,B06008,STANDARD5
6009,B06009,STANDARD5
6010,B06010,STANDARD5
6011,B06011,STANDARD5
6012,B06012,STANDARD1
6013,B06013,STANDARD5
6014,B06014,STANDARD2
6015,B06015,STANDARD5
6016,B06016,STANDARD5
6017,B06017,STANDARD1
6018,B06018,STANDARD1
6019,B06019,STANDARD1
6020,B06020,STANDARD1
6021,B06021,STANDARD1
6022,B06022,STANDARD1
6023,B06023,STANDARD5
6024,B06024,STANDARD2
6025,B06025,STANDARD5
6026,B06026,STANDARD5
6027,B06027,STANDARD3
6028,B06028,STANDARD2
6029,B06029,STANDARD1
6030,B06030,STANDARD4
6031,B06031,STANDARD2
6032,B06032,STANDARD3
6033,B06033,STANDARD1
6034,B06034,STANDARD1
6035,B06035,STANDARD2
6036,B06036,STANDARD5
6037,B06037,STANDARD2
6038,B06038,STANDARD1
6039,B06039,STANDARD1
6040,B06040,STANDARD5
6041,B06041,STANDARD4
6042,B06042,STANDARD4
6043,B06043,STANDARD5
6044,B06044,STANDARD4
6045,B06045,STANDARD5
6046,B06046,STANDARD3
6047,B06047,STANDARD1
6048,B06048,STANDARD1
6049,B06049,STANDARD1
6050,B06050,STANDARD1
6051,B06051,STANDARD5
6052,B06052,STANDARD1
6053,B06053,STANDARD4
6054,B06054,STANDARD1
6055,B06055,STANDARD5
6056,B06056,STANDARD4
6057,B06057,STANDARD5
6058,B06058,STANDARD5
6059,B06059,STANDARD1
6060,B06060,STANDARD5
6061,B06061,STANDARD5
6062,B06062,STANDARD1
6063,B06063,STANDARD2
6064,B06064,STANDARD5
6065,B06065,STANDARD5
6066,B06066,STANDARD5
6067,B06067,STANDARD1
6068,B06068,STANDARD1
6069,B06069,STANDARD2
6070,B06070,STANDARD1
6071,B06071,STANDARD1
6072,B06072,STANDARD1
6073,B06073,STANDARD1
6074,B06074,STANDARD2
6075,B06075,STANDARD1
6076,B06076,STANDARD1
6077,B06077,STANDARD1
6078,B06078,STANDARD5
6079,B06079,STANDARD2
6080,B06080,STANDARD1
6081,B06081,STANDARD1
6082,B06082,STANDARD1
6083,B06083,STANDARD5
6084,B06084,STANDARD1
6085,B06085,STANDARD1
6086,B06086,STANDARD1
6087,B06087,STANDARD3
6088,B06088,STANDARD4
6089,B06089,STANDARD4
6090,B06090,STANDARD2
6091,B06091,STANDARD2
6092,B06092,STANDARD1
6093,B06093,STANDARD4
6094,B06094,STANDARD2
6095,B06095,STANDARD3
6096,B06096,STANDARD2
6097,B06097,STANDARD4
6098,B06098,STANDARD1
6099,B06099,STANDARD4
6100,B06100,STANDARD1
6101,B06101,STANDARD1
6102,B06102,STANDARD5
6103,B06103,STANDARD1
6104,B06104,STANDARD2
6105,B06105,STANDARD3
6106,B06106,STANDARD1
6107,B06107,STANDARD1
6108,B06108,STANDARD2
6109,B06109,STANDARD1
6110,B06110,STANDARD3
6111,B06111,STANDARD5
6112,B06112,STANDARD2
6113,B06113,STANDARD5
6114,B06114,STANDARD3
6115,B06115,STANDARD2
6116,B06116,STANDARD1
6117,B06117,STANDARD5
6118,B06118,STANDARD1
6119,B06119,STANDARD5
6120,B06120,STANDARD1
6121,B06121,STANDARD5
6122,B06122,STANDARD3
6123,B06123,STANDARD2
6124,B06124,STANDARD5
6125,B06125,STANDARD5
6126,B06126,STANDARD1
6127,B06127,STANDARD4
6128,B06128,STANDARD1
6129,B06129,STANDARD4
6130,B06130,STANDARD1
6131,B06131,STANDARD1
6132,B06132,STANDARD5
6133,B06133,STANDARD1
6134,B06134,STANDARD4
6135,B06135,STANDARD5
6136,B06136,STANDARD1
6137,B06137,STANDARD1
6138,B06138,STANDARD1
6139,B06139,STANDARD1
6140,B06140,STANDARD2
6141,B06141,STANDARD3
6142,B06142,STANDARD4
6143,B06143,STANDARD5
6144,B06144,STANDARD1
6145,B06145,STANDARD1
6146,B06146,STANDARD1
6147,B06147,STANDARD3
6148,B06148,STANDARD5
6149,B06149,STANDARD1
6150,B06150,STANDARD3
6151,B06151,STANDARD1
6152,B06152,STANDARD2
6153,B06153,STANDARD1
6154,B06154,STANDARD1
6155,B06155,STANDARD1
6156,B06156,STANDARD2
6157,B06157,STANDARD2
6158,B06158,STANDARD5
6159,B06159,STANDARD1
6160,B06160,STANDARD4
6161,B06161,STANDARD1
6162,B06162,STANDARD1
6163,B06163,STANDARD5
6164,B06164,STANDARD5
6165,B06165,STANDARD1
6166,B06166,STANDARD2
6167,B06167,STANDARD2
6168,B06168,STANDARD2
6169,B06169,STANDARD1
6170,B06170,STANDARD1
6171,B06171,STANDARD5
6172,B06172,STANDARD4
6173,B06173,STANDARD2
6174,B06174,STANDARD1
6175,B06175,STANDARD2
6176,B06176,STANDARD2
6177,B06177,STANDARD5
6178,B06178,STANDARD2
6179,B06179,STANDARD2
6180,B06180,STANDARD5
6181,B06181,STANDARD5
6182,B06182,STANDARD1
6183,B06183,STANDARD2
6184,B06184,STANDARD5
6185,B06185,STANDARD5
6186,B06186,STANDARD1
6187,B06187,STANDARD2
6188,B06188,STANDARD1
6189,B06189,STANDARD5
6190,B06190,STANDARD1
6191,B06191,STANDARD2
6192,B06192,STANDARD2
6193,B06193,STANDARD1
6194,B06194,STANDARD2
6195,B06195,STANDARD5
6196,B06196,STANDARD2
6197,B06197,STANDARD4
6198,B06198,STANDARD5
6199,B06199,STANDARD1
6200,B06200,STANDARD5
6201,B06201,STANDARD5
6202,B06202,STANDARD5
6203,B06203,STANDARD1
6204,B06204,STANDARD5
6205,B06205,STANDARD1
6206,B06206,STANDARD1
6207,B06207,STANDARD5
6208,B06208,STANDARD2
6209,B06209,STANDARD1
6210,B06210,STANDARD1
6211,B06211,STANDARD5
6212,B06212,STANDARD4
6213,B06213,STANDARD2
6214,B06214,STANDARD2
6215,B06215,STANDARD5
6216,B06216,STANDARD1
6217,B06217,STANDARD1
6218,B06218,STANDARD1
6219,B06219,STANDARD2
6220,B06220,STANDARD1
6221,B06221,STANDARD4
6222,B06222,STANDARD4
6223,B06223,STANDARD2
6224,B06224,STANDARD4
6225,B06225,STANDARD2
6226,B06226,STANDARD5
6227,B06227,STANDARD5
6228,B06228,STANDARD1
6229,B06229,STANDARD5
6230,B06230,STANDARD5
6231,B06231,STANDARD1
6232,B06232,STANDARD2
6233,B06233,STANDARD3
6234,B06234,STANDARD5
6235,B06235,STANDARD2
6236,B06236,STANDARD5
6237,B06237,STANDARD1
6238,B06238,STANDARD3
6239,B06239,STANDARD2
6240,B06240,STANDARD1
6241,B06241,STANDARD5
6242,B06242,STANDARD2
6243,B06243,STANDARD2
6244,B06244,STANDARD5
6245,B06245,STANDARD5
6246,B06246,STANDARD5
6247,B06247,STANDARD4
6248,B06248,STANDARD5
6249,B06249,STANDARD4
6250,B06250,STANDARD1
6251,B06251,STANDARD2
6252,B06252,STANDARD5
6253,B06253,STANDARD5
6254,B06254,STANDARD5
6255,B06255,STANDARD2
6256,B06256,STANDARD1
6257,B06257,STANDARD4
6258,B06258,STANDARD5
6259,B06259,STANDARD5
6260,B06260,STANDARD2
6261,B06261,STANDARD5
6262,B06262,STANDARD1
6263,B06263,STANDARD2
6264,B06264,STANDARD5
6265,B06265,STANDARD2
6266,B06266,STANDARD5
6267,B06267,STANDARD1
6268,B06268,STANDARD5
6269,B06269,STANDARD5
6270,B06270,STANDARD5
6271,B06271,STANDARD2
6272,B06272,STANDARD2
6273,B06273,STANDARD5
6274,B06274,STANDARD1
6275,B06275,STANDARD4
6276,B06276,STANDARD1
6277,B06277,STANDARD5
6278,B06278,STANDARD5
6279,B06279,STANDARD1
6280,B06280,STANDARD2
6281,B06281,STANDARD5
6282,B06282,STANDARD2
6283,B06283,STANDARD5
6284,B06284,STANDARD5
6285,B06285,STANDARD5
6286,B06286,STANDARD4
6287,B06287,STANDARD2
6288,B06288,STANDARD1
6289,B06289,STANDARD5
6290,B06290,STANDARD2
6291,B06291,STANDARD1
6292,B06292,STANDARD3
6293,B06293,STANDARD5
6294,B06294,STANDARD5
6295,B06295,STANDARD2
6296,B06296,STANDARD1
6297,B06297,STANDARD1
6298,B06298,STANDARD5
6299,B06299,STANDARD1
6300,B06300,STANDARD2
6301,B06301,STANDARD5
6302,B06302,STANDARD2
6303,B06303,STANDARD4
6304,B06304,STANDARD1
6305,B06305,STANDARD1
6306,B06306,STANDARD5
6307,B06307,STANDARD2
6308,B06308,STANDARD5
6309,B06309,STANDARD3
6310,B06310,STANDARD5
6311,B06311,STANDARD2
6312,B06312,STANDARD5
6313,B06313,STANDARD2
6314,B06314,STANDARD3
6315,B06315,STANDARD5
6316,B06316,STANDARD5
6317,B06317,STANDARD1
6318,B06318,STANDARD2
6319,B06319,STANDARD5
6320,B06320,STANDARD4
6321,B06321,STANDARD3
6322,B06322,STANDARD2
6323,B06323,STANDARD5
6324,B06324,STANDARD4
6325,B06325,STANDARD5
6326,B06326,STANDARD1
6327,B06327,STANDARD5
6328,B06328,STANDARD5
6329,B06329,STANDARD1
6330,B06330,STANDARD2
6331,B06331,STANDARD5
6332,B06332,STANDARD1
6333,B06333,STANDARD5
6334,B06334,STANDARD1
6335,B06335,STANDARD5
6336,B06336,STANDARD2
6337,B06337,STANDARD4
6338,B06338,STANDARD5
6339,B06339,STANDARD2
6340,B06340,STANDARD5
6341,B06341,STANDARD2
6342,B06342,STANDARD5
6343,B06343,STANDARD5
6344,B06344,STANDARD5
6345,B06345,STANDARD5
6346,B06346,STANDARD2
6347,B06347,STANDARD3
6348,B06348,STANDARD1
6349,B06349,STANDARD1
6350,B06350,STANDARD1
6351,B06351,STANDARD4
6352,B06352,STANDARD2
6353,B06353,STANDARD5
6354,B06354,STANDARD1
6355,B06355,STANDARD2
6356,B06356,STANDARD1
6357,B06357,STANDARD1
6358,B06358,STANDARD5
6359,B06359,STANDARD2
6360,B06360,STANDARD1
6361,B06361,STANDARD4
6362,B06362,STANDARD2
6363,B06363,STANDARD5
6364,B06364,STANDARD5
6365,B06365,STANDARD1
6366,B06366,STANDARD1
6367,B06367,STANDARD1
6368,B06368,STANDARD3
6369,B06369,STANDARD1
6370,B06370,STANDARD1
6371,B06371,STANDARD4
6372,B06372,STANDARD5
6373,B06373,STANDARD4
6374,B06374,STANDARD2
6375,B06375,STANDARD2
6376,B06376,STANDARD4
6377,B06377,STANDARD1
6378,B06378,STANDARD1
6379,B06379,STANDARD1
6380,B06380,STANDARD2
6381,B06381,STANDARD4
6382,B06382,STANDARD2
6383,B06383,STANDARD1
6384,B06384,STANDARD5
6385,B06385,STANDARD1
6386,B06386,STANDARD5
6387,B06387,STANDARD1
6388,B06388,STANDARD1
6389,B06389,STANDARD2
6390,B06390,STANDARD4
6391,B06391,STANDARD1
6392,B06392,STANDARD1
6393,B06393,STANDARD1
6394,B06394,STANDARD3
6395,B06395,STANDARD5
6396,B06396,STANDARD1
6397,B06397,STANDARD1
6398,B06398,STANDARD5
6399,B06399,STANDARD2
6400,B06400,STANDARD2
6401,B06401,STANDARD5
6402,B06402,STANDARD2
6403,B06403,STANDARD1
6404,B06404,STANDARD4
6405,B06405,STANDARD3
6406,B06406,STANDARD3
6407,B06407,STANDARD5
6408,B06408,STANDARD1
6409,B06409,STANDARD5
6410,B06410,STANDARD2
6411,B06411,STANDARD1
6412,B06412,STANDARD2
6413,B06413,STANDARD4
6414,B06414,STANDARD1
6415,B06415,STANDARD4
6416,B06416,STANDARD1
6417,B06417,STANDARD1
6418,B06418,STANDARD5
6419,B06419,STANDARD1
6420,B06420,STANDARD1
6421,B06421,STANDARD2
6422,B06422,STANDARD1
6423,B06423,STANDARD1
6424,B06424,STANDARD5
6425,B06425,STANDARD1
6426,B06426,STANDARD1
6427,B06427,STANDARD4
6428,B06428,STANDARD2
6429,B06429,STANDARD1
6430,B06430,STANDARD4
6431,B06431,STANDARD2
6432,B06432,STANDARD5
6433,B06433,STANDARD1
6434,B06434,STANDARD2
6435,B06435,STANDARD5
6436,B06436,STANDARD2
6437,B06437,STANDARD2
6438,B06438,STANDARD5
6439,B06439,STANDARD1
6440,B06440,STANDARD5
6441,B06441,STANDARD1
6442,B06442,STANDARD2
6443,B06443,STANDARD1
6444,B06444,STANDARD2
6445,B06445,STANDARD3
6446,B06446,STANDARD1
6447,B06447,STANDARD5
6448,B06448,STANDARD3
6449,B06449,STANDARD1
6450,B06450,STANDARD2
6451,B06451,STANDARD1
6452,B06452,STANDARD1
6453,B06453,STANDARD1
6454,B06454,STANDARD5
6455,B06455,STANDARD2
6456,B06456,STANDARD1
6457,B06457,STANDARD2
6458,B06458,STANDARD2
6459,B06459,STANDARD1
6460,B06460,STANDARD1
6461,B06461,STANDARD4
6462,B06462,STANDARD3
6463,B06463,STANDARD1
6464,B06464,STANDARD1
6465,B06465,STANDARD4
6466,B06466,STANDARD4
6467,B06467,STANDARD5
6468,B06468,STANDARD5
6469,B06469,STANDARD1
6470,B06470,STANDARD1
6471,B06471,STANDARD1
6472,B06472,STANDARD2
6473,B06473,STANDARD3
6474,B06474,STANDARD4
6475,B06475,STANDARD1
6476,B06476,STANDARD1
6477,B06477,STANDARD1
6478,B06478,STANDARD5
6479,B06479,STANDARD2
6480,B06480,STANDARD3
6481,B06481,STANDARD2
6482,B06482,STANDARD3
6483,B06483,STANDARD1
6484,B06484,STANDARD5
6485,B06485,STANDARD4
6486,B06486,STANDARD1
6487,B06487,STANDARD1
6488,B06488,STANDARD5
6489,B06489,STANDARD2
6490,B06490,STANDARD2
6491,B06491,STANDARD1
6492,B06492,STANDARD5
6493,B06493,STANDARD1
6494,B06494,STANDARD1
6495,B06495,STANDARD4
6496,B06496,STANDARD2
6497,B06497,STANDARD1
6498,B06498,STANDARD5
6499,B06499,STANDARD5
6500,B06500,STANDARD4
6501,B06501,STANDARD3
6502,B06502,STANDARD1
6503,B06503,STANDARD1
6504,B06504,STANDARD1
6505,B06505,STANDARD1
6506,B06506,STANDARD1
6507,B06507,STANDARD2
6508,B06508,STANDARD5
6509,B06509,STANDARD1
6510,B06510,STANDARD5
6511,B06511,STANDARD1
6512,B06512,STANDARD1
6513,B06513,STANDARD5
6514,B06514,STANDARD4
6515,B06515,STANDARD5
6516,B06516,STANDARD4
6517,B06517,STANDARD5
6518,B06518,STANDARD1
6519,B06519,STANDARD5
6520,B06520,STANDARD5
6521,B06521,STANDARD5
6522,B06522,STANDARD2
6523,B06523,STANDARD1
6524,B06524,STANDARD1
6525,B06525,STANDARD1
6526,B06526,STANDARD2
6527,B06527,STANDARD5
6528,B06528,STANDARD1
6529,B06529,STANDARD5
6530,B06530,STANDARD1
6531,B06531,STANDARD3
6532,B06532,STANDARD5
6533,B06533,STANDARD1
6534,B06534,STANDARD1
6535,B06535,STANDARD2
6536,B06536,STANDARD5
6537,B06537,STANDARD1
6538,B06538,STANDARD1
6539,B06539,STANDARD5
6540,B06540,STANDARD1
6541,B06541,STANDARD4
6542,B06542,STANDARD2
6543,B06543,STANDARD2
6544,B06544,STANDARD1
6545,B06545,STANDARD2
6546,B06546,STANDARD4
6547,B06547,STANDARD2
6548,B06548,STANDARD2
6549,B06549,STANDARD1
6550,B06550,STANDARD5
6551,B06551,STANDARD1
6552,B06552,STANDARD2
6553,B06553,STANDARD1
6554,B06554,STANDARD5
6555,B06555,STANDARD1
6556,B06556,STANDARD1
6557,B06557,STANDARD3
6558,B06558,STANDARD2
6559,B06559,STANDARD3
6560,B06560,STANDARD3
6561,B06561,STANDARD1
6562,B06562,STANDARD1
6563,B06563,STANDARD2
6564,B06564,STANDARD5
6565,B06565,STANDARD2
6566,B06566,STANDARD2
6567,B06567,STANDARD5
6568,B06568,STANDARD4
6569,B06569,STANDARD1
6570,B06570,STANDARD1
6571,B06571,STANDARD5
6572,B06572,STANDARD1
6573,B06573,STANDARD5
6574,B06574,STANDARD4
6575,B06575,STANDARD1
6576,B06576,STANDARD5
6577,B06577,STANDARD1
6578,B06578,STANDARD5
6579,B06579,STANDARD2
6580,B06580,STANDARD5
6581,B06581,STANDARD1
6582,B06582,STANDARD5
6583,B06583,STANDARD5
6584,B06584,STANDARD3
6585,B06585,STANDARD2
6586,B06586,STANDARD2
6587,B06587,STANDARD2
6588,B06588,STANDARD4
6589,B06589,STANDARD3
6590,B06590,STANDARD2
6591,B06591,STANDARD2
6592,B06592,STANDARD5
6593,B06593,STANDARD5
6594,B06594,STANDARD3
6595,B06595,STANDARD1
6596,B06596,STANDARD1
6597,B06597,STANDARD2
6598,B06598,STANDARD1
6599,B06599,STANDARD3
6600,B06600,STANDARD5
6601,B06601,STANDARD5
6602,B06602,STANDARD1
6603,B06603,STANDARD1
6604,B06604,STANDARD3
6605,B06605,STANDARD4
6606,B06606,STANDARD3
6607,B06607,STANDARD4
6608,B06608,STANDARD4
6609,B06609,STANDARD3
6610,B06610,STANDARD1
6611,B06611,STANDARD1
6612,B06612,STANDARD2
6613,B06613,STANDARD1
6614,B06614,STANDARD2
6615,B06615,STANDARD5
6616,B06616,STANDARD1
6617,B06617,STANDARD5
6618,B06618,STANDARD1
6619,B06619,STANDARD4
6620,B06620,STANDARD3
6621,B06621,STANDARD1
6622,B06622,STANDARD1
6623,B06623,STANDARD1
6624,B06624,STANDARD1
6625,B06625,STANDARD5
6626,B06626,STANDARD2
6627,B06627,STANDARD4
6628,B06628,STANDARD3
6629,B06629,STANDARD2
6630,B06630,STANDARD1
6631,B06631,STANDARD4
6632,B06632,STANDARD3
6633,B06633,STANDARD1
6634,B06634,STANDARD1
6635,B06635,STANDARD3
6636,B06636,STANDARD1
6637,B06637,STANDARD4
6638,B06638,STANDARD5
6639,B06639,STANDARD5
6640,B06640,STANDARD1
6641,B06641,STANDARD4
6642,B06642,STANDARD1
6643,B06643,STANDARD2
6644,B06644,STANDARD1
6645,B06645,STANDARD2
6646,B06646,STANDARD4
6647,B06647,STANDARD2
6648,B06648,STANDARD4
6649,B06649,STANDARD1
6650,B06650,STANDARD3
6651,B06651,STANDARD3
6652,B06652,STANDARD4
6653,B06653,STANDARD1
6654,B06654,STANDARD1
6655,B06655,STANDARD5
6656,B06656,STANDARD3
6657,B06657,STANDARD2
6658,B06658,STANDARD3
6659,B06659,STANDARD1
6660,B06660,STANDARD1
6661,B06661,STANDARD1
6662,B06662,STANDARD3
6663,B06663,STANDARD4
6664,B06664,STANDARD1
6665,B06665,STANDARD3
6666,B06666,STANDARD2
6667,B06667,STANDARD1
6668,B06668,STANDARD1
6669,B06669,STANDARD1
6670,B06670,STANDARD1
6671,B06671,STANDARD1
6672,B06672,STANDARD1
6673,B06673,STANDARD2
6674,B06674,STANDARD5
6675,B06675,STANDARD3
6676,B06676,STANDARD3
6677,B06677,STANDARD2
6678,B06678,STANDARD1
6679,B06679,STANDARD4
6680,B06680,STANDARD5
6681,B06681,STANDARD1
6682,B06682,STANDARD2
6683,B06683,STANDARD5
6684,B06684,STANDARD1
6685,B06685,STANDARD4
6686,B06686,STANDARD4
6687,B06687,STANDARD2
6688,B06688,STANDARD1
6689,B06689,STANDARD1
6690,B06690,STANDARD3
6691,B06691,STANDARD1
6692,B06692,STANDARD2
6693,B06693,STANDARD3
6694,B06694,STANDARD1
6695,B06695,STANDARD1
6696,B06696,STANDARD4
6697,B06697,STANDARD5
6698,B06698,STANDARD2
6699,B06699,STANDARD5
6700,B06700,STANDARD3
6701,B06701,STANDARD2
6702,B06702,STANDARD2
6703,B06703,STANDARD1
6704,B06704,STANDARD5
6705,B06705,STANDARD4
6706,B06706,STANDARD5
6707,B06707,STANDARD2
6708,B06708,STANDARD5
6709,B06709,STANDARD5
6710,B06710,STANDARD1
6711,B06711,STANDARD3
6712,B06712,STANDARD1
6713,B06713,STANDARD1
6714,B06714,STANDARD1
6715,B06715,STANDARD1
6716,B06716,STANDARD5
6717,B06717,STANDARD4
6718,B06718,STANDARD5
6719,B06719,STANDARD2
6720,B06720,STANDARD1
6721,B06721,STANDARD4
