id,name,area,2014-02-20,2017-02-27,2018-03-28,2020-03-23
1,B00001,784.872401246801,-0.0009879215522848523,0.885504729699066,0.8246353302358667,0.9283120347160742
2,B00002,5583.033176537603,0.9985131306662702,0.9999919127992073,1.0,0.9864886112030956
3,B00003,7950.658484913409,0.9974547989554446,0.9996974872061682,0.8991266130113597,0.9548358560339124
4,B00004,113.75529522448778,0.9950136873337194,1.0,1.0,1.0
5,B00005,2366.3043290525675,0.990045489502079,0.9994728064939884,0.9981663883455804,0.99498194039402
6,B00006,302.3478005249053,0.9781932113394034,1.0,1.0,0.8942715567783126
7,B00007,396.8062757626176,0.7779814443179903,0.9985524532211206,0.9967211529460706,0.8290188545361574
8,B00008,312.6887739803642,0.9638425151872075,1.0,1.0,0.9716490226892556
9,B00009,267.2320416048169,0.5122970348457105,0.25082132698435017,-0.0015382154818282994,-0.0015382154818282994
10,B00010,1647.8489766223356,0.10379594312440721,-0.0009507464293292279,-0.0009507464293292279,-0.0009507464293292279
11,B00011,2048.3675243854523,0.9997087660487763,0.9994517152254759,0.9981597744382097,0.9371135926816371
12,B00012,3088.9302438618615,0.9606390478412524,0.9779189846886773,0.977058200146665,0.9550750275650414
13,B00013,5368.912566674873,0.8515659209111838,0.9704305158585984,0.968982251624151,0.9361907787510895
14,B00014,1833.322355993092,0.9950055235450961,0.9765438252371365,0.959694379786004,0.9495605655982219
15,B00015,2456.5312101673335,0.9904484808262739,0.9996710955150677,1.0,0.9811302766749926
16,B00016,5471.847037568688,0.9908361510156024,0.9770508369743235,0.9604960462906234,0.9993307087338162
17,B00017,938.2645736495033,0.9934422020921329,0.9460241461188967,0.9159184515779988,0.9338528320007438
18,B00018,2263.794495180249,1.0,0.999092001768624,0.9987721477431947,0.9310057104595222
19,B00019,649.665323445417,0.7337612603200508,0.9981154637305792,0.9917458917954501,0.8244599050944109
20,B00020,159.0728711299007,-0.0022322153477725283,0.5084659252957022,0.3510871901548563,0.08075611599424298
21,B00021,1715.8268724634545,0.6973168965578798,0.9266344381874347,0.4700677811890663,0.9043787256846795
22,B00022,131.94241295568645,1.0,0.7757163873247137,0.3591354600307023,0.30935946646530366
23,B00023,3289.5581653937697,0.9413570314866119,0.9995048495650893,0.9911828064995496,0.9787907664555758
24,B00024,406.4491980392486,0.9021266275480629,1.0,1.0,0.906880465001374
25,B00025,2061.1285121776164,1.0,0.9762500985710642,0.9941761294656668,0.9656987746044671
26,B00026,308.4889879319817,0.9163240874507254,0.8188879892260627,0.7917492434287894,0.9470350349245074
27,B00027,2036.2347134947777,0.9950257101469314,0.999786351805323,0.9999428416215566,0.9748232339423123
28,B00028,601.0406948430464,0.9601131025831112,1.0,1.0,0.9584538660911474
29,B00029,1789.6564776757732,0.9803574048171606,0.9938570923511709,0.9865573590456187,0.9357212496166909
30,B00030,1406.216134030372,-0.0009334962666115891,0.9777351992012749,0.991856380221278,0.9907867749846883
31,B00031,2617.9262645952404,0.9988875527505554,0.9968630417122818,0.9885869837265296,0.9834287045236462
32,B00032,793.3283595005396,-0.002348902144579651,0.9331119950999818,0.9313411211051267,0.8848531152269028
33,B00033,5287.100405602716,0.7979919940619196,0.9674672451457885,0.9772607749386693,0.9589853399213548
34,B00034,256.1460289489478,0.9359681140562053,0.9979682109123168,0.9941869193851045,0.83328889681975
