,Ea,El,Edata,Epro,Eaux,Ev,Eve,Qcs_sys,Qcdata_sys,Qcre_sys,Qcpro_sys,Qww_sys,Qhs_sys,Qhpro_sys
00:00,58840.66299999996,63930.39599999973,68045.78999999995,50634.49200000004,10.343999999999944,0.0,0.0,0.0,61241.20700000001,0.0,0.0,22816.107999999957,0.0,446901.31400000054
01:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,5.60999999999994,0.0,0.0,0.0,61241.20700000001,0.0,0.0,18739.82099999999,0.0,446901.31400000054
02:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,2.757999999999927,0.0,0.0,0.0,61249.68899999996,0.0,0.0,21869.898000000005,0.0,446901.31400000054
03:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,2.757999999999927,0.0,0.0,0.0,61241.20700000001,0.0,0.0,22012.824000000106,0.0,446901.31400000054
04:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,3.7289999999998646,0.0,0.0,0.0,61241.20700000001,0.0,0.0,18951.610999999968,0.0,446901.31400000054
05:00,111044.2439999998,105681.70000000038,68045.78999999995,50634.49200000004,44.998000000001156,0.0,0.0,0.0,61246.292,0.0,0.0,71118.20000000013,0.0,446901.31400000054
06:00,262572.6800000003,180959.13600000023,68045.78999999995,70745.05200000008,115.58400000000476,0.0,0.0,0.0,61235.558,0.0,0.0,173230.53500000015,0.0,629724.6160000006
07:00,174211.30900000033,228779.52600000022,68045.78999999995,64041.5389999999,99.699000000004,0.0,0.0,0.0,61241.20700000001,0.0,0.0,151322.1449999996,0.0,568783.4860000017
08:00,172990.6659999989,264141.7850000005,68045.78999999995,68510.49200000006,98.83200000000303,0.0,0.0,0.0,61262.68599999998,0.0,0.0,150034.7980000007,0.0,609410.8880000004
09:00,160247.42199999973,262526.79500000115,68045.78999999995,70745.05200000008,87.45300000000147,0.0,0.0,0.0,61275.11600000001,0.0,0.0,128090.15700000046,0.0,629724.6160000006
10:00,190767.45799999998,307294.47900000063,68045.78999999995,72979.53199999993,81.70400000000093,0.0,0.0,0.0,61292.071999999986,0.0,0.0,120464.30399999992,0.0,650038.2839999993
11:00,127557.54600000018,228140.57600000125,68045.78999999995,72979.53199999993,83.73200000000054,0.0,0.0,0.0,61291.50300000001,0.0,0.0,131201.5310000001,0.0,650038.2839999993
12:00,280050.0409999994,266052.24099999975,68045.78999999995,72979.53199999993,113.94800000000536,0.0,0.0,0.0,61297.71800000003,0.0,0.0,186813.63299999962,0.0,650038.2839999993
13:00,193150.27600000106,274397.44100000133,68045.78999999995,70745.05200000008,98.85600000000268,0.0,0.0,0.0,61292.071999999986,0.0,0.0,156410.35500000094,0.0,629724.6160000006
14:00,190226.29800000024,305427.4940000007,68045.78999999995,72979.53199999993,59.8209999999997,0.0,0.0,0.0,61275.67999999995,0.0,0.0,84967.18800000033,0.0,650038.2839999993
15:00,159235.60700000002,260282.63700000104,68045.78999999995,75214.05299999988,51.48100000000065,0.0,0.0,0.0,61280.764999999985,0.0,0.0,73968.1460000002,0.0,670352.017000001
16:00,150969.71900000027,242021.18400000056,68045.78999999995,75214.05299999988,50.06500000000056,0.0,0.0,0.0,61275.11600000001,0.0,0.0,74985.19000000015,0.0,670352.017000001
17:00,152381.2260000006,205406.55399999986,68045.78999999995,72979.53199999993,69.98599999999905,0.0,0.0,0.0,61271.72899999994,0.0,0.0,108183.93600000058,0.0,650038.2839999993
18:00,234048.70599999867,198198.9110000012,68045.78999999995,70745.05200000008,97.38400000000213,0.0,0.0,0.0,61269.46199999998,0.0,0.0,150572.58099999974,0.0,629724.6160000006
19:00,274637.0759999996,212078.21899999992,68045.78999999995,61806.962000000014,98.23000000000222,0.0,0.0,0.0,61269.46199999998,0.0,0.0,151225.78099999827,0.0,548469.8030000011
20:00,112849.06499999986,109502.72300000029,68045.78999999995,59572.51100000002,90.84500000000061,0.0,0.0,0.0,61262.68599999998,0.0,0.0,148255.31100000042,0.0,528156.0939999995
21:00,113187.8329999999,111681.4430000003,68045.78999999995,59572.51100000002,85.0460000000006,0.0,0.0,0.0,61258.16100000002,0.0,0.0,147941.56100000037,0.0,528156.0939999995
22:00,79956.02999999953,75091.90800000018,68045.78999999995,61806.962000000014,35.57800000000054,0.0,0.0,0.0,61246.855999999985,0.0,0.0,61345.903999999864,0.0,548469.8030000011
23:00,59381.822999999946,65797.38099999976,68045.78999999995,57337.96800000002,28.997000000000984,0.0,0.0,0.0,61244.60700000005,0.0,0.0,52057.996000000036,0.0,507842.4210000002
