,Ea,El,Edata,Epro,Eaux,Ev,Eve,Qcs_sys,Qcdata_sys,Qcre_sys,Qcpro_sys,Qww_sys,Qhs_sys,Qhpro_sys
00:00,58840.66299999996,63930.39599999973,68045.78999999995,50634.49200000004,1448.0039999999522,0.0,0.0,0.0,61188.097999999976,0.0,0.0,24356.991999999882,223049.06800000012,446901.31400000054
01:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,1566.0449999999576,0.0,0.0,0.0,61186.392999999975,0.0,0.0,19210.986999999936,230118.3200000003,446901.31400000054
02:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,1753.3179999999836,0.0,0.0,0.0,61184.69500000003,0.0,0.0,22505.44700000004,243981.73299999948,446901.31400000054
03:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,1941.8459999999861,0.0,0.0,0.0,61184.69500000003,0.0,0.0,22522.746999999927,257488.94800000044,446901.31400000054
04:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,2122.5479999999934,0.0,0.0,0.0,61184.69500000003,0.0,0.0,19435.08199999991,276655.6290000009,446901.31400000054
05:00,111044.2439999998,105681.70000000038,68045.78999999995,50634.49200000004,2315.977999999981,0.0,0.0,0.0,61184.69500000003,0.0,0.0,71800.99199999985,457839.40799999895,446901.31400000054
06:00,262572.6800000003,180959.13600000023,68045.78999999995,70745.05200000008,3315.590999999994,0.0,0.0,0.0,61184.69500000003,0.0,0.0,173411.38399999987,1422163.6900000055,629724.6160000006
07:00,173701.04600000038,227028.65600000037,68045.78999999995,64041.5389999999,4287.421000000017,0.0,0.0,0.0,61184.69500000003,0.0,0.0,152888.60599999953,2192885.0790000157,568783.4860000017
08:00,172148.05999999886,261250.65900000086,68045.78999999995,68510.49200000006,4535.740000000008,0.0,0.0,0.0,61184.13200000003,0.0,0.0,151418.877,2212816.513999999,609410.8880000004
09:00,159072.45299999992,258495.39000000106,68045.78999999995,70745.05200000008,4527.056000000022,0.0,0.0,0.0,61184.69500000003,0.0,0.0,127548.73100000028,2058368.7359999984,629724.6160000006
10:00,189260.14899999954,302122.8330000008,68045.78999999995,72979.53199999993,4519.398000000005,0.0,0.0,0.0,61190.34700000003,0.0,0.0,120404.96999999942,2001159.9959999928,650038.2839999993
11:00,126382.57700000008,224109.1710000015,68045.78999999995,72979.53199999993,4503.709999999993,0.0,0.0,0.0,61193.739000000016,0.0,0.0,131292.81300000063,1656162.9069999887,650038.2839999993
12:00,279857.4569999995,265390.9929999993,68045.78999999995,72979.53199999993,4541.128000000001,0.0,0.0,0.0,61201.659000000014,0.0,0.0,187949.98299999948,1514025.726000006,650038.2839999993
13:00,192307.67000000103,271506.3150000015,68045.78999999995,70745.05200000008,4531.927999999994,0.0,0.0,0.0,61201.659000000014,0.0,0.0,156867.69799999904,1678323.721999989,629724.6160000006
14:00,188718.98899999986,300255.84800000093,68045.78999999995,72979.53199999993,4246.186000000004,0.0,0.0,0.0,61195.992000000006,0.0,0.0,84435.8130000002,1678508.437999997,650038.2839999993
15:00,158060.63800000027,256251.23200000098,68045.78999999995,75214.05299999988,4236.26100000001,0.0,0.0,0.0,61201.659000000014,0.0,0.0,73289.91299999984,1472077.008999994,670352.017000001
16:00,149794.7500000001,237989.7790000003,68045.78999999995,75214.05299999988,4234.3679999999895,0.0,0.0,0.0,61201.659000000014,0.0,0.0,75385.24000000012,1449967.8380000023,670352.017000001
17:00,151870.9630000007,203655.68399999998,68045.78999999995,72979.53199999993,4255.645999999987,0.0,0.0,0.0,61197.12799999999,0.0,0.0,109272.7720000001,1455684.1139999963,650038.2839999993
18:00,234048.70599999867,198198.9110000012,68045.78999999995,70745.05200000008,3547.5039999999776,0.0,0.0,0.0,61195.992000000006,0.0,0.0,151559.7990000003,929188.2989999986,629724.6160000006
19:00,274637.0759999996,212078.21899999992,68045.78999999995,61806.962000000014,3554.8329999999937,0.0,0.0,0.0,61195.992000000006,0.0,0.0,152168.06800000073,880106.3459999973,548469.8030000011
20:00,112849.06499999986,109502.72300000029,68045.78999999995,59572.51100000002,3497.730999999976,0.0,0.0,0.0,61194.876000000004,0.0,0.0,148869.6369999992,1070215.2139999976,528156.0939999995
21:00,113187.8329999999,111681.4430000003,68045.78999999995,59572.51100000002,1779.320999999892,0.0,0.0,0.0,61195.992000000006,0.0,0.0,148768.5009999998,374864.27600000036,528156.0939999995
22:00,79956.02999999953,75091.90800000018,68045.78999999995,61806.962000000014,1604.6239999999198,0.0,0.0,0.0,61195.992000000006,0.0,0.0,61902.63099999975,155329.57599999974,548469.8030000011
23:00,59381.822999999946,65797.38099999976,68045.78999999995,57337.96800000002,1806.3449999999332,0.0,0.0,0.0,61193.17099999996,0.0,0.0,52589.61199999984,177440.5940000004,507842.4210000002
