zone_id,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
zone-058,567.4362,638.8598,606.8304000000002,856.0539999999999,862.4165999999997,1064.5775999999998,3323.8090000000007,3242.037999999999,3511.953400000001,3424.1228000000006,3293.3714,3295.271400000002,3854.4652000000006,3144.0609999999997,2402.2834000000007,2292.8271999999997,2199.8389999999995,2106.1154000000006,2750.778200000001,2870.5795999999996,2525.4633999999996,1558.53,846.4206,693.2777999999997
zone-059,600.7094,694.8773999999999,656.5176000000004,928.7389999999997,934.3464000000001,1137.3344,3485.4500000000007,2889.7008000000005,2542.1395999999995,2375.171200000001,2243.9496,2105.5198,2591.5034000000005,2074.2134000000005,1878.444400000001,1860.0954000000008,1840.1684000000005,1913.4618000000003,2438.605200000002,2557.3222000000005,1866.6940000000002,434.5714000000001,402.9584,301.0736
zone-060,442.29379999999946,474.3957999999996,456.4388,546.2243999999997,545.8311999999997,598.8760000000001,1296.4996000000003,2199.5765999999994,2103.6659999999997,2078.000200000001,2023.1921999999972,1874.2307999999998,1869.2457999999997,1749.7114000000006,1755.4392000000014,1680.2213999999983,1611.9323999999992,1552.9586000000013,1413.3349999999998,1424.1236000000008,810.2906000000003,311.72599999999966,328.52600000000007,317.0404000000004
zone-061,405.7241999999999,421.0545999999999,411.13160000000005,476.70359999999994,472.7831999999999,648.3332000000004,1787.027,1848.0006000000003,1681.2884000000004,1579.6176000000005,1569.169600000001,1352.1420000000007,1570.3233999999998,1420.0733999999998,1366.508800000001,1307.8038000000006,1295.590000000001,1293.4814000000006,1395.6272000000006,1424.1232,1000.5568000000003,500.8669999999999,423.4713999999999,362.4224000000001
zone-062,319.8182,342.4244000000001,334.4188000000001,413.43340000000006,411.81960000000004,557.334,1791.390400000001,1773.3954,1633.3162000000004,1557.0668,1536.2839999999994,1367.5897999999997,1589.7294000000002,1377.859,1332.4573999999998,1274.7028,1236.4857999999995,1231.256,1370.9982,1418.7494000000002,997.2731999999999,388.10159999999985,336.1669999999999,273.668
zone-063,261.9378,280.7171999999999,285.1199999999999,352.72380000000004,350.82820000000004,453.5584000000001,1765.3582000000004,1992.3192000000006,1953.3690000000004,1983.2044,1959.2548000000002,1721.2212000000004,1712.5107999999993,1552.6066,1659.6438,1524.079400000001,1384.9018000000005,1220.7497999999998,1200.7514000000006,1261.5502,922.4896000000001,302.8380000000001,279.49840000000006,215.47599999999989
zone-064,353.4196,357.09960000000007,345.79599999999994,369.606,365.7136,487.18159999999995,727.0636,889.4460000000001,825.7302000000001,735.8630000000002,789.639,602.3996,692.3216000000001,735.1302,722.937,676.2002,676.2988000000003,676.45,584.5052000000002,549.1812,469.3568000000001,446.6580000000001,362.065,345.13179999999994
zone-065,563.4524,654.7922000000001,609.6998,887.5718000000002,899.1178000000001,1117.2074000000002,3495.2454000000002,3113.6154000000006,2756.8649999999993,2584.2638,2448.8684000000003,2316.5566000000003,2820.5517999999997,2278.583,2073.2178000000004,2052.8528,2034.8780000000002,2125.0914000000002,2653.7256,2772.637,1855.3326000000002,431.1612,383.161,274.9368
zone-066,1210.1742000000002,1235.3840000000002,1192.8666000000003,1305.3476,1301.4886000000001,1812.4426000000003,3170.4218,4112.2046,4133.977200000001,3927.3078,4183.4002,3339.5523999999996,3575.2129999999997,3681.7641999999996,3716.8185999999996,3387.8601999999996,3227.8451999999993,2986.3466000000008,2401.1724,2309.2207999999996,2092.7726,1875.8698000000002,1381.5105999999998,1283.22
zone-067,975.6092,1134.9389999999999,1043.7430000000002,1537.8114000000003,1569.4001999999996,2056.4739999999997,7291.817800000001,6583.091800000003,6034.826399999999,5848.760000000002,5637.277599999999,5186.31,6074.559800000003,4985.748199999999,4785.5838,4608.4972,4441.4346000000005,4401.045,5303.9532,5598.456999999998,3847.0758000000005,964.4519999999999,844.6966000000001,543.4445999999999
zone-068,741.2959999999999,902.1284,827.0332000000001,1331.0992,1362.7284000000002,1784.2193999999997,6350.0666,5155.868800000003,4518.682200000001,4213.2062000000005,3977.8169999999996,3732.6546,4717.5726,3684.3214000000003,3312.965400000001,3273.7798000000007,3235.9682,3389.8122,4429.455600000001,4674.7194,3290.785,757.5330000000004,653.7685999999999,411.7676
zone-069,385.60580000000004,448.03020000000004,424.0490000000001,619.4812000000001,626.5788000000001,804.0724000000002,2815.566599999999,2368.6162,2100.8636000000006,1983.3575999999996,1883.4265999999996,1762.7339999999995,2156.2864,1734.0103999999997,1589.7283999999997,1564.6252000000004,1545.0515999999998,1592.3133999999993,2001.4692000000002,2104.7596000000003,1514.8716,338.0526,300.17079999999993,207.10700000000003
zone-070,783.0159999999997,857.5019999999998,823.1847999999998,1065.7561999999998,1067.3021999999999,1268.3570000000002,3751.3722000000002,4332.0264,4111.692799999998,4063.2874,3973.933000000002,3703.552400000002,3964.3234,3542.5265999999997,3514.358800000001,3385.1836000000003,3277.0843999999997,3187.0625999999997,3254.081,3363.5956,2304.0046000000007,589.3643999999998,583.1377999999999,504.25419999999997
zone-071,547.2248000000002,589.9788000000001,571.2360000000001,689.5002,688.8919999999999,772.1236000000004,1938.4039999999998,2470.161,2594.9104000000016,2624.6654000000017,2551.5634000000005,2482.106,2612.6854,2352.9402000000005,2035.462200000001,1937.9191999999996,1880.7451999999994,1732.4740000000004,1781.3840000000014,1825.2922,1590.3308,978.8392000000001,622.0818000000003,570.9309999999999
zone-072,235.88260000000002,254.9586,245.8796,302.68399999999997,304.5788,362.30459999999994,877.4484,1621.7744000000002,1981.0292,2056.4231999999997,2073.728,1961.3522000000003,1928.4616,1772.4386000000004,1589.244,1427.9564000000003,1267.8097999999998,1042.0911999999998,961.5640000000001,973.0306,915.0988000000004,818.2846000000001,448.33740000000006,394.95340000000004
zone-073,653.6226,719.7194000000001,681.5740000000001,890.4447999999999,901.1034000000003,1230.1508,3671.6318000000006,3435.771999999999,3354.9014000000006,3212.4231999999997,3192.8732,2891.008599999999,3441.9436000000005,2928.5976,2640.1542000000004,2495.8057999999996,2396.9772000000007,2342.9566000000004,2732.9067999999997,2823.9582,2242.017599999999,1202.3354,825.2274000000001,673.0106000000002
