zone_id,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
zone-001,201.57719999999998,228.8838,223.275,299.3028,295.7801999999999,313.95900000000006,807.7278000000003,835.2480000000002,765.7374,717.3702000000002,679.4538,638.2068000000002,551.04,599.8152000000001,574.9224,571.1202,566.0225999999999,554.9141999999999,511.65779999999995,480.1332000000001,543.3353999999999,79.64099999999999,86.49480000000001,103.09440000000001
zone-002,205.84439999999995,231.53639999999996,223.46699999999996,303.28380000000004,301.0679999999999,324.54840000000013,876.5351999999997,901.8707999999999,822.8969999999999,768.8286,727.7303999999998,683.4522,590.3957999999999,642.7577999999999,613.1753999999999,608.5536000000001,603.2513999999999,594.0533999999999,549.2226,515.1078,582.8267999999999,91.8132,94.5774,108.41040000000001
zone-003,119.9772,136.16699999999997,131.832,180.4896,177.28140000000002,190.2612,463.91159999999996,520.5678,479.06219999999996,458.0148,430.62299999999993,397.1741999999999,333.786,367.3865999999999,357.21540000000005,351.48659999999995,345.1008,330.1692,284.43179999999995,266.10900000000004,302.5086,31.6356,37.0236,51.7314
zone-004,120.4812,138.0396,131.8062,184.2042,183.51420000000002,199.05840000000003,525.8921999999999,538.521,491.8038,459.9702,435.29699999999997,408.7476000000001,351.6372,383.37899999999996,366.64140000000003,363.8838,360.5166,353.6934,325.61039999999997,305.0064,346.1934,41.3322,43.994400000000006,54.0486
zone-005,233.49360000000007,263.0435999999999,254.4012,337.9025999999999,334.8108,359.0160000000001,885.5939999999998,1149.1517999999999,1026.6473999999998,979.0751999999997,909.9138000000002,847.3812000000003,754.1766000000001,791.6610000000001,750.2814,740.3208,730.8935999999999,742.6836,573.4355999999999,537.7332,593.1198000000002,113.06219999999995,118.73519999999999,134.2026
zone-006,198.56220000000002,250.7315999999999,242.90280000000004,391.5672,389.68860000000006,448.9067999999999,1554.9894,1844.2415999999996,1667.229,1568.6046000000001,1460.2499999999995,1360.2576,1166.4437999999996,1262.0988,1201.7567999999999,1183.6049999999998,1167.0995999999998,1163.0327999999997,949.3199999999998,880.0038,1011.4806000000001,105.14099999999996,76.48920000000001,82.86240000000001
zone-007,25.552799999999998,29.275799999999997,28.892999999999997,38.540400000000005,37.978199999999994,40.8672,133.87139999999997,138.672,125.46659999999999,116.06280000000001,108.97139999999997,101.36880000000001,84.25619999999999,94.54199999999999,90.003,89.2782,88.4268,86.71860000000001,78.01920000000001,72.19800000000001,85.36019999999999,12.3654,12.379799999999996,14.269199999999998
zone-008,35.456999999999994,41.8128,41.80200000000001,59.812200000000004,59.25959999999999,66.7944,254.7006,263.8548,243.58319999999998,228.92579999999998,218.058,206.25179999999997,177.42719999999997,194.70479999999998,186.86159999999998,185.0574,183.531,180.9222,165.3066,154.6242,176.00459999999998,21.355200000000004,18.807000000000002,19.9206
zone-009,63.3942,71.3508,69.0114,90.88799999999999,90.22560000000001,95.12879999999998,226.581,232.1028,209.32440000000003,194.20499999999998,182.7042,170.3682,147.36959999999996,159.9366,151.4238,150.45959999999997,149.22119999999998,147.05579999999998,137.13,128.68140000000002,145.125,23.104200000000002,26.683199999999996,33.262800000000006
zone-010,43.8408,52.53659999999999,51.5424,77.30999999999999,75.888,83.4006,242.26799999999997,2869.4484,3009.4872,3121.9878,2804.4491999999996,2667.0228,2532.8189999999995,2343.6888,1846.245,1730.5122,1606.6560000000002,1449.9252,450.63419999999996,430.2270000000001,730.9631999999999,873.6683999999999,287.9982,293.4426
zone-011,169.3884,234.76680000000002,200.916,431.1096,449.00879999999995,602.3663999999999,3193.482,4190.379,3808.3770000000004,3619.2684,3370.6499999999996,3132.8082000000004,2635.1256,2879.2074000000002,2754.8675999999996,2702.6958000000004,2649.9174000000003,2635.5504,1889.3525999999997,1728.5574000000001,2075.9321999999997,199.959,115.6044,92.1354
