zone_id,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
zone-001,44.090199999999996,48.60279999999997,46.63239999999999,50.83739999999998,47.69199999999998,77.4504,388.6935999999999,122.96679999999999,83.02239999999999,106.97800000000001,119.81619999999995,154.63520000000005,601.7200000000001,203.28720000000004,113.43780000000002,87.53620000000004,55.82019999999999,104.31459999999998,415.2868,471.43560000000014,99.87539999999997,80.66420000000001,70.236,45.75779999999999
zone-002,70.45880000000001,84.22780000000003,66.3628,80.2142,75.70259999999999,100.84819999999998,478.2030000000001,182.17940000000004,130.49260000000004,157.8356,165.6942,182.70860000000008,613.2878,232.41859999999997,135.80979999999994,118.60139999999998,88.53259999999999,145.7758,464.0898000000001,528.9952000000001,144.46020000000004,99.57279999999999,92.20600000000003,64.24019999999999
zone-003,37.6084,44.872399999999985,35.9958,43.384,40.4458,53.7124,268.0318,127.64520000000003,123.65620000000003,192.7024,201.7774,189.90500000000006,381.5432000000001,184.72160000000008,166.24740000000003,144.72260000000003,117.7214,116.91200000000005,262.67980000000006,297.6296,65.71119999999999,45.2754,39.19800000000001,27.508799999999997
zone-004,26.414200000000005,27.942600000000002,26.78119999999999,28.816799999999997,27.366,49.66920000000001,265.7126,84.15420000000002,58.44880000000002,76.81779999999999,87.68139999999997,109.36459999999998,402.6822,133.94500000000002,71.63280000000002,53.3612,36.762600000000006,70.01740000000001,282.07640000000004,320.3786,65.4304,51.44200000000001,44.31439999999999,28.367
zone-005,119.84219999999999,125.85499999999999,120.67759999999997,126.53039999999999,123.4856,155.27780000000004,477.7506000000001,1331.3838000000012,1326.9936,1396.1054000000004,1518.7502000000002,1498.8341999999998,1799.0296000000008,1453.3452000000004,1459.6038000000003,1358.7932,1291.1146000000006,1181.0086000000001,1342.8583999999996,1387.8187999999993,185.34680000000012,157.81160000000003,145.9878,121.25019999999999
zone-006,126.0468,129.96820000000005,127.40139999999998,133.67619999999997,127.6746,205.98799999999997,1141.0954000000002,879.1514000000002,882.6898000000001,1007.4731999999998,1129.6356,1137.9107999999997,1941.0653999999995,1123.7825999999998,1027.4736,907.9049999999999,778.8052000000001,751.8818,1366.4938,1495.2530000000004,287.5578000000001,212.46579999999997,188.61060000000003,133.13520000000003
zone-007,21.4202,28.133400000000005,18.867400000000004,25.4722,23.8932,23.5752,67.93400000000003,29.7804,19.0472,22.663,24.720599999999997,24.928200000000004,84.3024,34.78739999999999,17.882600000000004,17.1218,12.940600000000002,22.3828,68.37339999999999,79.59860000000002,27.247000000000007,20.208599999999997,18.7546,16.8634
zone-008,27.073800000000002,32.4218,24.817,30.421000000000006,28.5492,35.0882,152.09380000000004,58.391,39.951,50.0364,52.3858,56.825399999999995,194.08160000000004,73.41239999999999,42.67539999999999,37.6884,27.3812,46.1026,149.31580000000005,171.10619999999997,48.04,35.2162,34.6018,24.292999999999996
zone-009,13.128200000000001,15.256000000000004,13.689600000000004,15.535400000000001,14.819199999999999,22.0762,106.66359999999999,33.023,23.165000000000006,31.644,36.15379999999999,42.99600000000001,150.44320000000002,52.36839999999999,28.508,22.6854,15.486999999999998,28.107599999999998,111.36559999999999,126.6108,27.702600000000007,23.022000000000002,19.9388,13.4592
zone-010,180.80500000000004,183.52880000000002,180.21300000000002,183.32840000000002,181.72260000000003,189.9624,323.7676000000001,2464.7572000000005,3190.1778,4490.631200000001,5035.597199999999,4603.0743999999995,3172.5692,3596.6886000000004,4389.3142,3861.3727999999996,3345.5314000000008,1980.4524000000001,478.26820000000004,484.05340000000007,575.2918,878.0830000000001,391.1202,320.7488000000001
zone-011,701.8616,859.6258,574.0739999999998,747.0550000000001,721.2854,753.9836,2870.4258000000004,1710.3338000000003,1697.2672000000002,2230.5522,2396.9836,2149.15,3694.2638000000006,2091.147,2091.683,1851.9610000000002,1426.3311999999999,1335.264,2649.8186,3024.4186,1012.2808000000002,605.6734000000001,604.7449999999999,482.3406
zone-012,161.19119999999998,220.901,132.7858,187.139,179.6074,183.45600000000002,739.719,294.607,209.99899999999997,245.91500000000002,247.672,256.014,789.4459999999999,316.9614,205.9078,176.66719999999998,146.13860000000003,238.35740000000004,670.018,773.8232000000002,236.9452,131.1858,123.8542,97.8966
zone-013,877.5342000000002,882.1515999999999,863.2951999999996,879.0431999999996,871.3459999999997,1093.0818000000002,2517.179000000001,3913.1698000000033,4365.780799999998,4882.533600000002,5138.819800000002,4872.974799999997,5626.228200000004,4776.554400000004,4646.733399999998,4255.923599999999,3818.053399999996,3491.4071999999987,3410.340400000002,3586.2078000000015,1477.8450000000007,1390.4919999999995,1132.6787999999997,994.6196000000002
zone-014,500.80060000000003,500.47800000000007,500.128,500.2908,500.2666,515.3418,721.979,10592.0616,9371.534800000001,9424.182799999999,9547.969999999998,9778.665199999996,10051.1292,9911.666800000003,9499.154999999997,9267.204199999998,9547.702799999997,9856.813600000001,9898.3474,9738.9564,541.558,516.8005999999999,512.6628,502.6828
zone-015,17.8202,18.6348,18.6448,19.479000000000006,18.502399999999998,35.525600000000004,231.1166,71.40640000000002,51.467,70.696,77.36540000000001,92.8614,309.89880000000005,110.13260000000004,64.299,50.089200000000005,32.51519999999999,60.406400000000005,221.9872,250.73000000000002,52.88980000000001,36.3064,31.072599999999998,19.304599999999997
