,Ea,El,Edata,Epro,Eaux,Ev,Eve,Qcs_sys,Qcdata_sys,Qcre_sys,Qcpro_sys,Qww_sys,Qhs_sys,Qhpro_sys
00:00,58840.66299999996,63930.39599999973,68045.78999999995,50634.49200000004,176.79000000000295,0.0,0.0,0.0,61206.74500000001,0.0,0.0,17828.16299999996,22234.227999999996,446901.31400000054
01:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,318.24499999997863,0.0,0.0,0.0,61201.659000000014,0.0,0.0,18959.953,32531.54900000002,446901.31400000054
02:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,429.97799999998506,0.0,0.0,0.0,61206.17199999998,0.0,0.0,14984.333000000008,39711.521000000044,446901.31400000054
03:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,613.7759999999823,0.0,0.0,0.0,61201.659000000014,0.0,0.0,14724.86800000003,54170.979000000174,446901.31400000054
04:00,58725.10899999994,63891.399999999725,68045.78999999995,50634.49200000004,815.2369999999789,0.0,0.0,0.0,61201.659000000014,0.0,0.0,14754.384000000025,74109.20099999984,446901.31400000054
05:00,78542.31199999954,70579.66400000025,68045.78999999995,50634.49200000004,1063.0239999999662,0.0,0.0,0.0,61195.437999999944,0.0,0.0,21335.70099999996,110614.5969999999,446901.31400000054
06:00,197568.8619999991,110755.00400000038,68045.78999999995,50634.49200000004,1864.2659999999928,0.0,0.0,0.0,61190.34700000003,0.0,0.0,48204.22600000004,952228.154,446901.31400000054
07:00,82065.60699999984,120964.79800000059,68045.78999999995,50634.49200000004,1943.1679999999913,0.0,0.0,0.0,61190.34700000003,0.0,0.0,80303.87400000021,1049183.0269999956,446901.31400000054
08:00,63503.10800000002,116616.49200000009,68045.78999999995,52868.97400000011,2231.256999999985,0.0,0.0,0.0,61189.78900000004,0.0,0.0,144121.6129999993,1091960.051000001,467215.0350000012
09:00,62972.217000000004,116605.48600000009,68045.78999999995,55103.481000000065,2226.872999999985,0.0,0.0,0.0,61207.30400000004,0.0,0.0,142200.04500000016,988332.2929999949,487528.72599999927
10:00,62940.98499999999,116637.88600000006,68045.78999999995,55103.481000000065,2211.881999999992,0.0,0.0,0.0,61224.26099999998,0.0,0.0,129719.43800000033,895793.1820000042,487528.72599999927
11:00,63070.35200000005,117553.12000000024,68045.78999999995,17116.856000000003,2226.5909999999794,0.0,0.0,0.0,61232.727000000035,0.0,0.0,162764.53500000105,848335.692999998,142195.91999999993
12:00,202352.89599999887,166762.9390000008,68045.78999999995,14882.357000000013,2190.641999999979,0.0,0.0,0.0,61252.50399999997,0.0,0.0,189713.69699999955,570040.8809999981,121882.17600000008
13:00,83662.71799999979,126872.14800000052,68045.78999999995,14882.357000000013,2184.885999999989,0.0,0.0,0.0,61252.50399999997,0.0,0.0,139426.76800000033,663648.2899999983,121882.17600000008
14:00,62399.824999999975,114770.90100000014,68045.78999999995,14882.357000000013,1901.0859999999864,0.0,0.0,0.0,61249.11599999997,0.0,0.0,80209.9589999998,648470.4289999983,121882.17600000008
15:00,62246.52699999996,114593.08500000017,68045.78999999995,14882.357000000013,1886.8689999999847,0.0,0.0,0.0,61252.50399999997,0.0,0.0,63848.602000000144,625566.5790000004,121882.17600000008
16:00,62153.070999999945,114476.51400000016,68045.78999999995,12647.852000000035,1899.585999999984,0.0,0.0,0.0,61252.50399999997,0.0,0.0,80627.60299999989,619963.3169999997,101568.47999999976
17:00,81903.48099999975,120993.21800000056,68045.78999999995,12647.852000000035,1929.0219999999836,0.0,0.0,0.0,61240.64699999999,0.0,0.0,103797.06399999971,594185.3150000003,101568.47999999976
18:00,201546.77399999858,163096.87500000076,68045.78999999995,12647.852000000035,2209.0929999999894,0.0,0.0,0.0,61224.26099999998,0.0,0.0,154206.67899999907,528240.6529999981,101568.47999999976
19:00,242135.14399999924,176976.18299999987,68045.78999999995,12647.852000000035,2155.1469999999886,0.0,0.0,0.0,61218.60699999998,0.0,0.0,124712.64899999926,481072.53300000017,101568.47999999976
20:00,80347.13299999968,74400.68700000022,68045.78999999995,12647.852000000035,2147.380999999991,0.0,0.0,0.0,61210.13000000005,0.0,0.0,102603.1739999996,706721.1789999981,101568.47999999976
21:00,80685.90099999978,76579.40700000033,68045.78999999995,12647.852000000035,387.54499999999035,0.0,0.0,0.0,61207.30400000004,0.0,0.0,128133.57800000036,113073.28800000012,101568.47999999976
22:00,79956.02999999953,75091.90800000018,68045.78999999995,12647.852000000035,375.9119999999931,0.0,0.0,0.0,61201.659000000014,0.0,0.0,64695.32899999974,46206.17199999993,101568.47999999976
23:00,59381.822999999946,65797.38099999976,68045.78999999995,12647.852000000035,388.14599999997773,0.0,0.0,0.0,61203.35299999998,0.0,0.0,45982.12699999979,49203.74499999997,101568.47999999976
