,Ea,El,Edata,Epro,Eaux,Ev,Eve,Qcs_sys,Qcdata_sys,Qcre_sys,Qcpro_sys,Qww_sys,Qhs_sys,Qhpro_sys
00:00,58840.66299999996,63930.39599999973,68045.78999999995,8178.819999999984,135.38100000000657,0.0,0.0,0.0,61190.34700000003,0.0,0.0,21476.738999999994,16305.924000000052,60941.09400000008
01:00,58725.10899999994,63891.399999999725,68045.78999999995,8178.819999999984,250.63500000000118,0.0,0.0,0.0,61184.69500000003,0.0,0.0,17737.40199999989,25223.99,60941.09400000008
02:00,58725.10899999994,63891.399999999725,68045.78999999995,8178.819999999984,398.8059999999825,0.0,0.0,0.0,61188.65,0.0,0.0,15568.52100000001,36401.35099999986,60941.09400000008
03:00,58725.10899999994,63891.399999999725,68045.78999999995,8178.819999999984,578.0989999999812,0.0,0.0,0.0,61184.69500000003,0.0,0.0,14520.75200000001,53054.531000000105,60941.09400000008
04:00,58725.10899999994,63891.399999999725,68045.78999999995,8178.819999999984,737.6969999999781,0.0,0.0,0.0,61184.69500000003,0.0,0.0,14551.693999999952,73362.89400000015,60941.09400000008
05:00,78542.31199999954,70579.66400000025,68045.78999999995,8178.819999999984,855.8169999999725,0.0,0.0,0.0,61181.87600000002,0.0,0.0,15633.397000000015,94649.29499999952,60941.09400000008
06:00,197568.8619999991,110755.00400000038,68045.78999999995,8178.819999999984,1843.6759999999947,0.0,0.0,0.0,61179.05000000005,0.0,0.0,33710.803,895522.5759999979,60941.09400000008
07:00,78942.62999999955,70742.09900000025,68045.78999999995,8178.819999999984,1865.6519999999916,0.0,0.0,0.0,61184.69500000003,0.0,0.0,64608.30800000012,961741.2359999991,60941.09400000008
08:00,59756.2999999999,64352.6209999997,68045.78999999995,8178.819999999984,1889.9009999999905,0.0,0.0,0.0,61194.876000000004,0.0,0.0,100191.1630000003,931619.519999998,60941.09400000008
09:00,59147.30699999995,64190.01899999976,68045.78999999995,8178.819999999984,1911.7959999999937,0.0,0.0,0.0,61201.659000000014,0.0,0.0,131917.84199999977,877115.4089999965,60941.09400000008
10:00,59116.07499999993,64222.41899999973,68045.78999999995,8178.819999999984,1921.1399999999971,0.0,0.0,0.0,61207.30400000004,0.0,0.0,145414.57299999957,827739.6190000022,60941.09400000008
11:00,59031.75299999993,64151.022999999754,68045.78999999995,8178.819999999984,1926.2539999999942,0.0,0.0,0.0,61210.13000000005,0.0,0.0,152715.99800000057,789373.0610000022,60941.09400000008
12:00,197583.631999999,110826.34700000037,68045.78999999995,8178.819999999984,1910.1399999999949,0.0,0.0,0.0,61218.60699999998,0.0,0.0,130873.97299999977,561442.1919999993,60941.09400000008
13:00,78764.62599999954,70767.89200000023,68045.78999999995,8178.819999999984,1898.5399999999934,0.0,0.0,0.0,61224.26099999998,0.0,0.0,113313.72599999988,656780.9760000004,60941.09400000008
14:00,59116.07499999993,64222.41899999973,68045.78999999995,8178.819999999984,1881.5209999999918,0.0,0.0,0.0,61230.474999999984,0.0,0.0,89482.81200000037,650557.0080000019,60941.09400000008
15:00,59031.75299999993,64151.022999999754,68045.78999999995,8178.819999999984,1874.2169999999937,0.0,0.0,0.0,61229.90600000001,0.0,0.0,78920.25500000016,639907.8659999988,60941.09400000008
16:00,58947.422999999944,64079.62799999973,68045.78999999995,8178.819999999984,1850.9239999999904,0.0,0.0,0.0,61235.558,0.0,0.0,45902.6599999999,617678.3029999991,60941.09400000008
17:00,78711.52599999959,70664.09900000028,68045.78999999995,8178.819999999984,1878.5949999999889,0.0,0.0,0.0,61230.474999999984,0.0,0.0,84514.08900000005,591618.235000001,60941.09400000008
18:00,197799.9659999991,110833.00400000038,68045.78999999995,8178.819999999984,1883.2449999999938,0.0,0.0,0.0,61224.26099999998,0.0,0.0,110212.8970000003,458310.5069999998,60941.09400000008
19:00,238319.35999999946,124605.89200000114,68045.78999999995,8178.819999999984,1859.6139999999932,0.0,0.0,0.0,61218.60699999998,0.0,0.0,119301.63399999951,423060.20900000056,60941.09400000008
20:00,79258.06499999952,70891.49100000024,68045.78999999995,8178.819999999984,1864.5389999999911,0.0,0.0,0.0,61216.90900000001,0.0,0.0,62879.640000000036,586336.3849999992,60941.09400000008
21:00,78957.96299999952,70755.07900000026,68045.78999999995,8178.819999999984,74.43600000000038,0.0,0.0,0.0,61218.60699999998,0.0,0.0,58769.87900000009,5291.841000000005,60941.09400000008
22:00,78657.86599999956,70618.66000000027,68045.78999999995,8178.819999999984,104.27200000000283,0.0,0.0,0.0,61201.659000000014,0.0,0.0,54785.05199999995,9888.097999999998,60941.09400000008
23:00,58840.66299999996,63930.39599999973,68045.78999999995,8178.819999999984,93.50100000000484,0.0,0.0,0.0,61211.82499999998,0.0,0.0,32591.002999999935,9805.318000000007,60941.09400000008
